participantID,pNew,pOld,boxesFlipped,absColorDiff,blueFlipped,yellowFlipped,accuracy,discriminationError,boardDifficulty,trialRT,masterTrialID,conditionTrialID,condition,colorSequence,gender,age,education
3,0.976410015,0.910217285,11,5,8,3,1,0,3,36234.3,5,1,high,"[2,1,2,2,1,2,1,2,2,2,2]",2,32,7
3,0.944649347,0.849121094,10,4,3,7,1,0,6,30979.7,6,2,high,"[1,2,1,2,1,1,2,1,1,1]",2,32,7
3,0.919875776,0.748277664,5,3,1,4,1,0,101,16191.8,8,3,high,"[1,2,1,1,1]",2,32,7
3,0.976410015,0.927001953,13,5,9,4,1,0,9,45284.2,12,4,high,"[2,1,1,1,2,2,2,2,2,1,2,2,2]",2,32,7
3,0.919875776,0.748277664,5,3,1,4,1,0,4,19183.6,16,5,high,"[1,1,1,2,1]",2,32,7
3,0.975776398,0.808344841,4,4,0,4,1,0,8,14303.8,18,6,high,"[1,1,1,1]",2,32,7
3,0.886902679,0.772750854,9,3,6,3,1,0,7,30165.6,21,7,high,"[2,1,2,2,1,1,2,2,2]",2,32,7
6,0.943478261,0.738266468,3,3,3,0,1,0,3,10204.2,7,1,high,"[2,2,2]",2,26,6
6,0.677639752,0.588098526,5,1,3,2,1,0,9,18277.6,9,2,high,"[2,1,1,2,2]",2,26,6
6,0.703478261,0.584094048,3,1,1,2,1,0,6,10790.4,10,3,high,"[1,2,1]",2,26,6
6,0.677639752,0.588098526,5,1,2,3,1,0,4,17902,14,4,high,"[2,1,2,1,1]",2,26,6
6,0.875652174,0.661180258,2,2,0,2,1,0,101,7063.7,16,5,high,"[1,1]",2,26,6
6,0.875652174,0.661180258,2,2,0,2,1,0,8,8649.1,17,6,high,"[1,1]",2,26,6
6,0.875652174,0.661180258,2,2,2,0,1,0,7,7193.1,19,7,high,"[2,2]",2,26,6
16,0.794508009,0.685470581,8,2,3,5,1,0,4,41845.4,4,1,high,"[1,1,2,2,2,1,1,1]",2,29,7
16,0.975776398,0.808344841,4,4,4,0,1,0,9,16684.7,5,2,high,"[2,2,2,2]",2,29,7
16,0.794508009,0.685470581,8,2,5,3,1,0,3,32825.4,6,3,high,"[2,1,2,1,1,2,2,2]",2,29,7
16,0.990310559,0.868412018,5,5,5,0,1,0,7,19721.3,7,4,high,"[2,2,2,2,2]",2,29,7
16,0.663615561,0.592735291,7,1,4,3,0,0,6,25266.8,14,5,high,"[1,2,1,2,2,1,2]",2,29,7
16,0.919875776,0.748277664,5,3,1,4,1,0,101,18587.4,15,6,high,"[1,1,1,2,1]",2,29,7
16,0.899221968,0.759658813,7,3,2,5,1,0,8,26898.8,16,7,high,"[1,2,1,2,1,1,1]",2,29,7
9,0.810869565,0.676197052,6,2,2,4,1,0,4,33607.6,2,1,high,"[2,1,1,1,2,1]",2,32,6
9,0.984897025,0.881057739,7,5,6,1,1,0,3,29327.1,5,2,high,"[2,1,2,2,2,2,2]",2,32,6
9,0.794508009,0.685470581,8,2,5,3,1,0,9,35383.7,8,3,high,"[2,2,1,2,1,2,1,2]",2,32,6
9,0.990310559,0.868412018,5,5,5,0,1,0,7,23089.1,14,4,high,"[2,2,2,2,2]",2,32,6
9,0.990310559,0.868412018,5,5,0,5,1,0,6,21859.5,15,5,high,"[1,1,1,1,1]",2,32,6
9,0.899221968,0.759658813,7,3,2,5,1,0,8,28024.3,17,6,high,"[2,2,1,1,1,1,1]",2,32,6
9,0.942380728,0.866577148,12,4,4,8,1,0,101,47415.6,20,7,high,"[2,2,1,1,2,1,1,2,1,1,1,1]",2,32,6
23,0.919875776,0.748277664,5,3,4,1,0,0,101,21371.7,1,1,high,"[2,2,2,1,2]",2,25,6
23,0.899221968,0.759658813,7,3,5,2,1,0,7,24304.4,5,2,high,"[2,1,2,1,2,2,2]",2,25,6
23,0.990310559,0.868412018,5,5,0,5,1,0,8,16103.1,6,3,high,"[1,1,1,1,1]",2,25,6
23,0.996430206,0.916465759,6,6,6,0,1,0,3,18357.9,12,4,high,"[2,2,2,2,2,2]",2,25,6
23,0.810869565,0.676197052,6,2,4,2,1,0,9,17875,14,5,high,"[1,2,1,2,2,2]",2,25,6
23,0.899221968,0.759658813,7,3,2,5,1,0,6,24997.4,16,6,high,"[2,1,1,1,2,1,1]",2,25,6
23,0.975776398,0.808344841,4,4,0,4,1,0,4,12126.9,20,7,high,"[1,1,1,1]",2,25,6
17,0.899221968,0.85546875,17,3,10,7,1,0,9,59902.3,3,1,high,"[2,2,1,2,1,2,1,1,2,2,1,2,2,2,1,1,2]",2,29,4
17,0.999946157,0.999023438,15,9,3,12,1,0,101,45872.8,7,2,high,"[2,2,1,1,1,1,1,2,1,1,1,1,1,1,1]",2,29,4
17,0.979297348,0.9453125,15,5,5,10,1,0,8,46382.5,9,3,high,"[1,2,1,1,1,2,1,1,2,2,1,1,2,1,1]",2,29,4
17,0.997583793,0.980712891,13,7,3,10,1,0,4,42283.8,12,4,high,"[2,1,1,1,1,2,1,1,1,1,2,1,1]",2,29,4
17,0.999946157,0.999023438,15,9,12,3,1,0,7,48551.1,14,5,high,"[2,1,1,2,2,2,2,2,2,2,2,2,2,2,1]",2,29,4
17,0.997583793,0.980712891,13,7,10,3,1,0,3,38851.7,20,6,high,"[2,2,2,2,1,2,2,2,1,1,2,2,2]",2,29,4
17,0.997583793,0.980712891,13,7,3,10,1,0,6,39246.4,21,7,high,"[1,1,1,1,1,1,2,2,1,1,1,2,1]",2,29,4
27,0.886902679,0.828125,15,3,6,9,1,0,101,46421.3,1,1,high,"[2,2,1,2,1,1,1,2,1,2,1,1,1,2,1]",1,25,7
27,0.899221968,0.759658813,7,3,2,5,1,0,8,21153.2,2,2,high,"[1,2,1,1,1,2,1]",1,25,7
27,0.951578947,0.833847046,8,4,6,2,1,0,7,22576,6,3,high,"[1,2,2,2,1,2,2,2]",1,25,7
27,0.990310559,0.868412018,5,5,0,5,1,0,4,15258.6,7,4,high,"[1,1,1,1,1]",1,25,7
27,0.899221968,0.759658813,7,3,2,5,1,0,6,18441.7,12,5,high,"[1,2,1,1,1,2,1]",1,25,7
27,0.980434783,0.96875,20,4,12,8,1,0,9,55986.3,13,6,high,"[1,2,1,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2]",1,25,7
27,0.994416476,0.928268433,8,6,7,1,1,0,3,19470.3,21,7,high,"[1,2,2,2,2,2,2,2]",1,25,7
28,0.990310559,0.868412018,5,5,0,5,1,0,4,20444.3,2,1,high,"[1,1,1,1,1]",2,23,7
28,0.886902679,0.772750854,9,3,3,6,1,0,101,32155.7,3,2,high,"[2,2,1,1,1,1,2,1,1]",2,23,7
28,0.975776398,0.808344841,4,4,4,0,1,0,7,16350,6,3,high,"[2,2,2,2]",2,23,7
28,0.886902679,0.772750854,9,3,3,6,1,0,8,31293.7,11,4,high,"[1,1,2,2,1,2,1,1,1]",2,23,7
28,0.919875776,0.748277664,5,3,4,1,1,0,9,16746.6,13,5,high,"[2,2,2,2,1]",2,23,7
28,0.919875776,0.748277664,5,3,4,1,1,0,3,17930.8,15,6,high,"[2,1,2,2,2]",2,23,7
28,0.785846009,0.696380615,10,2,4,6,1,0,6,34779,20,7,high,"[2,2,1,2,1,1,2,1,1,1]",2,23,7
13,0.919875776,0.748277664,5,3,1,4,1,0,8,20269.3,3,1,high,"[1,2,1,1,1]",2,27,7
13,0.943478261,0.738266468,3,3,3,0,1,0,7,13561,5,2,high,"[2,2,2]",2,27,7
13,0.975776398,0.808344841,4,4,0,4,1,0,6,9294.9,6,3,high,"[1,1,1,1]",2,27,7
13,0.943478261,0.738266468,3,3,3,0,1,0,3,10818.5,8,4,high,"[2,2,2]",2,27,7
13,0.839130435,0.668188095,4,2,1,3,1,0,4,11729.4,12,5,high,"[1,1,2,1]",2,27,7
13,0.810869565,0.676197052,6,2,2,4,1,0,101,18271.4,15,6,high,"[2,1,1,1,2,1]",2,27,7
13,0.663615561,0.592735291,7,1,4,3,1,0,9,21704.4,20,7,high,"[2,2,1,2,1,1,2]",2,27,7
8,1,1,19,7,6,13,1,0,4,66773.3,1,1,high,"[2,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2]",2,27,6
8,0.997391304,0.9921875,18,6,6,12,1,0,8,55316.6,2,2,high,"[1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,2,1,1]",2,27,6
8,0.944649347,0.88671875,14,4,5,9,1,0,6,49707,5,3,high,"[1,2,1,1,1,1,2,1,1,2,2,2,1,1]",2,27,6
8,0.999508682,0.994140625,14,8,3,11,1,0,101,47954.6,7,4,high,"[2,2,1,1,1,1,1,2,1,1,1,1,1,1]",2,27,6
8,0.992290349,0.967285156,14,6,10,4,1,0,7,51208.3,14,5,high,"[2,2,1,2,1,1,2,2,2,2,2,1,2,2]",2,27,6
8,1,1,15,11,13,2,1,0,9,50488.3,19,6,high,"[2,2,2,2,2,2,2,2,2,1,2,2,2,1,2]",2,27,6
8,0.991534142,0.953857422,12,6,9,3,1,0,3,43523.3,20,7,high,"[1,2,2,1,2,2,2,2,2,2,1,2]",2,27,6
40,0.881128012,0.806152344,13,3,8,5,1,0,9,83358,2,1,high,"[2,1,1,2,2,1,1,2,2,2,2,2,1]",2,25,7
40,0.963478261,0.820358276,6,4,1,5,1,0,8,23429.5,3,2,high,"[1,2,1,1,1,1]",2,25,7
40,0.919875776,0.748277664,5,3,4,1,1,0,3,21008.5,4,3,high,"[2,2,2,2,1]",2,25,7
40,0.976410015,0.927001953,13,5,4,9,1,0,4,46447,6,4,high,"[2,1,1,2,2,1,1,1,1,2,1,1,1]",2,25,7
40,0.998196258,0.961593628,9,7,8,1,1,0,7,35003.5,7,5,high,"[2,1,2,2,2,2,2,2,2]",2,25,7
40,0.990310559,0.868412018,5,5,0,5,1,0,6,17143.3,15,6,high,"[1,1,1,1,1]",2,25,7
40,0.984897025,0.96484375,17,5,6,11,1,0,101,53078.5,20,7,high,"[2,1,2,1,2,1,1,1,1,1,1,2,1,2,2,1,1]",2,25,7
31,0.998810069,0.951873779,7,7,7,0,1,0,3,39254.4,3,1,high,"[2,2,2,2,2,2,2]",2,24,7
31,0.783123666,0.709472656,12,2,7,5,1,0,9,49719.5,4,2,high,"[2,2,2,1,2,1,2,1,1,1,2,2]",2,24,7
31,0.944649347,0.849121094,10,4,3,7,1,0,4,36155.6,8,3,high,"[1,1,1,1,2,2,1,2,1,1]",2,24,7
31,0.810869565,0.676197052,6,2,2,4,1,0,8,21427.7,15,4,high,"[1,2,1,1,2,1]",2,24,7
31,0.899221968,0.759658813,7,3,2,5,1,0,101,23826.2,16,5,high,"[2,1,1,2,1,1,1]",2,24,7
31,0.785846009,0.696380615,10,2,4,6,1,0,6,31036.1,18,6,high,"[1,2,2,1,2,2,1,1,1,1]",2,24,7
31,0.994416476,0.928268433,8,6,7,1,1,0,7,28054.1,21,7,high,"[2,1,2,2,2,2,2,2]",2,24,7
32,1,1,16,10,13,3,1,0,3,50060.1,3,1,high,"[2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2]",2,24,7
32,1,1,15,11,13,2,1,0,9,43070.7,6,2,high,"[2,2,2,2,2,2,2,2,2,2,1,2,1,2,2]",2,24,7
32,1,1,18,8,5,13,1,0,101,54096.6,7,3,high,"[1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1]",2,24,7
32,1,1,19,7,6,13,1,0,6,61417.5,12,4,high,"[1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,1]",2,24,7
32,1,1,18,8,5,13,1,0,4,57204.6,14,5,high,"[2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1]",2,24,7
32,1,1,20,6,7,13,1,0,8,59415.7,18,6,high,"[1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,2,1,1]",2,24,7
32,1,1,18,8,13,5,1,0,7,55231.9,21,7,high,"[2,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2]",2,24,7
34,0.976410015,0.910217285,11,5,3,8,1,0,6,34804,7,1,high,"[1,2,1,1,2,2,1,1,1,1,1]",2,22,7
34,0.975776398,0.808344841,4,4,4,0,1,0,3,12297.5,10,2,high,"[2,2,2,2]",2,22,7
34,0.881128012,0.788024902,11,3,7,4,1,0,9,33257.5,16,3,high,"[1,2,1,2,2,1,2,1,2,2,2]",2,22,7
34,0.899221968,0.759658813,7,3,2,5,1,0,8,21444.4,17,4,high,"[1,1,2,1,1,2,1]",2,22,7
34,0.899221968,0.759658813,7,3,5,2,1,0,7,9082.9,18,5,high,"[2,2,1,1,2,2,2]",2,22,7
34,0.943478261,0.738266468,3,3,0,3,1,0,101,21326,19,6,high,"[1,1,1]",2,22,7
34,0.943478261,0.738266468,3,3,0,3,1,0,4,9545.5,20,7,high,"[1,1,1]",2,22,7
30,0.999946157,0.999023438,15,9,3,12,1,0,6,37574.1,2,1,high,"[1,1,1,2,1,1,1,1,1,2,1,1,1,2,1]",1,23,7
30,0.999946157,0.999023438,15,9,3,12,1,0,8,39256.2,5,2,high,"[1,1,1,1,1,1,1,2,2,1,1,2,1,1,1]",1,23,7
30,0.999398689,0.988769531,12,8,2,10,1,0,4,30098.6,7,3,high,"[2,1,1,1,2,1,1,1,1,1,1,1]",1,23,7
30,0.991534142,0.953857422,12,6,9,3,1,0,7,31463.2,11,4,high,"[2,2,1,1,2,2,2,2,2,2,1,2]",1,23,7
30,0.881128012,0.788024902,11,3,4,7,1,0,101,28228.6,15,5,high,"[2,1,1,1,1,2,1,2,1,2,1]",1,23,7
30,0.979297348,0.894943237,9,5,7,2,1,0,3,23486,16,6,high,"[2,1,1,2,2,2,2,2,2]",1,23,7
30,0.881128012,0.788024902,11,3,7,4,1,0,9,32505.5,21,7,high,"[2,1,1,1,2,2,1,2,2,2,2]",1,23,7
55,0.839130435,0.668188095,4,2,1,3,1,0,6,12633,1,1,high,"[2,1,1,1]",3,22,7
55,0.963478261,0.820358276,6,4,1,5,1,0,8,16852.7,3,2,high,"[1,1,2,1,1,1]",3,22,7
55,0.785846009,0.696380615,10,2,6,4,1,0,9,28429.2,8,3,high,"[1,1,2,2,2,2,1,1,2,2]",3,22,7
55,0.998810069,0.951873779,7,7,0,7,1,0,4,18552.8,12,4,high,"[1,1,1,1,1,1,1]",3,22,7
55,0.944649347,0.849121094,10,4,7,3,1,0,7,29038.3,13,5,high,"[2,2,2,1,1,2,2,1,2,2]",3,22,7
55,0.990310559,0.868412018,5,5,5,0,1,0,3,14780.8,15,6,high,"[2,2,2,2,2]",3,22,7
55,0.963478261,0.820358276,6,4,1,5,1,0,101,17292,17,7,high,"[1,2,1,1,1,1]",3,22,7
44,0.994416476,0.98046875,16,6,5,11,1,0,8,49661.7,2,1,high,"[1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1]",1,28,6
44,1,1,17,9,13,4,1,0,3,35717.4,11,2,high,"[2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2]",1,28,6
44,1,1,18,8,13,5,1,0,7,44983.9,12,3,high,"[2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,2,2]",1,28,6
44,1,1,18,8,5,13,1,0,4,42633.3,16,4,high,"[2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1]",1,28,6
44,1,1,18,8,5,13,1,0,101,42876.9,17,5,high,"[2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1]",1,28,6
44,1,1,15,11,13,2,1,0,9,36345,19,6,high,"[2,2,2,2,2,2,2,2,2,2,1,2,1,2,2]",1,28,6
44,1,1,19,7,6,13,1,0,6,53892.2,20,7,high,"[1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,2,1]",1,28,6
48,0.942380728,0.866577148,12,4,8,4,1,0,7,53742,3,1,high,"[2,2,1,2,1,2,1,1,2,2,2,2]",1,23,7
48,0.963478261,0.820358276,6,4,1,5,1,0,4,31664.8,4,2,high,"[1,1,1,1,1,2]",1,23,7
48,0.979297348,0.894943237,9,5,7,2,1,0,3,32057.2,6,3,high,"[1,2,2,2,2,2,1,2,2]",1,23,7
48,0.944649347,0.88671875,14,4,5,9,1,0,101,48952.6,9,4,high,"[2,1,1,2,1,1,2,1,2,1,1,2,1,1]",1,23,7
48,0.963478261,0.9375,18,4,7,11,1,0,6,59932.1,13,5,high,"[2,1,2,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1]",1,23,7
48,0.999176201,0.99609375,17,7,5,12,1,0,8,61341.5,16,6,high,"[1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1]",1,23,7
48,0.99965002,0.975479126,8,8,8,0,1,0,9,28378,20,7,high,"[2,2,2,2,2,2,2,2]",1,23,7
47,1,1,19,7,6,13,1,0,101,71954,2,1,high,"[1,2,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1]",2,22,7
47,1,1,16,10,13,3,1,0,9,48431.2,7,2,high,"[2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2]",2,22,7
47,1,1,17,9,4,13,1,0,4,55009.3,11,3,high,"[2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1]",2,22,7
47,1,1,18,8,13,5,1,0,7,57421,12,4,high,"[2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2]",2,22,7
47,1,1,21,5,8,13,1,0,8,69711.2,16,5,high,"[1,2,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1]",2,22,7
47,1,1,20,6,7,13,1,0,6,65007,20,6,high,"[2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1]",2,22,7
47,1,1,17,9,13,4,1,0,3,56302.9,21,7,high,"[2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2]",2,22,7
39,1,1,17,9,13,4,1,0,9,60332.1,2,1,high,"[1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2]",2,24,7
39,1,1,17,12,4,13,1,0,8,52370.8,4,2,high,"[2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1]",2,24,7
39,1,1,14,9,1,13,1,0,4,44453.5,5,3,high,"[1,1,1,1,1,1,1,1,1,1,2,1,1,1]",2,24,7
39,1,1,19,7,13,6,1,0,3,53986.4,7,4,high,"[1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2]",2,24,7
39,1,1,19,7,6,13,1,0,6,54344.4,12,5,high,"[1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,1]",2,24,7
39,1,1,19,7,6,13,1,0,101,56379.7,13,6,high,"[2,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1]",2,24,7
39,1,1,16,10,13,3,1,0,7,50594.2,19,7,high,"[2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2]",2,24,7
54,0.963478261,0.820358276,6,4,5,1,1,0,7,19399.4,3,1,high,"[2,1,2,2,2,2]",2,23,7
54,0.785846009,0.696380615,10,2,4,6,1,0,6,28631.7,4,2,high,"[1,2,2,1,1,1,1,2,2,1]",2,23,7
54,0.975776398,0.808344841,4,4,0,4,1,0,4,11659.6,6,3,high,"[1,1,1,1]",2,23,7
54,0.990310559,0.868412018,5,5,5,0,1,0,9,12628.6,9,4,high,"[2,2,2,2,2]",2,23,7
54,0.963478261,0.820358276,6,4,1,5,1,0,101,14770.3,12,5,high,"[1,1,2,1,1,1]",2,23,7
54,0.951578947,0.833847046,8,4,2,6,1,0,8,19383.7,17,6,high,"[1,2,1,2,1,1,1,1]",2,23,7
54,0.919875776,0.748277664,5,3,4,1,1,0,3,12486.2,20,7,high,"[2,2,2,2,1]",2,23,7
37,0.943478261,0.738266468,3,3,0,3,1,0,4,16328.4,4,1,high,"[1,1,1]",2,22,7
37,0.703478261,0.584094048,3,1,2,1,1,0,9,13900.6,7,2,high,"[2,1,2]",2,22,7
37,0.943478261,0.738266468,3,3,3,0,1,0,7,15470.4,9,3,high,"[2,2,2]",2,22,7
37,0.943478261,0.738266468,3,3,3,0,1,0,3,13504.2,14,4,high,"[2,2,2]",2,22,7
37,0.839130435,0.668188095,4,2,1,3,1,0,101,16289,16,5,high,"[1,2,1,1]",2,22,7
37,0.839130435,0.668188095,4,2,1,3,1,0,6,14493.9,18,6,high,"[1,1,2,1]",2,22,7
37,0.839130435,0.668188095,4,2,1,3,1,0,8,22249.4,21,7,high,"[1,2,1,1]",2,22,7
29,0.963478261,0.820358276,6,4,5,1,1,0,7,27803.3,1,1,high,"[2,2,2,1,2,2]",1,23,6
29,0.942380728,0.866577148,12,4,8,4,1,0,3,40115.5,7,2,high,"[2,1,2,1,1,2,1,2,2,2,2,2]",1,23,6
29,0.992290349,0.940765381,10,6,2,8,1,0,101,29129.2,8,3,high,"[2,1,1,1,1,1,2,1,1,1]",1,23,6
29,0.979297348,0.894943237,9,5,2,7,1,0,8,26438.5,13,4,high,"[1,1,2,1,2,1,1,1,1]",1,23,6
29,0.881128012,0.788024902,11,3,4,7,1,0,4,34289.8,18,5,high,"[2,1,1,2,2,1,1,1,2,1,1]",1,23,6
29,0.998196258,0.961593628,9,7,1,8,1,0,6,24699.1,20,6,high,"[1,1,1,2,1,1,1,1,1]",1,23,6
29,0.652451205,0.604736328,11,1,6,5,1,0,9,33328.9,21,7,high,"[1,2,1,2,2,2,2,2,1,1,1]",1,23,6
33,0.943478261,0.738266468,3,3,0,3,1,0,8,20855.8,1,1,high,"[1,1,1]",2,22,7
33,0.677639752,0.588098526,5,1,3,2,1,0,3,21967.8,2,2,high,"[2,2,1,1,2]",2,22,7
33,0.810869565,0.676197052,6,2,2,4,1,0,4,23960.6,5,3,high,"[1,1,2,2,1,1]",2,22,7
33,0.899221968,0.759658813,7,3,5,2,1,0,7,26958,13,4,high,"[2,2,1,1,2,2,2]",2,22,7
33,0.963478261,0.820358276,6,4,1,5,1,0,101,21758.8,15,5,high,"[1,2,1,1,1,1]",2,22,7
33,0.975776398,0.808344841,4,4,0,4,1,0,6,15912.9,19,6,high,"[1,1,1,1]",2,22,7
33,0.794508009,0.685470581,8,2,5,3,1,0,9,31834.9,20,7,high,"[1,1,2,2,2,1,2,2]",2,22,7
36,0.990310559,0.868412018,5,5,0,5,1,0,4,16681.9,6,1,high,"[1,1,1,1,1]",2,22,6
36,0.810869565,0.676197052,6,2,4,2,1,0,9,17225.8,9,2,high,"[1,1,2,2,2,2]",2,22,6
36,0.975776398,0.808344841,4,4,4,0,1,0,7,11899.2,12,3,high,"[2,2,2,2]",2,22,6
36,0.810869565,0.676197052,6,2,2,4,1,0,6,19338,13,4,high,"[1,2,1,1,2,1]",2,22,6
36,0.975776398,0.808344841,4,4,4,0,1,0,3,12839.2,14,5,high,"[2,2,2,2]",2,22,6
36,0.794508009,0.685470581,8,2,3,5,1,0,8,29586.7,18,6,high,"[1,1,1,2,2,1,2,1]",2,22,6
36,0.975776398,0.808344841,4,4,4,0,0,0,101,12018.2,21,7,high,"[2,2,2,2]",2,22,6
58,0.886902679,0.772750854,9,3,6,3,1,0,9,29493.2,1,1,high,"[2,1,2,2,1,2,2,1,2]",2,23,6
58,0.984897025,0.881057739,7,5,1,6,1,0,4,22730.7,4,2,high,"[1,1,1,1,2,1,1]",2,23,6
58,0.976410015,0.927001953,13,5,4,9,1,0,6,43040.4,5,3,high,"[1,1,1,1,1,2,1,2,2,2,1,1,1]",2,23,6
58,0.944649347,0.88671875,14,4,5,9,1,0,8,43337.5,9,4,high,"[1,2,2,1,1,1,1,1,2,2,1,2,1,1]",2,23,6
58,0.976410015,0.910217285,11,5,8,3,1,0,7,33287.9,14,5,high,"[2,2,1,2,1,1,2,2,2,2,2]",2,23,6
58,0.999982501,0.996307373,10,10,10,0,1,0,3,30355.8,16,6,high,"[2,2,2,2,2,2,2,2,2,2]",2,23,6
58,0.979297348,0.894943237,9,5,2,7,1,0,101,27556.1,20,7,high,"[1,2,1,1,2,1,1,1,1]",2,23,6
56,0.994416476,0.98046875,16,6,5,11,1,0,6,59527.1,1,1,high,"[1,1,1,2,1,1,1,2,1,1,2,2,2,1,1,1]",2,22,7
56,0.886902679,0.828125,15,3,9,6,1,0,9,48573.1,2,2,high,"[1,2,2,1,2,1,1,2,1,2,2,2,2,1,2]",2,22,7
56,0.979297348,0.9453125,15,5,5,10,1,0,8,47796.6,8,3,high,"[1,1,1,1,2,2,1,2,1,1,2,1,1,2,1]",2,22,7
56,0.942380728,0.866577148,12,4,8,4,1,0,3,38879.6,10,4,high,"[1,1,1,2,2,1,2,2,2,2,2,2]",2,22,7
56,0.942380728,0.866577148,12,4,4,8,1,0,4,38689.3,11,5,high,"[1,2,1,2,1,1,1,2,2,1,1,1]",2,22,7
56,0.976410015,0.910217285,11,5,8,3,1,0,7,35561.5,19,6,high,"[2,2,2,1,2,2,1,2,1,2,2]",2,22,7
56,0.992290349,0.940765381,10,6,2,8,1,0,101,31919.9,20,7,high,"[1,1,1,1,1,1,2,1,2,1]",2,22,7
43,0.886902679,0.772750854,9,3,6,3,1,0,3,28295.7,5,1,high,"[1,2,2,2,1,2,2,1,2]",2,25,7
43,0.963478261,0.820358276,6,4,5,1,1,0,9,19372.5,11,2,high,"[1,2,2,2,2,2]",2,25,7
43,0.881128012,0.788024902,11,3,4,7,1,0,101,31327.7,13,3,high,"[2,1,2,2,1,1,2,1,1,1,1]",2,25,7
43,0.976410015,0.927001953,13,5,4,9,1,0,6,35656,16,4,high,"[2,1,1,2,2,2,1,1,1,1,1,1,1]",2,25,7
43,0.991534142,0.953857422,12,6,3,9,1,0,4,35285.2,17,5,high,"[1,1,1,2,1,2,2,1,1,1,1,1]",2,25,7
43,0.999508682,0.982421875,10,8,9,1,1,0,7,28059.9,19,6,high,"[2,2,2,2,2,2,2,1,2,2]",2,25,7
43,0.26,0.419409871,1,1,1,0,1,1,8,5112.8,21,7,high,[2],2,25,7
67,0.899221968,0.759658813,7,3,5,2,1,0,9,30610,1,1,high,"[2,1,1,2,2,2,2]",1,22,4
67,0.919875776,0.748277664,5,3,1,4,1,0,4,19862.4,4,2,high,"[1,1,1,2,1]",1,22,4
67,0.975776398,0.808344841,4,4,0,4,1,0,8,14983.3,13,3,high,"[1,1,1,1]",1,22,4
67,0.919875776,0.748277664,5,3,1,4,1,0,101,16667.7,14,4,high,"[2,1,1,1,1]",1,22,4
67,0.899221968,0.759658813,7,3,5,2,1,0,7,20719.8,17,5,high,"[2,1,1,2,2,2,2]",1,22,4
67,0.919875776,0.748277664,5,3,1,4,1,0,6,16081.6,20,6,high,"[1,1,1,2,1]",1,22,4
67,0.943478261,0.738266468,3,3,3,0,1,0,3,11430.5,21,7,high,"[2,2,2]",1,22,4
61,0.975776398,0.808344841,4,4,4,0,1,0,3,14712.4,1,1,high,"[2,2,2,2]",1,32,7
61,0.975776398,0.808344841,4,4,0,4,1,0,8,12809.7,3,2,high,"[1,1,1,1]",1,32,7
61,0.963478261,0.820358276,6,4,1,5,1,0,4,17351.9,7,3,high,"[1,1,1,2,1,1]",1,32,7
61,0.943478261,0.738266468,3,3,3,0,1,0,9,7928.3,9,4,high,"[2,2,2]",1,32,7
61,0.963478261,0.820358276,6,4,1,5,1,0,6,16619.7,11,5,high,"[2,1,1,1,1,1]",1,32,7
61,0.839130435,0.668188095,4,2,3,1,1,0,7,11297,18,6,high,"[2,2,2,1]",1,32,7
61,0.899221968,0.759658813,7,3,2,5,1,0,101,20403.2,19,7,high,"[1,2,1,1,2,1,1]",1,32,7
76,0.942380728,0.866577148,12,4,4,8,1,0,101,30735.5,4,1,high,"[2,1,1,1,2,1,1,1,1,2,1,2]",2,25,7
76,0.944649347,0.849121094,10,4,7,3,1,0,7,27086,7,2,high,"[2,1,2,2,1,2,2,2,1,2]",2,25,7
