participantID,pNew,pOld,boxesFlipped,absColorDiff,blueFlipped,yellowFlipped,accuracy,discriminationError,boardDifficulty,trialRT,masterTrialID,conditionTrialID,condition,colorSequence,gender,age,education
128,1,1,21,9,6,15,1,0,8,10846.1,1,1,low,"[1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1]",1,29,6
128,0.998196258,0.989257813,15,7,4,11,1,0,6,6948.4,3,2,low,"[1,2,1,1,2,1,1,1,1,1,2,2,1,1,1]",1,29,6
128,1,1,24,8,16,8,1,0,9,7657,7,3,low,"[2,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2]",1,29,6
128,1,1,18,14,2,16,1,0,4,5779.3,12,4,low,"[2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1]",1,29,6
128,1,1,19,11,15,4,1,0,3,6207.3,13,5,low,"[2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2]",1,29,6
128,1,1,23,7,8,15,1,0,101,7095.1,17,6,low,"[2,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2]",1,29,6
128,0.99989366,0.996826172,13,9,11,2,1,0,7,4323.2,19,7,low,"[2,1,2,2,1,2,2,2,2,2,2,2,2]",1,29,6
114,1,1,17,9,13,4,1,0,3,15847.3,2,1,low,"[2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2]",1,30,7
114,1,1,19,7,6,13,1,0,101,13087.2,7,2,low,"[2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,2,1]",1,30,7
114,1,1,16,10,13,3,1,0,7,15134.6,8,3,low,"[2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2]",1,30,7
114,1,1,19,7,13,6,1,0,9,14903.6,12,4,low,"[2,2,1,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2]",1,30,7
114,1,1,16,10,3,13,1,0,6,10810.3,17,5,low,"[1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1]",1,30,7
114,1,1,18,8,5,13,1,0,8,11146.7,19,6,low,"[1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1]",1,30,7
114,1,1,15,11,2,13,1,0,4,9265.6,20,7,low,"[2,1,1,1,2,1,1,1,1,1,1,1,1,1,1]",1,30,7
130,0.919875776,0.748277664,5,3,1,4,1,0,101,9201.8,1,1,low,"[2,1,1,1,1]",1,23,7
130,0.999398689,0.988769531,12,8,2,10,1,0,4,7796.9,2,2,low,"[2,1,1,1,2,1,1,1,1,1,1,1]",1,23,7
130,0.99989366,0.996826172,13,9,2,11,1,0,6,7496.2,6,3,low,"[1,1,1,2,1,1,1,1,1,2,1,1,1]",1,23,7
130,1,1,18,10,14,4,1,0,3,8006.6,10,4,low,"[2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2]",1,23,7
130,0.998196258,0.989257813,15,7,11,4,1,0,7,6300.6,12,5,low,"[2,1,1,2,2,2,2,2,2,2,1,2,2,2,1]",1,23,7
130,1,1,25,9,17,8,1,0,9,10072.5,17,6,low,"[2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1]",1,23,7
130,1,1,19,9,5,14,1,0,8,8995.8,18,7,low,"[1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,1]",1,23,7
110,1,1,25,9,8,17,1,0,8,31918.1,1,1,low,"[1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2]",1,24,7
110,1,1,16,10,3,13,1,0,4,19924.2,3,2,low,"[2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1]",1,24,7
110,1,1,17,9,13,4,1,0,3,15703.7,10,3,low,"[1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2]",1,24,7
110,1,1,19,9,14,5,1,0,9,15649.6,12,4,low,"[2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2]",1,24,7
110,1,1,20,6,7,13,1,0,101,21834.6,15,5,low,"[1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,1,2]",1,24,7
110,1,1,18,10,14,4,1,0,7,20148.2,19,6,low,"[2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2]",1,24,7
110,1,1,19,9,5,14,1,0,6,18849.1,20,7,low,"[2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1]",1,24,7
88,0.963478261,0.820358276,6,4,1,5,1,0,8,7291.5,3,1,low,"[1,1,2,1,1,1]",1,43,6
88,0.992290349,0.967285156,14,6,4,10,1,0,6,10907.3,5,2,low,"[1,1,1,2,2,1,1,1,1,2,1,2,1,1]",1,43,6
88,0.999508682,0.994140625,14,8,11,3,1,0,3,11119,8,3,low,"[2,2,2,2,2,2,1,1,2,1,2,2,2,2]",1,43,6
88,0.942380728,0.866577148,12,4,4,8,1,0,4,8975.1,9,4,low,"[2,1,1,1,2,2,2,1,1,1,1,1]",1,43,6
88,0.999912505,0.989364624,9,9,9,0,1,0,9,6800.9,10,5,low,"[2,2,2,2,2,2,2,2,2]",1,43,6
88,0.994416476,0.928268433,8,6,7,1,1,0,7,5822.9,11,6,low,"[2,2,2,2,1,2,2,2]",1,43,6
88,0.992290349,0.967285156,14,6,4,10,1,0,101,10021.4,16,7,low,"[1,1,2,1,2,1,2,1,1,2,1,1,1,1]",1,43,6
117,0.899221968,0.759658813,7,3,2,5,1,0,4,13443.8,2,1,low,"[1,1,1,1,2,2,1]",2,22,7
117,0.944649347,0.849121094,10,4,7,3,1,0,9,16379.5,3,2,low,"[2,2,1,2,1,2,2,1,2,2]",2,22,7
117,0.994416476,0.98046875,16,6,11,5,1,0,7,13160.1,6,3,low,"[2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,1]",2,22,7
117,0.994416476,0.928268433,8,6,7,1,1,0,3,6606,7,4,low,"[2,2,2,2,1,2,2,2]",2,22,7
117,0.997583793,0.971313477,11,7,2,9,1,0,6,10042.4,10,5,low,"[1,1,1,2,1,2,1,1,1,1,1]",2,22,7
117,0.976410015,0.927001953,13,5,4,9,1,0,8,9825.7,12,6,low,"[1,2,1,1,1,1,2,1,2,1,1,2,1]",2,22,7
117,0.979297348,0.894943237,9,5,2,7,1,0,101,5674.2,20,7,low,"[2,1,1,1,1,1,2,1,1]",2,22,7
120,1,1,18,8,5,13,1,0,8,17017.5,6,1,low,"[1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1]",1,23,7
120,1,1,19,7,13,6,1,0,9,26292.6,9,2,low,"[2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2]",1,23,7
120,1,1,19,7,6,13,1,0,101,13746.5,12,3,low,"[2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2]",1,23,7
120,1,1,16,10,3,13,1,0,6,19659.2,14,4,low,"[1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1]",1,23,7
120,1,1,16,10,13,3,1,0,7,11406.5,17,5,low,"[2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2]",1,23,7
120,1,1,17,9,13,4,1,0,3,9746.4,19,6,low,"[2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2]",1,23,7
120,1,1,15,11,2,13,1,0,4,15311.6,21,7,low,"[2,1,1,1,2,1,1,1,1,1,1,1,1,1,1]",1,23,7
124,1,1,21,7,7,14,1,0,8,12178.9,5,1,low,"[1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1]",1,27,7
124,0.999398689,0.988769531,12,8,10,2,1,0,7,7091.4,7,2,low,"[2,1,2,2,2,2,2,2,2,1,2,2]",1,27,7
124,0.992290349,0.967285156,14,6,10,4,1,0,3,6755.9,8,3,low,"[2,2,2,2,2,1,2,2,2,1,1,1,2,2]",1,27,7
124,0.997583793,0.980712891,13,7,3,10,1,0,101,7147.1,12,4,low,"[1,2,1,1,1,2,1,1,1,1,1,1,2]",1,27,7
124,0.992290349,0.967285156,14,6,4,10,1,0,4,7061.7,17,5,low,"[1,1,2,2,2,2,1,1,1,1,1,1,1,1]",1,27,7
124,0.951578947,0.91015625,16,4,10,6,1,0,9,7411.3,18,6,low,"[1,2,1,2,2,2,2,2,1,2,1,2,1,1,2,2]",1,27,7
124,0.999989904,0.999511719,14,10,2,12,1,0,6,8490.2,21,7,low,"[1,2,1,1,1,1,1,1,1,1,1,1,2,1]",1,27,7
14,0.919875776,0.748277664,5,3,1,4,1,0,8,7539.3,2,1,low,"[1,1,2,1,1]",1,25,7
14,0.984897025,0.881057739,7,5,6,1,1,0,3,5442.8,6,2,low,"[2,2,2,1,2,2,2]",1,25,7
14,0.990310559,0.868412018,5,5,5,0,1,0,7,3728.4,10,3,low,"[2,2,2,2,2]",1,25,7
14,0.979297348,0.894943237,9,5,7,2,1,0,9,6469.9,11,4,low,"[2,2,2,2,1,1,2,2,2]",1,25,7
14,0.998810069,0.951873779,7,7,0,7,1,0,4,5779,14,5,low,"[1,1,1,1,1,1,1]",1,25,7
14,0.992290349,0.940765381,10,6,2,8,1,0,6,5859.8,15,6,low,"[2,1,2,1,1,1,1,1,1,1]",1,25,7
14,0.976410015,0.910217285,11,5,3,8,1,0,101,9854.9,17,7,low,"[2,1,1,1,1,1,2,1,1,2,1]",1,25,7
107,0.963478261,0.820358276,6,4,5,1,1,0,7,7706.3,1,1,low,"[2,1,2,2,2,2]",1,22,4
107,0.994416476,0.928268433,8,6,1,7,1,0,8,7143.4,3,2,low,"[2,1,1,1,1,1,1,1]",1,22,4
107,0.976410015,0.910217285,11,5,8,3,1,0,9,7209.4,6,3,low,"[2,2,2,1,2,2,2,1,1,2,2]",1,22,4
107,0.999508682,0.994140625,14,8,3,11,1,0,4,6753.6,12,4,low,"[2,1,1,1,1,1,1,2,1,1,2,1,1,1]",1,22,4
107,0.998196258,0.961593628,9,7,1,8,1,0,6,5236,13,5,low,"[1,1,1,1,1,1,2,1,1]",1,22,4
107,1,1,18,8,13,5,1,0,3,7449.4,19,6,low,"[2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2]",1,22,4
107,1,1,19,7,6,13,1,0,101,7829.9,20,7,low,"[2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,1,2,1]",1,22,4
109,0.999508682,0.994140625,14,8,11,3,1,0,9,7560.3,3,1,low,"[2,2,1,1,2,2,1,2,2,2,2,2,2,2]",2,29,7
109,0.991534142,0.953857422,12,6,9,3,1,0,7,6000.8,5,2,low,"[2,2,2,2,2,2,1,2,1,1,2,2]",2,29,7
109,0.991534142,0.953857422,12,6,3,9,1,0,6,8620.6,6,3,low,"[2,1,1,1,1,1,2,2,1,1,1,1]",2,29,7
109,0.997583793,0.971313477,11,7,9,2,1,0,3,5260.1,8,4,low,"[2,2,2,1,2,2,1,2,2,2,2]",2,29,7
109,0.976410015,0.910217285,11,5,3,8,1,0,8,6478.9,13,5,low,"[2,1,1,1,2,1,2,1,1,1,1]",2,29,7
109,0.963478261,0.820358276,6,4,1,5,1,0,101,3767.1,17,6,low,"[1,1,2,1,1,1]",2,29,7
109,0.919875776,0.748277664,5,3,1,4,1,0,4,2813,18,7,low,"[1,1,1,1,2]",2,29,7
97,0.943478261,0.738266468,3,3,0,3,1,0,8,6505.3,2,1,low,"[1,1,1]",2,22,7
97,0.677639752,0.588098526,5,1,2,3,0,0,7,12339.1,6,2,low,"[1,2,1,2,1]",2,22,7
97,0.677639752,0.588098526,5,1,3,2,1,0,9,16208.6,8,3,low,"[2,1,2,1,2]",2,22,7
97,0.839130435,0.668188095,4,2,1,3,1,0,6,9173.1,11,4,low,"[2,1,1,1]",2,22,7
97,0.943478261,0.738266468,3,3,0,3,1,0,4,4324.4,13,5,low,"[1,1,1]",2,22,7
97,0.839130435,0.668188095,4,2,1,3,1,0,101,11680.8,18,6,low,"[2,1,1,1]",2,22,7
97,0.943478261,0.738266468,3,3,3,0,1,0,3,9739.1,20,7,low,"[2,2,2]",2,22,7
104,0.984897025,0.881057739,7,5,1,6,1,0,6,14691.4,2,1,low,"[2,1,1,1,1,1,1]",1,22,7
104,0.899221968,0.85546875,17,3,10,7,1,0,9,41211.8,5,2,low,"[2,1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,2]",1,22,7
104,0.976410015,0.927001953,13,5,4,9,1,0,101,12638.3,9,3,low,"[2,2,1,1,1,1,1,2,1,1,1,2,1]",1,22,7
104,0.963478261,0.9375,18,4,11,7,1,0,7,23901,10,4,low,"[1,1,2,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2]",1,22,7
104,0.992290349,0.940765381,10,6,8,2,1,0,3,10855.7,13,5,low,"[2,2,2,1,2,2,2,2,2,1]",1,22,7
104,0.998196258,0.961593628,9,7,1,8,1,0,4,8157.5,14,6,low,"[2,1,1,1,1,1,1,1,1]",1,22,7
104,0.979297348,0.894943237,9,5,2,7,1,0,8,12172.7,16,7,low,"[1,1,1,1,1,2,1,2,1]",1,22,7
118,0.984897025,0.881057739,7,5,6,1,1,0,7,9344.3,2,1,low,"[2,2,2,2,1,2,2]",1,23,7
118,0.990310559,0.868412018,5,5,5,0,1,0,9,5322.4,5,2,low,"[2,2,2,2,2]",1,23,7
118,0.943478261,0.738266468,3,3,0,3,1,0,101,11853.1,7,3,low,"[1,1,1]",1,23,7
118,0.886902679,0.772750854,9,3,3,6,1,0,8,10417.6,10,4,low,"[1,1,2,2,1,1,2,1,1]",1,23,7
118,0.944649347,0.849121094,10,4,3,7,1,0,4,9187.4,12,5,low,"[2,1,2,2,1,1,1,1,1,1]",1,23,7
118,0.881128012,0.788024902,11,3,4,7,1,0,6,13435.3,14,6,low,"[1,2,2,2,1,1,2,1,1,1,1]",1,23,7
118,0.975776398,0.808344841,4,4,4,0,1,0,3,5181.2,19,7,low,"[2,2,2,2]",1,23,7
122,0.886902679,0.772750854,9,3,3,6,1,0,8,7289.7,3,1,low,"[1,2,1,1,1,2,1,2,1]",1,27,7
122,0.839130435,0.668188095,4,2,1,3,1,0,6,6060.2,6,2,low,"[1,1,2,1]",1,27,7
122,1,1,21,9,15,6,1,0,7,14790.9,8,3,low,"[2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1]",1,27,7
122,0.976410015,0.910217285,11,5,3,8,1,0,101,9674.5,11,4,low,"[1,1,2,1,2,1,1,1,1,1,2]",1,27,7
122,0.998196258,0.989257813,15,7,11,4,1,0,3,19022.6,12,5,low,"[2,2,2,1,1,2,2,2,1,2,1,2,2,2,2]",1,27,7
122,0.998196258,0.989257813,15,7,4,11,1,0,4,13187.8,17,6,low,"[2,1,1,1,2,2,2,1,1,1,1,1,1,1,1]",1,27,7
122,1,1,23,9,16,7,1,0,9,15412.4,20,7,low,"[2,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1]",1,27,7
131,0.991534142,0.953857422,12,6,9,3,1,0,9,10680.8,3,1,low,"[1,1,2,2,2,2,2,1,2,2,2,2]",1,23,7
131,0.839130435,0.668188095,4,2,1,3,1,0,101,5737.2,4,2,low,"[2,1,1,1]",1,23,7
131,0.999989904,0.999511719,14,10,12,2,1,0,3,13499,6,3,low,"[1,2,1,2,2,2,2,2,2,2,2,2,2,2]",1,23,7
131,0.951578947,0.833847046,8,4,2,6,1,0,8,7051.6,7,4,low,"[1,2,1,2,1,1,1,1]",1,23,7
131,0.999912505,0.989364624,9,9,0,9,1,0,4,12627.4,18,5,low,"[1,1,1,1,1,1,1,1,1]",1,23,7
131,0.976410015,0.927001953,13,5,9,4,1,0,7,7707.1,19,6,low,"[2,2,1,1,2,2,1,1,2,2,2,2,2]",1,23,7
131,0.997583793,0.971313477,11,7,2,9,1,0,6,10724.5,21,7,low,"[1,2,1,1,1,1,1,1,1,2,1]",1,23,7
