participantID,condition,pNew,pOld,boxesFlipped,absColorDiff,blueFlipped,yellowFlipped,accuracy,discriminationError,boardDifficulty,trialRT,gender.x,age.x,education.x,gender.y,age.y,education.y
52,medium,0.9471017057142858,0.8422350201428571,8.714285714285714,4.142857142857143,4.285714285714286,4.428571428571429,1,0,19.857142857142858,22190.485714285714,1,23,4,1,23,4
54,high,0.9357634587142857,0.7994255337142857,6.285714285714286,3.7142857142857144,3,3.2857142857142856,1,0,19.714285714285715,16994.214285714286,2,23,7,2,23,7
54,low,0.942964829,0.8179407118571429,7.285714285714286,3.857142857142857,3.2857142857142856,4,1,0,19.714285714285715,4610.414285714286,2,23,7,2,23,7
54,medium,0.925093882,0.7741898805714286,6.142857142857143,3.2857142857142856,2.7142857142857144,3.4285714285714284,0.8571428571428571,0,19.857142857142858,7487.8,2,23,7,2,23,7
55,high,0.9265289915714285,0.81067030757142855,6.857142857142857,4,3,3.857142857142857,1,0,19.714285714285715,19654.114285714284,3,22,7,3,22,7
55,low,0.9624929605714285,0.9113725935714285,12.142857142857142,5.285714285714286,5.857142857142857,6.285714285714286,1,0,19.714285714285715,5827.728571428572,3,22,7,3,22,7
55,medium,0.943409611,0.8632409231428572,11.428571428571429,4,6,5.428571428571429,1,0,19.857142857142858,13475.285714285714,3,22,7,3,22,7
56,high,0.9591540461428572,0.9054347445714286,13,4.714285714285714,5.857142857142857,7.142857142857143,1,0,19.714285714285715,42992.44285714286,2,22,7,2,22,7
56,low,0.9818748918571428,0.9590323312857143,14.428571428571429,6.714285714285714,6.857142857142857,7.571428571428571,1,0,19.714285714285715,8271.657142857142,2,22,7,2,22,7
56,medium,0.9974764915714286,0.9752110074285715,12.428571428571429,7,7,5.428571428571429,1,0,19.857142857142858,15765.514285714286,2,22,7,2,22,7
58,high,0.9640784185714286,0.8955710272857142,10.428571428571429,5.285714285714286,5.142857142857143,5.285714285714286,1,0,19.714285714285715,32828.8,2,23,6,2,23,6
58,low,0.9976948857142858,0.9886648997142857,17.714285714285715,7.714285714285714,8.285714285714286,9.428571428571429,1,0,19.714285714285715,8740.8,2,23,6,2,23,6
58,medium,0.9707728401428571,0.9141736711428571,11.285714285714286,5.285714285714286,6.142857142857143,5.142857142857143,1,0,19.857142857142858,15086.657142857142,2,23,6,2,23,6
60,high,0.9292668555714285,0.8397200445714286,8.857142857142858,4.571428571428571,4.714285714285714,4.142857142857143,0.8571428571428571,0,19.714285714285715,27547.642857142855,2,23,7,2,23,7
60,low,0.9914843374285714,0.9760044644285715,15.571428571428571,7,7,8.571428571428571,1,0,19.714285714285715,8151.5999999999995,2,23,7,2,23,7
60,medium,0.9088023217142858,0.8415320258571428,8.285714285714286,4.285714285714286,4.142857142857143,4.142857142857143,1,0.14285714285714285,19.857142857142858,15624.57142857143,2,23,7,2,23,7
61,high,0.937191426,0.7747885157142858,4.857142857142857,3.4285714285714284,2,2.857142857142857,1,0,19.714285714285715,14446.028571428571,1,32,7,1,32,7
61,low,0.9499160212857143,0.8877762384285715,11.714285714285714,4.857142857142857,5.428571428571429,6.285714285714286,1,0,19.714285714285715,6047.4,1,32,7,1,32,7
61,medium,0.9750479642857143,0.8859158924285714,8.142857142857142,5.285714285714286,4.428571428571429,3.7142857142857144,1,0,19.857142857142858,9047.771428571428,1,32,7,1,32,7
62,high,0.8610083211428572,0.7298941611428572,7,2.7142857142857144,3.4285714285714284,3.5714285714285716,1,0,19.714285714285715,25740.942857142858,2,23,7,2,23,7
62,low,0.8505812164285714,0.8355364118571429,15.428571428571429,6.571428571428571,7.285714285714286,8.142857142857142,0.8571428571428571,0.14285714285714285,19.714285714285715,8042.528571428571,2,23,7,2,23,7
62,medium,0.953817774,0.8137945447142857,5.714285714285714,4,2.2857142857142856,3.4285714285714284,0.8571428571428571,0,19.857142857142858,9530.328571428572,2,23,7,2,23,7
63,high,0.9483122127142857,0.9390345982857143,17.142857142857142,6.857142857142857,8.714285714285714,8.428571428571429,1,0,19.714285714285715,58621.04285714286,2,26,4,2,26,4
63,low,1,1,24.857142857142858,10.857142857142858,11.857142857142858,13,1,0,19.714285714285715,12731.542857142857,2,26,4,2,26,4
63,medium,0.9970424782857142,0.9921875,19.142857142857142,9.428571428571429,9.714285714285714,9.428571428571429,1,0,19.857142857142858,23833.385714285716,2,26,4,2,26,4
64,high,0.9965627942857143,0.9889090402857142,15.714285714285714,7.428571428571429,7.714285714285714,8,1,0,19.714285714285715,46807.271428571425,1,24,7,1,24,7
64,low,0.9934469164285714,0.9815848215714286,16.571428571428573,7.428571428571429,8.142857142857142,8.428571428571429,1,0,19.714285714285715,12869.728571428572,1,24,7,1,24,7
64,medium,0.9507768507142857,0.9251534598571428,14.142857142857142,6.428571428571429,8.142857142857142,6,1,0,19.857142857142858,24083.057142857142,1,24,7,1,24,7
65,high,0.9559072828571429,0.8306493075714285,7,4.142857142857143,3.2857142857142856,3.7142857142857144,1,0,19.714285714285715,22662.5,1,22,7,1,22,7
65,low,0.969512748,0.9119168691428572,11.571428571428571,5.571428571428571,5.714285714285714,5.857142857142857,1,0,19.714285714285715,7910.3,1,22,7,1,22,7
65,medium,0.9315226044285715,0.8416115897142857,9.285714285714286,4.142857142857143,4.714285714285714,4.571428571428571,1,0,19.857142857142858,13815.142857142857,1,22,7,1,22,7
66,high,0.9442024978333333,0.895670573,11.833333333333334,5.5,6.166666666666667,5.666666666666667,1,0,22.333333333333332,43415.28333333333,1,35,7,1,35,7
66,low,0.999541613,0.9954020183333333,15.166666666666666,8.5,7.5,7.666666666666667,1,0,6.166666666666667,11786.983333333334,1,35,7,1,35,7
66,medium,0.9785255338333333,0.907819748,10.833333333333334,5.5,5.833333333333333,5,1,0,21.833333333333332,15343.383333333333,1,35,7,1,35,7
67,high,0.9253322747142857,0.7586802752857142,5.142857142857143,3.142857142857143,2.2857142857142856,2.857142857142857,1,0,19.714285714285715,18622.185714285715,1,22,4,1,22,4
67,low,0.9708153377142857,0.928213937,12.428571428571429,5.571428571428571,5.714285714285714,6.714285714285714,1,0,19.714285714285715,7630.257142857143,1,22,4,1,22,4
67,medium,0.9190717294285714,0.8297168187142857,8.428571428571429,4.142857142857143,4.571428571428571,3.857142857142857,1,0,19.857142857142858,12741.342857142858,1,22,4,1,22,4
68,high,0.8757763975714286,0.7005099568571428,4.142857142857143,2.4285714285714284,2,2.142857142857143,1,0,19.714285714285715,21090.2,1,22,7,1,22,7
68,low,0.9085177228571428,0.736941678,4.857142857142857,2.857142857142857,2.2857142857142856,2.5714285714285716,1,0,19.714285714285715,7652.385714285714,1,22,7,1,22,7
68,medium,0.9096273292857142,0.7193882124285714,3.5714285714285716,2.7142857142857144,2.142857142857143,1.4285714285714286,1,0,19.857142857142858,12366.757142857143,1,22,7,1,22,7
70,high,0.9770051590000001,0.9224572862857142,12,5.428571428571429,5.142857142857143,6.857142857142857,1,0,19.714285714285715,40732.25714285714,1,23,7,1,23,7
70,low,0.9890221717142857,0.960623605,14.142857142857142,6.142857142857143,6.857142857142857,7.285714285714286,1,0,19.714285714285715,10257.985714285714,1,23,7,1,23,7
70,medium,0.9620799624285714,0.9223131451428571,13.142857142857142,6,6.857142857142857,6.285714285714286,1,0,19.857142857142858,18084.314285714285,1,23,7,1,23,7
71,high,0.9494476691428572,0.8504796368571429,10.428571428571429,4.142857142857143,5.142857142857143,5.285714285714286,1,0,19.714285714285715,32622.042857142857,1,24,7,1,24,7
71,low,0.9792814838571429,0.8906447545714286,8.285714285714286,5.714285714285714,4.428571428571429,3.857142857142857,1,0,19.714285714285715,4546.3,1,24,7,1,24,7
71,medium,0.9415122344285715,0.8417148588571428,9.428571428571429,4,4.571428571428571,4.857142857142857,1,0,19.857142857142858,10733.742857142857,1,24,7,1,24,7
73,high,0.9897385315714285,0.9659598214285714,13.714285714285714,6.571428571428571,6.142857142857143,7.571428571428571,1,0,19.714285714285715,43481.9,2,23,6,2,23,6
73,low,0.9829598292857142,0.9611184258571429,14.142857142857142,7.285714285714286,6.142857142857143,8,1,0,19.714285714285715,10990.114285714286,2,23,6,2,23,6
73,medium,0.9971304265714286,0.987060547,14.428571428571429,7.285714285714286,7.428571428571429,7,1,0,19.857142857142858,21463.97142857143,2,23,6,2,23,6
76,high,0.9802858762857143,0.9468296597142857,13.857142857142858,6.142857142857143,6.142857142857143,7.714285714285714,1,0,19.714285714285715,38743.55714285714,2,25,7,2,25,7
76,low,0.997204969,0.9955357142857143,19.714285714285715,9.142857142857142,9,10.714285714285714,1,0,19.714285714285715,8081.5999999999995,2,25,7,2,25,7
76,medium,0.9958855258571429,0.9866420201428572,15.571428571428571,7.571428571428571,8.142857142857142,7.428571428571429,1,0,19.857142857142858,15879.457142857143,2,25,7,2,25,7
79,high,0.9996273291428571,0.9988839285714286,17.428571428571427,8.285714285714286,8.142857142857142,9.285714285714286,1,0,19.714285714285715,45992.514285714286,2,22,7,2,22,7
79,low,0.9996273291428571,0.9988839285714286,17,8.714285714285714,7.714285714285714,9.285714285714286,1,0,19.714285714285715,11803.185714285713,2,22,7,2,22,7
79,medium,1,1,17.428571428571427,8.571428571428571,8.857142857142858,8.571428571428571,1,0,19.857142857142858,21964.185714285715,2,22,7,2,22,7
80,high,0.8498780291428571,0.6985945018571429,5.714285714285714,2.2857142857142856,2.4285714285714284,3.2857142857142856,0.8571428571428571,0,19.714285714285715,20018.7,2,22,7,2,22,7
80,low,0.9176409327142857,0.7672196795714286,5.571428571428571,3.2857142857142856,3,2.5714285714285716,0.8571428571428571,0,19.714285714285715,4474.728571428572,2,22,7,2,22,7
80,medium,0.8925909494285714,0.7222485541428572,4.428571428571429,2.7142857142857144,2.2857142857142856,2.142857142857143,1,0,19.857142857142858,7224.5999999999995,2,22,7,2,22,7
83,high,0.9736166457142857,0.9288068497142857,14,6,5.714285714285714,8.285714285714286,1,0,19.714285714285715,41185.77142857143,2,22,7,2,22,7
83,low,1,1,19.857142857142858,7.857142857142857,9.428571428571429,10.428571428571429,1,0,19.714285714285715,11192.3,2,22,7,2,22,7
83,medium,0.9997096321428571,0.9942343575714285,16.285714285714285,8.285714285714286,8.714285714285714,7.571428571428571,1,0,19.857142857142858,22703.914285714287,2,22,7,2,22,7
86,high,0.9966594234285714,0.987097604,15.571428571428571,7,7.571428571428571,8,1,0,19.714285714285715,54648.31428571429,2,24,7,2,24,7
86,low,0.9987258977142858,0.9930594308571429,16.142857142857142,7.285714285714286,7.714285714285714,8.428571428571429,1,0,19.714285714285715,8536.614285714286,2,24,7,2,24,7
86,medium,0.998641809,0.9946986607142857,16.428571428571427,7.857142857142857,8.714285714285714,7.714285714285714,1,0,19.857142857142858,19549.085714285713,2,24,7,2,24,7
87,high,0.842591499,0.7245208877142857,6.285714285714286,2.857142857142857,3.5714285714285716,2.7142857142857144,1,0,19.714285714285715,27070.15714285714,2,27,6,2,27,6
87,low,0.9880429424285715,0.9599939074285714,15.285714285714286,7.285714285714286,6.857142857142857,8.428571428571429,1,0,19.714285714285715,13060.542857142857,2,27,6,2,27,6
87,medium,0.9428228591428571,0.8593908035714286,9.285714285714286,4.714285714285714,4.428571428571429,4.857142857142857,1,0,19.857142857142858,15850.128571428571,2,27,6,2,27,6
88,high,0.8550729492857143,0.7296066284285715,5.714285714285714,2.857142857142857,3,2.7142857142857144,0.8571428571428571,0,19.714285714285715,20775.342857142856,1,43,6,1,43,6
88,low,0.9834681928571428,0.9333256311428572,11,6.142857142857143,5.714285714285714,5.285714285714286,1,0,19.714285714285715,8705.442857142856,1,43,6,1,43,6
88,medium,0.9100522498571428,0.7894205362857143,7.714285714285714,3.4285714285714284,4,3.7142857142857144,1,0,19.857142857142858,15288.385714285714,1,43,6,1,43,6
90,high,0.9378879654285714,0.8918533325714286,12.714285714285714,5,6.142857142857143,6.571428571428571,1,0,19.714285714285715,51330.2,2,23,4,2,23,4
90,low,0.996255889,0.9883858817142858,16.571428571428573,8,7.857142857142857,8.714285714285714,1,0,19.714285714285715,11213.971428571429,2,23,4,2,23,4
90,medium,0.9667346801428571,0.9148515972857143,11.571428571428571,5.285714285714286,6.142857142857143,5.428571428571429,1,0,19.857142857142858,21841.342857142856,2,23,4,2,23,4
91,high,0.8979709962857143,0.8277384212857143,11,4.714285714285714,4.285714285714286,6.714285714285714,1,0,19.714285714285715,34627.05714285714,2,24,7,2,24,7
91,low,0.990125185,0.9684513637142858,20.428571428571427,9,9.428571428571429,11,1,0,19.714285714285715,10724.014285714286,2,24,7,2,24,7
91,medium,0.9962848297142857,0.9868164062857143,18.857142857142858,8.285714285714286,10.571428571428571,8.285714285714286,1,0,19.857142857142858,25537.12857142857,2,24,7,2,24,7
92,high,0.8898136647142857,0.684206009,2.5714285714285716,2.2857142857142856,0.8571428571428571,1.7142857142857142,0.8571428571428571,0,19.714285714285715,10812.842857142858,1,22,4,1,22,4
92,low,0.8641193778571429,0.7083196638571428,5.571428571428571,2.4285714285714284,2.2857142857142856,3.2857142857142856,0.8571428571428571,0,19.714285714285715,5299.814285714286,1,22,4,1,22,4
92,medium,0.9098921217142857,0.7395999431428572,5.142857142857143,2.857142857142857,3,2.142857142857143,1,0,19.857142857142858,10593.371428571429,1,22,4,1,22,4
93,high,0.8965236072857142,0.7374986921428571,4.428571428571429,3,2.857142857142857,1.5714285714285714,0.5714285714285714,0,19.714285714285715,16077.085714285715,2,24,7,2,24,7
93,low,0.9987794934285714,0.9946986607142857,18.428571428571427,7.857142857142857,9,9.428571428571429,1,0,19.714285714285715,8660.728571428572,2,24,7,2,24,7
93,medium,0.9228943522857143,0.8583962575714286,12.571428571428571,4.285714285714286,6,6.571428571428571,1,0,19.857142857142858,17940.514285714286,2,24,7,2,24,7
95,high,0.9829080464285714,0.9568394252857143,15,5.857142857142857,7.285714285714286,7.714285714285714,1,0,19.714285714285715,38452.671428571426,1,23,7,1,23,7
95,low,0.9999140984285714,0.9983956472857143,19,8.142857142857142,9,10,1,0,19.714285714285715,9121.242857142857,1,23,7,1,23,7
95,medium,0.9998644308571428,0.9986049107142857,16.285714285714285,9.142857142857142,8.428571428571429,7.857142857142857,1,0,19.857142857142858,16357.828571428572,1,23,7,1,23,7
96,high,0.8260869565714286,0.7723506518571428,8.714285714285714,4.428571428571429,2.857142857142857,5.857142857142857,0.7142857142857143,0.2857142857142857,19.714285714285715,35717.65714285714,2,25,7,2,25,7
