participantID,pNew_high,boxesFlipped_high,absColorDiff_high,accuracy_high,trialRT_high,pNew_medium,boxesFlipped_medium,absColorDiff_medium,accuracy_medium,trialRT_medium,pNew_low,boxesFlipped_low,absColorDiff_low,accuracy_low,trialRT_low,gender,age,education
86,0.9966594234285714,15.571428571428571,7,1,54648.31428571429,0.998641809,16.428571428571427,7.857142857142857,1,19549.085714285713,0.9987258977142858,16.142857142857142,7.285714285714286,1,8536.614285714286,2,24,7
87,0.842591499,6.285714285714286,2.857142857142857,1,27070.15714285714,0.9428228591428571,9.285714285714286,4.714285714285714,1,15850.128571428571,0.9880429424285715,15.285714285714286,7.285714285714286,1,13060.542857142857,2,27,6
88,0.8550729492857143,5.714285714285714,2.857142857142857,0.8571428571428571,20775.342857142856,0.9100522498571428,7.714285714285714,3.4285714285714284,1,15288.385714285714,0.9834681928571428,11,6.142857142857143,1,8705.442857142856,1,43,6
90,0.9378879654285714,12.714285714285714,5,1,51330.2,0.9667346801428571,11.571428571428571,5.285714285714286,1,21841.342857142856,0.996255889,16.571428571428573,8,1,11213.971428571429,2,23,4
91,0.8979709962857143,11,4.714285714285714,1,34627.05714285714,0.9962848297142857,18.857142857142858,8.285714285714286,1,25537.12857142857,0.990125185,20.428571428571427,9,1,10724.014285714286,2,24,7
92,0.8898136647142857,2.5714285714285716,2.2857142857142856,0.8571428571428571,10812.842857142858,0.9098921217142857,5.142857142857143,2.857142857142857,1,10593.371428571429,0.8641193778571429,5.571428571428571,2.4285714285714284,0.8571428571428571,5299.814285714286,1,22,4
93,0.8965236072857142,4.428571428571429,3,0.5714285714285714,16077.085714285715,0.9228943522857143,12.571428571428571,4.285714285714286,1,17940.514285714286,0.9987794934285714,18.428571428571427,7.857142857142857,1,8660.728571428572,2,24,7
95,0.9829080464285714,15,5.857142857142857,1,38452.671428571426,0.9998644308571428,16.285714285714285,9.142857142857142,1,16357.828571428572,0.9999140984285714,19,8.142857142857142,1,9121.242857142857,1,23,7
96,0.8260869565714286,8.714285714285714,4.428571428571429,0.7142857142857143,35717.65714285714,1,18.714285714285715,8.428571428571429,1,30332.62857142857,1,21.142857142857142,9.428571428571429,1,13098.114285714286,2,25,7
97,0.8809050578571428,3.2857142857142856,2.4285714285714284,1,17146.557142857142,0.7937355814285714,3.7142857142857144,1.7142857142857142,1,11410.257142857143,0.8377107367142858,3.857142857142857,2.142857142857143,0.8571428571428571,9995.771428571428,2,22,7
98,0.953205296,7.857142857142857,4.142857142857143,1,23450.457142857143,0.9108995361428571,7.714285714285714,4,1,11065.771428571428,0.973608061,14.428571428571429,6.714285714285714,1,11852.128571428571,2,24,7
100,0.9994782608,18.6,7.4,1,78503.98,1,18,8.666666666666666,1,40103.01666666667,1,19.142857142857142,8,1,32284.52857142857,2,22,7
104,0.9575461032857143,10.428571428571429,4.714285714285714,1,40470.21428571428,0.9501186745714286,11.714285714285714,4.857142857142857,1,27475.62857142857,0.9705416034285714,11.857142857142858,5,1,17661.2,1,22,7
107,0.9505336781428572,8.857142857142858,4.285714285714286,1,28751.485714285714,0.9699657437142857,12,5.714285714285714,1,15279,0.9902870988571428,12.142857142857142,6.428571428571429,1,7046.857142857143,1,22,4
109,0.8722929995714286,6.428571428571429,2.7142857142857144,0.8571428571428571,21816.357142857145,0.8546334965714286,5.714285714285714,2.5714285714285716,1,8796.214285714286,0.9771321158571429,10.142857142857142,5.571428571428571,1,5785.828571428571,2,29,7
110,1,17.857142857142858,8.428571428571429,1,67564.42857142857,1,19.142857142857142,9.142857142857142,1,29628.485714285714,1,19.142857142857142,8.857142857142858,1,20575.35714285714,1,24,7
111,0.9598366851428571,8,4.285714285714286,1,22383.27142857143,0.9859537774285714,10.142857142857142,5,1,12020.185714285715,0.9967144202857143,16.142857142857142,8.428571428571429,1,6951.742857142857,1,24,7
114,1,17.142857142857142,8.857142857142858,1,56999.41428571429,1,17.142857142857142,8.857142857142858,1,23107.457142857143,1,17.142857142857142,8.857142857142858,1,12885.042857142857,1,30,7
115,0.9750300942857143,7.714285714285714,4.857142857142857,1,36880.08571428571,0.9097015418571429,9,4.428571428571429,0.8571428571428571,22161.171428571426,0.9947616482857143,15,7,1,12554.828571428572,1,31,6
117,0.9650444205714286,10.714285714285714,5,1,41406.91428571429,0.973487862,11,5,1,20268.571428571428,0.9694279175714285,10.571428571428571,5.142857142857143,1,10733.1,2,22,7
118,0.955273075,5.428571428571429,3.7142857142857144,1,21748.67142857143,0.923575398,6.857142857142857,3.142857142857143,1,15801.328571428572,0.9438774687142857,7,3.857142857142857,1,9248.757142857143,1,23,7
120,0.9987905917142857,16.428571428571427,8.428571428571429,1,66744.97142857143,0.9932600042857143,16.714285714285715,7.571428571428571,1,27890.17142857143,1,17.142857142857142,8.857142857142858,1,16168.614285714286,1,23,7
122,0.9106027398571429,8.714285714285714,3.5714285714285716,1,27081.428571428572,0.9485323374285715,9.857142857142858,4.142857142857143,1,17383.214285714286,0.9569765207142857,14,6,1,12205.442857142856,1,27,7
124,0.9694456088571428,10.142857142857142,5.571428571428571,1,30600.628571428573,0.9559786935714286,11.285714285714286,5.285714285714286,1,13250,0.990447433,14.857142857142858,6.857142857142857,1,8019.5,1,27,7
128,0.9644419551428571,14.142857142857142,5.857142857142857,1,33858.45714285714,0.9945768512857143,14,7.714285714285714,1,13831.971428571429,0.9997271311428572,19,9.285714285714286,1,6979.4857142857145,1,29,6
130,0.9629259848571429,8.142857142857142,4.714285714285714,1,24844.314285714285,0.9900877974285714,11.142857142857142,6.285714285714286,1,14488.685714285715,0.9881949118571428,15.285714285714286,7.857142857142857,1,8267.2,1,23,7
131,0.9289434675714285,9,3.857142857142857,1,35362.05714285714,0.9796678762857143,12.571428571428571,5.714285714285714,1,28652.657142857144,0.9651628201428571,10.142857142857142,6.142857142857143,1,9718.228571428572,1,23,7
