"V1" "V2" "V3" "V4" "V5"
"1" 146.500654950783 16.6111717526449 3.08676180927937 95.2867726573135 1
"2" 174.411339030185 15.2389186608893 1.93350621699596 41.6655428096597 2
"3" 132.367010287002 56.9196899902109 3.63894318107979 29.295200247788 3
"4" 172.040876359081 20.0304623185389 1.42232817930858 42.2706829191237 5
"5" 157.525585780143 14.3811220281167 5.61096439803563 39.4911850558891 6
"6" 174.673569328938 13.2859544977938 1.08104460308351 35.0012636686675 7
"7" 146.93636011773 27.3673544441621 3.45966439377315 69.4467954192175 9
"8" 162.986284444928 7.33235196740055 1.98699180763414 28.1942129415749 10
"9" 147.089440761845 36.7056034221921 3.35774836972423 48.2819323458502 12
"10" 156.618583130851 4.48715899162674 2.07239226069113 31.5540416189724 13
"11" 164.462557315867 17.6881756126248 3.35688713208749 54.211416623546 14
"12" 153.13507616968 39.2812667137343 3.75535947164152 39.9786630205437 15
"13" 121.428405805014 43.4909213245689 4.0757783366237 318.158172149641 17
"14" 154.081498413058 27.065222036923 3.12716893983887 55.105147093668 18
"15" 149.427902330442 16.1430902604838 2.47150874091183 25.3223540729677 19
"16" 171.247249565246 14.8348208027034 2.29302230044827 38.3146529067641 20
"17" 175.727920318071 18.5278226430424 1.44938197056972 21.4516165496737 23
"18" 122.246993421228 39.9117908824509 3.67792783669769 96.7613656063534 24
"19" 195.645181374429 6.4016315652712 1.61154224184041 31.5452966095567 25
"20" 162.225084409428 20.141326138063 2.68416661259164 44.5785022356497 26
"21" 162.110006367684 5.72955271328515 3.66338702617684 50.71973534901 27
"22" 128.284214323415 47.9662078427229 5.88730243783022 87.3036846801988 30
"23" 148.569108645799 21.9059530009322 4.17115479201908 33.1012020076565 33
"24" 151.734358136186 11.4565956253291 2.15087703774212 60.1808983931948 35
"25" 134.038866676321 39.1396446044604 5.70053187040097 102.998105896509 36
"26" 145.238615370207 30.3025362681784 6.46670089568487 38.1159196675535 38
"27" 166.623331198791 12.7912990192938 0.685042255311195 70.8674404873585 40
"28" 172.105927574089 22.09152791101 1.64075524784415 39.0400751121899 42
"29" 173.276286744607 19.446671427901 2.32160030183799 40.9371799467671 43
"30" 134.80913279658 37.7642999152153 4.03476820877951 114.579242347725 44
"31" 187.462873586736 6.22069152045404 1.73204716415652 31.0604905998576 45
"32" 171.563249547884 17.6025034438288 2.23763085602613 29.3215883073023 47
"33" 160.382349857266 22.68713668049 4.63814611829433 28.1661834630391 48
"34" 180.99930027846 10.2791036849671 1.28010977202921 33.9105647407734 49
"35" 157.219463928295 8.3716283334026 6.987408918113 47.1369005639346 50
"36" 139.963109874256 19.1645979607227 3.56760861525474 78.8762753775864 51
"37" 188.888241490712 11.7784319289774 0.971744885444889 32.6612760927985 52
"38" 158.32510729638 15.1396876541915 2.70413571700193 79.0181805032903 53
"39" 134.093164189138 35.5217940042193 4.23551274641386 110.905848199213 54
"40" 187.694806521193 16.7565672541583 1.1055132978174 22.9331099059208 56
"41" 156.8130589724 23.2890047225883 3.08969563131499 47.7510062765394 57
"42" 153.664383241925 33.6792518076859 3.07387735197146 46.952346512945 58
"43" 176.495999534526 8.9979952759292 0.872219114813434 47.4415737320518 59
"44" 141.381087448916 32.5440793185062 5.39890904288317 60.9451235836619 60
"45" 172.86092323246 7.60103800369232 1.0559511580623 23.8651511685709 61
"46" 136.86133451674 36.6288206554423 5.24847170238545 136.800996776109 62
"47" 169.779630924508 10.5474578302089 1.58731244160727 42.0202920072895 63
"48" 84.0152954869133 100 14.3184844866546 42.7175511289107 64
"49" 177.285239192828 11.9478219429336 1.91174356673124 50.6445912307859 67
"50" 154.806683256564 17.3075767053486 2.47236532772588 82.7036824264822 68
"51" 89.3374026286836 100 3.57321187560925 26.9856222699114 69
"52" 169.56967465871 10.7015681066568 2.42582554260774 18.9092493236252 70
"53" 174.570334149136 13.1790388529885 2.13763120690168 28.663335216057 71
"54" 197.343947090843 2.66329400469101 1.99678601562705 22.0629275073434 72
"55" 164.036839756164 15.281341156675 1.5364944643658 41.6596055803907 75
"56" 111.855119553102 48.9403146702778 4.97893474072284 127.184487357245 77
"57" 135.738010034345 27.0191271546163 6.42662330760505 60.5452758057493 79
"58" 181.156456490451 6.12006304448223 1.00776048580723 52.9005642910058 81
"59" 153.453483440645 22.6478694473298 4.44950246133375 48.4204910993009 84
"60" 159.506547939259 20.4763861549939 2.23230906402973 65.9255567889853 85
"61" 154.215704336519 16.6923475642195 2.21875037037087 73.9125892920437 86
"62" 151.975658380543 11.980329792736 0.882369718278265 56.4533473570454 87
"63" 140.891501578263 18.8742907404643 2.21347475178887 77.779373433232 88
"64" 122.672882686018 70.520572350721 6.92558036383377 146.786351218377 89
"65" 141.816827041041 28.7245530048179 3.64880706346438 100.804999462216 92
"66" 178.618706915652 10.7043831507578 2.20703129347878 32.7712739003273 93
"67" 133.86599998532 100 2.79436106255077 34.1132806157624 94
"68" 110.244807371498 37.3065310894961 7.94296946676582 119.85215740841 95
"69" 125.783642728943 33.426471739307 9.81515725247957 47.5942373475502 97
"70" 170.9595206841 13.918643267694 2.72617493902395 25.225522967943 98
"71" 132.671490033187 34.3181002822184 6.10234937131102 105.180609627422 99
"72" 142.351659025497 21.4890652785569 2.35470901449496 83.0479839320669 100
"73" 153.17569035363 14.8284234320937 3.69482500569669 73.243900949174 101
"74" 136.807834267733 29.421845968704 3.2324200760681 76.2050497175656 102
"75" 119.208274209514 21.7254114900458 2.96796636746698 146.555968822639 103
"76" 166.967949372944 19.1584335241704 1.4119637197548 35.888785113187 104
