"V1" "V2" "V3" "V4"
"1" 142.7297068622 38.4393410307961 13.2003099751933 3
"2" 91.6224603261497 83.0982827704001 53.1999078548402 6
"3" 146.788641266383 22.8463880396199 8.26428643654194 8
"4" 162.052964852153 100 2.11129180708721 9
"5" 124.420495531593 93.057166033594 10.1888545444108 13
"6" 153.967027682154 100 4.26956959915218 14
"7" 126.724769765755 100 11.4018910462791 16
"8" 139.056479573511 49.6923288471878 7.46851339783774 17
"9" 100.187757389088 100 67.2006317172707 23
"10" 132.227036146263 100 7.78670971931112 27
"11" 153.39433696605 100 4.35459104519749 28
"12" 105.797840586513 100 11.1322103260123 29
"13" 174.965590632495 45.1045154159194 2.48233605394482 30
"14" 98.5109001916668 100 66.4636849923869 32
"15" 150.920698684151 32.0822681156472 11.4379635162428 33
"16" 148.292160541485 100 2.63798358471536 34
"17" 132.064267724309 72.951807550358 10.2149703174504 36
"18" 123.307924190081 37.6167523216672 65.7128306534836 37
"19" 123.660169928547 100 16.4575050289459 39
"20" 124.112517594762 100 9.69008249292411 40
"21" 139.981795909701 100 5.97000090850457 43
"22" 113.982325014559 38.8084023467208 60.4697407938877 44
"23" 183.288314872599 42.3311104780759 2.63493883130682 47
"24" 145.684434330966 100 3.34544443415565 48
"25" 99.8267342184396 100 63.1701386984717 51
"26" 120.749280934587 100 5.55740469147874 54
"27" 146.823860747559 63.3596462136993 6.25928749594616 55
"28" 128.62546779944 48.8426716833793 22.5236553343647 56
"29" 156.155445909273 100 3.23086666275329 58
"30" 221.483198177915 18.7040810557118 0.710673671960743 60
"31" 131.210488257241 93.5936700708176 8.80362990425067 61
"32" 150.561060594824 29.792076877058 11.1394354822451 62
"33" 121.699716102451 100 9.00761211485186 63
"34" 143.235268722904 100 7.16423123710504 64
"35" 98.4839329948479 95.046943613871 60.3453817920104 65
"36" 142.521535897966 50.688922390012 11.5278528139395 66
"37" 98.0437207462404 100 11.3459455198821 67
"38" 116.854173419539 52.6504792370686 63.257353226567 68
"39" 129.819456244267 37.7908004086264 28.6701691989104 70
"40" 169.53488356703 20.0589548291017 3.64800036750286 71
"41" 175.352531128401 22.9377710487713 5.26233998967654 73
"42" 107.931465174254 70.1926642102344 62.0512984373289 76
"43" 158.008267264848 29.6385142499955 10.9789760523906 79
"44" 137.189963330763 26.8314644294667 30.6514865644308 80
"45" 138.343507278692 100 7.07693646957726 83
"46" 158.633926406927 7.11525064383285 31.9283841139821 86
"47" 126.924900684816 100 11.2422690823524 87
"48" 110.16091558908 51.4651976805962 69.988822576461 88
"49" 164.779648119722 57.1612451132108 3.40103297429659 90
"50" 143.096002172585 100 5.27496447197907 91
"51" 138.162137302889 100 1.72917402194238 93
"52" 176.3186950564 37.0096405965416 3.48993781841209 95
"53" 88.0386751781033 100 62.619963637559 96
"54" 145.971175586273 100 5.28515268008082 97
"55" 118.707331407909 100 21.1024472397713 98
"56" 165.539301986721 8.86023932469335 25.8257709721269 100
"57" 171.134381021779 50.235111790924 1.92428415811405 104
"58" 157.103433614504 70.9817638595797 4.34420733176825 107
"59" 147.648629613479 100 4.56773807151382 111
"60" 155.983550935794 100 1.87321031964918 114
"61" 71.1363384104326 100 2.11344994856442 115
"62" 101.606964611072 100 69.5925538149307 117
"63" 107.268076915909 63.5795059659527 66.348856139926 118
"64" 152.097764252012 89.9023778498395 2.52807914067609 120
"65" 150.803272045456 8.29931356538316 66.9097325905095 124
"66" 144.00490781427 35.805434881313 11.6756525736804 128
"67" 156.781909503314 50.0475964574907 7.0137560072373 130
"68" 158.514194627288 24.5852082413841 11.3476249954377 131
"69" 74.8327609715819 100 22.4699837838813 1001
"70" 147.912974393015 18.2541626560082 1.46673290330922 1002
"71" 87.8845443345141 100 6.69867619942329 1003
"72" 85.975758604998 89.4629633506595 16.206292352497 1005
"73" 102.728580003639 100 5.14295601099496 1006
"74" 82.1262218670704 23.4279320548354 72.032766795905 1007
"75" 104.371257333683 100 3.85993718992636 1009
"76" 90.0470255968112 43.6044283914146 11.0803628918468 1010
"77" 99.4398135745327 100 5.3763487575327 1012
"78" 101.947265369003 41.2309723211535 3.15368371209705 1013
"79" 63.2311349918509 100 68.3393356575562 1014
"80" 95.590570307756 100 5.50514040537643 1015
"81" 92.2830101439153 100 11.1494459703484 1017
"82" 139.961194033916 36.4194337303306 0.826586507438998 1018
"83" 96.5952056954474 26.8002974304482 11.6709613293801 1019
"84" 84.8400781607005 100 15.84741144189 1020
"85" 102.871390155666 35.4652318373041 11.1616347913987 1023
"86" 88.9644653509814 97.1069014988732 5.46117906993422 1024
"87" 66.2531048444326 100 70.0473226192033 1025
"88" 112.670577121107 19.4570231893551 10.8759720932438 1026
"89" 109.279914506183 56.7840332256569 5.36771662911702 1027
"90" 98.5708306218373 75.4017219835016 7.37371229220371 1030
"91" 101.151417598946 100 2.74473934789604 1033
"92" 54.3844342806512 100 62.9135918696126 1035
"93" 65.7777021978692 100 73.7827539131225 1036
"94" 91.5293949908535 100 11.2214726862199 1038
"95" 94.2068476008036 100 5.8865647906564 1040
"96" 71.8999893064413 80.0428318406968 59.4645835931 1042
"97" 110.440948091777 100 3.96527322071429 1043
"98" 102.269750993633 50.6766018587508 12.3679017197763 1044
"99" 125.558877928183 45.5776311076452 1.98479764737645 1045
"100" 129.982218563511 4.98902915012625 10.7627814348142 1047
"101" 122.629036889913 83.2237830412887 1.88484028356833 1048
"102" 104.388495610739 100 2.69664294646031 1049
"103" 142.353916504646 3.80504558904104 5.07146909646012 1050
"104" 113.264823440562 10.0051020858963 11.2983021563071 1051
"105" 108.542622760988 18.4322863544857 16.9722702709063 1052
"106" 111.365492156611 100 2.73753721874436 1053
"107" 68.3183347616058 100 76.3253100818684 1054
"108" 75.0771104374572 100 20.5930008500762 1056
"109" 80.0880670649359 75.7098557981311 31.8306675354605 1057
"110" 148.349451915135 9.19693574179398 2.54746151335734 1058
"111" 93.3126883728245 100 7.2906852124323 1059
"112" 85.1489577585839 100 15.3442765958214 1060
"113" 102.092778976658 17.0966487656295 10.7047363313778 1061
"114" 110.489671287454 53.5797870327107 7.09321825098435 1062
"115" 119.797753489995 27.31611016182 4.23002566562251 1063
"116" 144.057562832583 8.07381223869531 1.17705249614809 1064
"117" 120.718225075802 49.544286827198 4.26345580128718 1067
"118" 102.370664529504 8.95918317410759 59.8041942494362 1068
"119" 82.5427154287744 27.9629690652392 69.1285944282761 1069
"120" 109.649240331233 8.52733882184975 24.8206999560645 1070
"121" 109.258722708419 99.3116598081387 2.7604760490477 1071
"122" 126.339098923945 38.2007673498151 2.0220551969771 1072
"123" 87.0508536253031 12.9470319479319 76.5669394922511 1075
"124" 107.403711350407 9.64363457222294 11.1028487358103 1077
"125" 81.109904440268 100 9.52912088688442 1079
"126" 111.338507376177 100 2.64414573246093 1081
"127" 86.4704519769641 100 11.8328640888096 1084
"128" 95.3078624276746 100 4.35257179454217 1085
"129" 132.765529167634 12.2948048399223 4.11693993295841 1086
"130" 101.850300975956 12.4650421251313 19.11476950981 1087
"131" 88.0470191776907 100 5.23010583280949 1088
"132" 67.7336782444373 100 70.4757491488011 1089
"133" 153.089826229656 3.6805538246898 1.79946724501514 1092
"134" 67.7804190987973 100 76.9861640353342 1093
"135" 98.035135257825 100 7.31292366682595 1094
"136" 70.164373211381 100 25.3237613277562 1095
"137" 87.5428114371334 52.1702952133508 17.4663101396779 1097
"138" 115.332902475183 19.031926727028 11.104483488854 1098
"139" 130.40519058637 4.10609520327161 11.1225197755339 1099
"140" 118.550556114574 78.977944152033 0.543373450994773 1100
"141" 108.58675138419 97.6958495685556 3.73812387387673 1101
"142" 87.2836962180237 50.2950821329712 15.5914470285813 1102
"143" 95.1698079351071 76.8208674984716 4.06615003838083 1103
"144" 68.0954682059879 100 69.1230841602675 1104
"145" 126.372608414787 8.07074821238335 5.13924040835617 1105
"146" 91.0429590076809 40.5500414051469 17.5242866167221 1107
"147" 60.1765565310637 100 57.6126020002558 1108
"148" 111.819913261473 100 2.03527999696885 1109
"149" 119.484526473109 29.5670671732681 2.16293388209928 1111
"150" 78.0408550544817 49.2151510888045 12.2957707040364 1113
"151" 82.8223663589031 100 12.2944893698761 1114
"152" 49.2662939541235 100 58.2110353509685 1115
"153" 83.4653026270238 39.1546970407786 56.3426955164209 1116
"154" 124.883832640456 16.3211859229774 1.30505186603409 1117
"155" 76.9675816431038 83.012638112773 10.8333442039222 1119
"156" 110.586631176 13.0847228933692 19.4518959724348 1121
"157" 146.86125962718 6.50009238821959 1.61171574137564 1122
"158" 58.8300180270376 100 68.4628557415237 1123
"159" 123.275978660404 6.39189130826977 4.26238007746677 1124
"160" 127.115031435852 49.4147824392578 1.09320828549537 1125
"161" 71.081292379718 100 19.9193721043335 1126
"162" 58.5314053004093 76.7880321020546 34.0888032831159 1127
"163" 101.925344476561 38.3426491550656 7.73340024562889 1128
"164" 84.1638974214075 62.513867631884 6.87840615677615 1129
"165" 102.617405596141 100 5.62512097225594 1130
"166" 127.511510489241 40.1401366313497 1.50748000136221 1132
"167" 90.9717025203695 82.064424818293 7.22678563898757 1133
"168" 98.276203727683 81.5569266313281 2.9010643577396 1134
"169" 78.4060696392859 95.6896093965086 11.2930547461996 1135
