"blue_self" "red_self" "blue_post" "red_post" "prob_stay" "si" "conf"
"1" 212.192139359356 53.7980348398391 305.351038009012 108.51040388805 0.0382400749067772 63 2
"2" 8.65180404646544 57.1132296740799 79.9076263934292 231.567139558026 0.0382400749067772 29 3
"3" 26.5060134882181 39.2590202323272 80.5621545790182 230.912611372437 0.0382400749067772 22 3
"4" 14.1995087099598 251.790665489236 48.2099002804691 365.651541616593 0.0382400749067772 23 2
"5" 7.37650337205453 58.3885303484908 44.3443202965212 169.291981121891 0.0382400749067772 25 2
"6" 55.2002786624635 10.5647550580818 90.2232408778402 25.574596007529 0.0382400749067772 70 1
"7" 119.795578389638 146.194595809557 134.805419339085 181.217558024934 0.0382400749067772 30 1
"8" 10.5647550580818 55.2002786624635 11.06508308973 104.732753795639 0.0382400749067772 1 1
"9" 27.3990174199195 238.591156779276 39.9072182111255 276.115759152894 0.0382400749067772 25 1
"10" 16.9412584301363 48.823775290409 76.089765509283 137.546535909129 0.0382400749067772 40 2
"11" 58.3885303484908 7.37650337205453 164.855843090955 48.7804583274572 0.0382400749067772 72 2
"12" 225.391648069316 40.5985261298793 394.931363308644 116.768543121461 0.0382400749067772 69 3
"13" 212.192139359356 53.7980348398391 243.212477321547 72.8105000424721 0.0382400749067772 62 1
"14" 101.316266195694 164.673908003501 152.915309964185 358.78459646592 0.0382400749067772 21 3
"15" 35.3187226458954 230.6714515533 50.8288916269908 265.194085737028 0.0382400749067772 31 1
"16" 193.712827165413 72.2773470337827 222.231524969362 93.791452394657 0.0382400749067772 57 1
"17" 10.5647550580818 55.2002786624635 25.574596007529 90.2232408778402 0.0382400749067772 30 1
"18" 10.5647550580818 55.2002786624635 91.6489666942819 219.825799257173 0.0382400749067772 33 3
"19" 10.5647550580818 55.2002786624635 13.0218523803909 298.452913571064 0.0382400749067772 1 3
"20" 37.9586243878873 228.031549811308 111.67154405716 400.028362372945 0.0382400749067772 30 3
"21" 16.3036080929309 49.4614256276145 114.587500985295 196.88726496616 0.0382400749067772 40 3
"22" 148.834497551549 117.155676647646 330.659699402422 181.040207027682 0.0382400749067772 74 3
"23" 117.155676647646 148.834497551549 185.954401672301 325.745504757804 0.0382400749067772 28 3
"24" 132.995087099598 132.995087099598 181.792605439894 232.068836457168 0.0382400749067772 33 2
"25" 27.3990174199195 238.591156779276 64.3668343443862 349.494607552676 0.0382400749067772 25 2
"26" 52.6496773136417 13.1153564069036 147.287288640276 66.3490127781356 0.0382400749067772 64 2
"27" 30.0389191619115 235.951255037284 93.923449541948 417.776456888157 0.0382400749067772 26 3
"28" 16.8394104519517 249.150763747244 50.8498020224611 363.011639874601 0.0382400749067772 23 2
"29" 9.92710472087635 55.837928999669 11.405817397855 202.230484020557 0.0382400749067772 1 2
"30" 177.873416713461 88.1167574857345 381.812494465116 129.887411964989 0.0382400749067772 83 3
"31" 14.1995087099598 251.790665489236 63.3414551561417 448.358451273963 0.0382400749067772 20 3
"32" 32.6788209039034 233.311353295292 74.0827758593061 339.778666037756 0.0382400749067772 28 2
"33" 14.1995087099598 251.790665489236 24.2060693429245 291.816908021095 0.0382400749067772 20 1
"34" 82.8369540017506 183.153220197445 106.352371489218 209.670605874801 0.0382400749067772 47 1
"35" 27.3990174199195 238.591156779276 40.907874274422 275.115103089597 0.0382400749067772 27 1
"36" 13.7530067441091 52.0120269764363 16.2546469023503 99.5431899830189 0.0382400749067772 5 1
"37" 19.4918597789581 46.2731739415872 88.9913555969555 124.644945821457 0.0382400749067772 47 2
"38" 146.194595809557 119.795578389638 181.717886056582 134.305091307437 0.0382400749067772 71 1
"39" 52.0120269764363 13.7530067441091 211.723352926527 99.7514130249274 0.0382400749067772 65 3
"40" 42.4472719183545 23.3177618021909 165.302138033809 146.172627917646 0.0382400749067772 50 3
"41" 23.3177618021909 42.4472719183545 48.3341633846028 67.4636735007664 0.0382400749067772 50 1
"42" 146.194595809557 119.795578389638 318.191408371194 193.508498058911 0.0382400749067772 70 3
"43" 39.2590202323272 26.5060134882181 76.7836226059451 39.0142142794241 0.0382400749067772 75 1
"44" 13.7530067441091 52.0120269764363 65.5079504383624 148.12835098005 0.0382400749067772 35 2
"45" 225.391648069316 40.5985261298793 258.913626189748 57.1093511742712 0.0382400749067772 67 1
"46" 13.7530067441091 52.0120269764363 31.2644878517974 84.5333490335718 0.0382400749067772 35 1
