"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8"
"1" 75.3010246737555 100 29.721985586448 207.783813000974 1 0.01 0.01 3
"2" 97.7606740421232 100 4.30572270086913 332.848312670646 1 0.01 0.01 6
"3" 69.2727128751326 100 54.109203384788 69.256765751887 1.03461845034443 0.01 0.01 8
"4" 91.0872098711533 100 17.4255614358168 198.665862964259 2.70834635669922 0.01 0.01 9
"5" 46.7696914832164 100 83.9823024587286 491.588185403077 1 0.01 0.01 13
"6" 93.9662420349 100 16.8779839744625 162.822037176473 1 0.01 0.01 14
"7" 64.6407432115008 95.9542221554774 26.2265988983306 500 31.9379727089621 0.01 0.01 16
"8" 66.0172163014702 100 19.4748867068498 440.544346821128 3.84971575889946 0.01 0.01 17
"9" 66.1134897886238 52.5379202421648 35.1032053877174 500 72.3049508495549 0.01 0.01 23
"10" 78.2067800486019 100 18.9013513520994 377.312669021482 1 0.01 0.01 27
"11" 95.026292097325 100 12.6229837431738 210.293984107208 1 0.01 0.01 28
"12" 81.4957856673154 18.5687733486355 7.04656745219367 500 148.360192642585 0.01 0.01 29
"13" 88.5102494167335 100 21.27316981798 99.1081659151016 1 0.01 0.01 30
"14" 92.3287664830051 100 18.8692696976205 136.741508479658 1.7078732117753 0.01 0.01 32
"15" 85.5354507301152 75.8511039670969 2.88716289261286 500 72.2534336017873 0.01 0.01 33
"16" 59.3213018609321 100 30.7665550607746 448.264659068166 8.30542407297791 0.01 0.01 34
"17" 49.0730438326698 100 100 384.580862476391 2.62950462532474 0.01 0.01 36
"18" 86.8110181115401 100 6.69233097315599 456.432187725651 8.58693969184414 0.01 0.01 37
"19" 97.6624385258761 100 8.73496884273581 267.634697581067 2.49112357500627 0.01 0.01 39
"20" 89.9077094492826 100 12.4378829306322 272.261667186022 1 0.01 0.01 40
"21" 78.7686901525047 36.4276079908843 18.5306079982482 500 57.5205535866674 0.01 0.01 43
"22" 120.352694092869 100 4.16016100160672 104.696322310975 1.33983649672903 0.01 0.01 44
"23" 84.2877622234806 100 26.6122601666651 165.501368621833 1 0.01 0.01 47
"24" 104.224925313535 100 7.44191958998226 203.573357285359 1 0.01 0.01 48
"25" 82.60991910086 100 18.993446870166 275.660339745712 6.91880957435927 0.01 0.01 51
"26" 90.6421914995847 100 12.7702339535162 142.176156044018 1 0.01 0.01 54
"27" 132.493769644499 100 2.27350897909465 105.785661802216 4.1415527662024 0.01 0.01 55
"28" 76.5812077202678 16.29552516325 27.959967488424 500 72.9528992553881 0.01 0.01 56
"29" 97.2848583933183 100 8.44521772874702 263.173577359693 3.13960985194328 0.01 0.01 58
"30" 71.7075342729035 75.3790693729644 19.4300651999012 500 57.4054694091596 0.01 0.01 60
"31" 88.2381603085345 100 11.0603512301064 288.923705894148 1 0.01 0.01 61
"32" 79.7291635028736 100 56.7956373609352 54.0687227570063 1 0.01 0.01 62
"33" 80.6341240292133 73.1161601601351 8.2452511237485 500 50.2859672845696 0.01 0.01 63
"34" 89.8532432453597 100 9.25020558406168 382.881661773184 1 0.01 0.01 64
"35" 74.16210076826 32.5011795909078 24.9508667083248 500 45.4975729984122 0.01 0.01 65
"36" 92.904587416395 100 21.1757745614791 93.330805158883 2.03266024749663 0.01 0.01 66
"37" 58.0257442971593 60.5053532603619 18.9828126072022 500 76.6730446974784 0.01 0.01 67
"38" 86.1965647743682 100 15.3559984109855 298.989131371205 1.46080159244085 0.01 0.01 68
"39" 99.4380180284957 100 14.7961856215 93.6628859581318 3.08942304400298 0.01 0.01 70
"40" 75.6120298793706 25.9341265056769 13.816648138118 500 58.829160355852 0.01 0.01 71
"41" 101.522703151938 100 1.28525443996484 374.250948163348 1 0.01 0.01 73
"42" 123.557072171275 100 1.54876189027189 203.794813135032 1 0.01 0.01 76
"43" 69.6879582981666 100 41.5946940598288 271.859053569194 1 0.01 0.01 79
"44" 95.8387646405147 100 7.63191699621953 289.922700609931 1 0.01 0.01 80
"45" 69.3595880719442 100 29.5190206377694 364.800479675943 3.36796201794565 0.01 0.01 83
"46" 74.4258967326779 100 21.0131083328926 359.157847319209 1 0.01 0.01 86
"47" 85.4522493309995 100 13.8017009334557 291.72015024313 1 0.01 0.01 87
"48" 66.209389608297 100 26.2735392205021 452.731029823611 1 0.01 0.01 88
"49" 78.7639596287495 100 16.7697867691256 331.990134837469 5.22837779420029 0.01 0.01 90
"50" 75.8029578833126 100 18.4700516777455 427.616429655403 1 0.01 0.01 91
"51" 57.1163281883037 100 24.4069616538399 500 1.61970198974838 0.01 0.01 93
"52" 81.8478084709609 100 54.6512428381114 55.4346278717609 1 0.01 0.01 95
"53" 66.3967608590676 21.159375572474 49.6172905784069 500 69.158579739969 0.01 0.01 96
"54" 77.6597370981546 100 17.7602925489695 396.932455136995 1 0.01 0.01 97
"55" 97.8759514300894 100 7.61295048489377 299.239080544803 1 0.01 0.01 98
