"V1" "V2" "V3"
"1" 182.487061324853 11.8659837299075 3
"2" 300.941811832187 0.740586367222178 6
"3" 82.5039332210676 100 8
"4" 218.654341243542 7.50817386580876 9
"5" 177.151787504887 9.31875369594471 13
"6" 208.79300456469 10.2567108113448 14
"7" 224.285608396558 3.01202672828748 16
"8" 220.124952529596 2.76251901601002 17
"9" 221.308882665521 2.9829490306245 23
"10" 238.884421705443 3.33831793254798 27
"11" 241.792859900607 4.55426745513323 28
"12" 237.943819885345 0.505531209767408 29
"13" 163.038606075509 22.6879655655333 30
"14" 190.401303063156 13.5915594790467 32
"15" 279.099268185291 0.242365467770743 33
"16" 204.070786873414 4.02262427542289 34
"17" 152.437402552023 14.8810826278214 36
"18" 281.793129665244 0.804802998128841 37
"19" 270.213837776762 1.9275459473339 39
"20" 246.610417257594 3.07744997150796 40
"21" 240.291399609163 1.48291667914161 43
"22" 271.210005257584 2.3486517091688 44
"23" 178.214597135209 16.2960860154826 47
"24" 267.129515399914 2.24470091697543 48
"25" 229.252128800683 4.92988176346961 51
"26" 203.893948766852 8.34855309371806 54
"27" 318.834064414566 1.11183035540397 55
"28" 234.638424349158 1.90750351365362 56
"29" 271.024883526272 1.81322499067492 58
"30" 241.477828221061 1.87075480809503 60
"31" 251.941714715157 2.44095951477917 61
"32" 85.3993744292943 100 62
"33" 262.789448955087 0.716840783391177 63
"34" 273.219991583458 1.27510265606686 64
"35" 227.029347360368 2.05348029159914 65
"36" 161.431532095517 26.5281475828244 66
"37" 184.31548599865 1.53928741024387 67
"38" 238.50599463926 3.34735347834896 68
"39" 187.540641188289 16.0514064208611 70
"40" 226.181228115785 1.07836016385228 71
"41" 304.518182003831 0.258425828148558 73
"42" 319.122489827694 0.450116596808754 76
"43" 179.826153104517 11.9818372127801 79
"44" 271.93701605305 1.4860189638537 80
"45" 210.450132187319 5.64352161746136 83
"46" 223.84787580082 4.06323361256759 86
"47" 245.613050780711 3.09123958641373 87
"48" 214.30379408325 3.97811871913144 88
"49" 225.030060333623 3.29699163600769 90
"50" 243.479092339194 2.87421687409726 91
"51" 200.802498352248 2.70876606169038 93
"52" 88.7954442758817 100 95
"53" 222.366452356139 2.88656639483982 96
"54" 243.929691965369 2.73811926333626 97
"55" 277.836305532024 1.51357932928111 98
"56" 248.221590113908 2.90327552671453 100
"57" 208.555165057214 3.25915263514817 104
"58" 232.364492148019 3.07271439777089 107
"59" 279.69280799611 0.905838880596752 111
"60" 246.224313461821 1.34333285527573 114
"61" 109.362008376831 6.87458507772279 115
"62" 228.940767780498 3.8092310113689 117
"63" 272.422607608501 1.02258834989974 118
"64" 292.209982675704 0.252656122039818 120
"65" 88.9969357389659 100 124
"66" 157.636661801274 33.4037622853783 128
"67" 259.73510132023 4.79094148723705 130
"68" 256.184014803117 2.08433004075957 131
"69" 184.049607671908 1.67739651697064 1001
"70" 156.22416509865 5.41559146387345 1002
"71" 155.777093919074 1.21922765892976 1003
"72" 207.774440951213 0.495489625107755 1005
"73" 161.027096102915 3.55542198985079 1006
"74" 128.512605086787 11.02678184722 1007
"75" 179.40110985999 3.04563156122859 1009
"76" 169.340961035454 0.684060923195013 1010
"77" 142.191685492936 10.6806142106251 1012
"78" 186.967599504307 0.863120275342431 1013
"79" 168.062834618882 1.45344585868202 1014
"80" 171.93981844883 1.65850404875641 1015
"81" 182.545153994559 2.19364950735535 1017
"82" 139.780407000429 11.8449864011596 1018
"83" 179.662858422987 0.387222860457408 1019
"84" 168.351237056406 5.44406040155031 1020
"85" 162.30118099111 1.29412868257415 1023
"86" 173.365894466164 0.794816799493454 1024
"87" 142.357362300599 6.29653970442947 1025
"88" 166.055420675201 1.13282140602704 1026
"89" 165.783075128521 2.87604935433226 1027
"90" 188.384469595619 0.479155457427115 1030
"91" 168.828836502391 3.37821073572198 1033
"92" 163.446261225662 2.24256021881413 1035
"93" 164.169973406156 1.35868780987981 1036
"94" 165.44595447685 1.62424261892899 1038
"95" 59.3099241336242 100 1040
"96" 165.116269761707 1.71935633018145 1042
"97" 159.303350518445 3.63283096309185 1043
"98" 141.517375079832 5.63660753829135 1044
"99" 205.258379694763 1.15561626456205 1045
"100" 137.130970851142 8.54862513044973 1047
"101" 157.595345493608 9.07446892112455 1048
"102" 162.264183554155 2.78587721132598 1049
"103" 145.560754774786 5.9148916225652 1050
"104" 131.208456409503 8.21653575985666 1051
"105" 165.684473785705 2.20529350714766 1052
"106" 158.066523404162 2.12784125544443 1053
"107" 214.63078730146 1.13596417035995 1054
"108" 179.088564494142 1.79652588552735 1056
"109" 62.0125411806467 100 1057
"110" 172.673315605847 4.57121074403605 1058
"111" 189.159347279236 0.575250121796032 1059
"112" 211.490437749678 0.250330892352061 1060
"113" 108.454048679669 10.151615226701 1061
"114" 149.464633420283 7.92041252567579 1062
"115" 136.422495713972 8.8368725752689 1063
"116" 158.386407572873 2.97992378583554 1064
"117" 188.692780861418 1.34780242518787 1067
"118" 166.038019126843 1.31118450288729 1068
"119" 99.684801418984 22.6959791394709 1069
"120" 167.690146581456 0.992810390013611 1070
"121" 208.139114654279 0.585905180082304 1071
"122" 177.092886170345 1.46450250561763 1072
"123" 119.493844139687 12.2535914731647 1075
"124" 171.406090970801 0.995629687103399 1077
"125" 173.390730653683 2.98859599977607 1079
"126" 178.500490884265 1.28863467654765 1081
"127" 159.119304553189 10.6206335070564 1084
"128" 180.147127592968 0.244610313462305 1085
"129" 162.577790124609 2.87894963023933 1086
"130" 101.595773787581 23.007098318797 1087
"131" 162.787841828309 2.16326313887001 1088
"132" 190.190493546284 1.40667047105369 1089
"133" 60.6151747253475 100 1092
"134" 147.904434805224 8.16854952197996 1093
"135" 219.172176643019 0.582318187029047 1094
"136" 137.871723854101 5.49454777255611 1095
"137" 179.333809716828 1.31088651530635 1097
"138" 162.777658255256 1.8118666682183 1098
"139" 155.937990579896 4.34821458541312 1099
"140" 184.512391448634 0.511778028091688 1100
"141" 172.082462422287 0.738150723455552 1101
"142" 165.014310005742 3.12868420905802 1102
"143" 96.7256223866168 26.2790163695956 1103
"144" 127.83689241102 15.5810033534221 1104
"145" 147.882158953637 6.50032401768992 1105
"146" 123.711080229018 19.6026070884261 1107
"147" 131.750989447796 9.38635083927827 1108
"148" 150.929173475751 6.87503276172252 1109
"149" 142.990071584658 6.55657456629176 1111
"150" 166.724040334238 0.487653497584779 1113
"151" 162.684742096053 1.04648676172579 1114
"152" 175.876766792166 0.492971062426949 1115
"153" 165.998699856208 2.67751194141029 1116
"154" 148.249307225627 3.35338849283314 1117
"155" 200.244106068803 1.23418414471352 1119
"156" 134.965324912567 5.98855195740697 1121
"157" 170.603117162894 1.91523843092471 1122
"158" 114.169267463275 14.7251511332001 1123
"159" 146.175491001085 1.37632312333753 1124
"160" 168.320214376565 1.91435298253114 1125
"161" 142.251362051106 3.57001015124832 1126
"162" 143.469471243624 2.45382263787311 1127
"163" 152.237271940341 2.73958895479112 1128
"164" 137.593142934347 3.61791217118578 1129
"165" 146.057416344041 8.022978186529 1130
"166" 140.812294906934 3.06210145129455 1132
"167" 129.145666667779 5.60340196151138 1133
"168" 176.161529916079 2.22763487829196 1134
"169" 147.706241140156 3.62485033310497 1135
