"blue_self" "red_self" "blue_post" "red_post" "prob_stay" "si" "conf"
"1" 638.233403854177 160.308350963544 709.317941378976 202.056412684458 0.287700873619581 63 2
"2" 50.1220597665574 361.228438288088 111.919425810783 512.525437913605 0.662770000124737 29 3
"3" 164.740199221858 246.610298832787 211.620959669202 412.823904055187 0.662770000124737 22 3
"4" 40.827087740886 757.714667076835 66.7785855674002 844.595768496034 0.287700873619581 23 2
"5" 41.9350498054645 369.415448249181 70.1431996168929 454.039897683466 0.662770000124737 25 2
"6" 348.947923346448 62.4025747081968 357.747506321627 66.1738245547019 0.662770000124737 70 1
"7" 359.443789667974 439.097965149747 363.21503951448 447.897548124925 0.287700873619581 30 1
"8" 62.4025747081968 348.947923346448 62.5282830364136 361.393047839915 0.662770000124737 1 1
"9" 80.6541754817721 717.887579335949 83.7968836871931 727.315703952212 0.287700873619581 25 1
"10" 103.337624513661 308.012873540984 148.470664211947 375.712433088412 0.662770000124737 40 2
"11" 369.415448249181 41.9350498054645 450.654919706094 73.5281775942643 0.662770000124737 72 2
"12" 678.060491595063 120.481263222658 825.095603907186 186.540516580279 0.287700873619581 69 3
"13" 638.233403854177 160.308350963544 646.027320203621 165.085267435784 0.287700873619581 62 1
"14" 303.685866830734 494.855887986987 348.43568362138 663.200436866084 0.287700873619581 21 3
"15" 104.550428126304 693.991326691417 108.447386301026 702.665201338379 0.287700873619581 31 1
"16" 582.475481016936 216.066273800785 589.640855725296 221.471731914109 0.287700873619581 57 1
"17" 62.4025747081968 348.947923346448 66.1738245547019 357.747506321627 0.662770000124737 30 1
"18" 62.4025747081968 348.947923346448 132.723715379212 491.721148345176 0.662770000124737 33 3
"19" 62.4025747081968 348.947923346448 64.5335183648942 559.911345359494 0.662770000124737 1 3
"20" 112.515845674481 686.02590914324 176.444155375404 835.19196511206 0.287700873619581 30 3
"21" 99.2441195331149 312.10637852153 184.481865801012 439.962997923376 0.662770000124737 40 3
"22" 447.063382697924 351.478372119797 604.753213293534 406.88290719393 0.287700873619581 74 3
"23" 351.478372119797 447.063382697924 411.144794507325 600.491325980139 0.287700873619581 28 3
"24" 399.27087740886 399.27087740886 436.505635159946 474.868718903489 0.287700873619581 33 2
"25" 80.6541754817721 717.887579335949 108.8623252932 802.512028770234 0.287700873619581 25 2
"26" 332.573903424263 78.7765946303826 404.786766941519 119.396330358839 0.662770000124737 64 2
"27" 88.6195930299493 709.922161787772 144.024128104083 867.611992383382 0.287700873619581 26 3
"28" 48.7925052890633 749.749249528658 74.7440031155774 836.630350947857 0.287700873619581 23 2
"29" 58.3090697276503 353.041428326995 59.4373957201075 464.745701580251 0.662770000124737 1 2
"30" 534.682975727873 263.858779089848 711.55129923376 300.084821253704 0.287700873619581 83 3
"31" 40.827087740886 757.714667076835 83.4459608748347 928.190159612629 0.287700873619581 20 3
"32" 96.5850105781265 701.956744239594 128.178138366926 783.196215696508 0.287700873619581 28 2
"33" 40.827087740886 757.714667076835 43.3412543052228 767.771333334182 0.287700873619581 20 1
"34" 247.927943993493 550.613810824227 253.836235419685 557.27635221972 0.287700873619581 47 1
"35" 80.6541754817721 717.887579335949 84.0483003436267 727.064287295778 0.287700873619581 27 1
"36" 82.870099610929 328.480398443716 83.4986412520132 340.422689624316 0.662770000124737 5 1
"37" 119.711644435847 291.638853618798 172.742966081332 351.440131219026 0.662770000124737 47 2
"38" 439.097965149747 359.443789667974 448.023256453142 363.089331186263 0.287700873619581 71 1
"39" 328.480398443716 82.870099610929 466.991736129049 157.453127595339 0.662770000124737 65 3
"40" 267.077823735519 144.272674319126 373.625006570391 250.819857153997 0.662770000124737 50 3
"41" 144.272674319126 267.077823735519 150.558090729968 273.363240146361 0.662770000124737 50 1
"42" 439.097965149747 359.443789667974 588.264021118567 423.372099368897 0.287700873619581 70 3
"43" 246.610298832787 164.740199221858 256.03842344905 167.882907427279 0.662770000124737 75 1
"44" 82.870099610929 328.480398443716 122.361509346929 401.82158795343 0.662770000124737 35 2
"45" 678.060491595063 120.481263222658 686.482949585591 124.629638053814 0.287700873619581 67 1
"46" 82.870099610929 328.480398443716 87.2698910985184 336.651439777811 0.662770000124737 35 1
"47" 246.610298832787 164.740199221858 331.234748267072 192.948349033286 0.662770000124737 75 2
"48" 622.302568757822 176.239186059899 690.00212830525 221.372225758184 0.287700873619581 60 2
"49" 246.610298832787 164.740199221858 406.431073085095 218.013790639294 0.662770000124737 75 3
"50" 82.870099610929 328.480398443716 157.453127595339 466.991736129049 0.662770000124737 35 3
"51" 246.610298832787 164.740199221858 256.289840105484 167.631490770845 0.662770000124737 77 1
"52" 246.610298832787 164.740199221858 332.363074259529 191.820023040829 0.662770000124737 76 2
"53" 328.480398443716 82.870099610929 466.991736129049 157.453127595339 0.662770000124737 65 3
"54" 82.870099610929 328.480398443716 122.361509346929 401.82158795343 0.662770000124737 35 2
"55" 462.994217794278 335.547537023443 547.618667228563 363.755686834871 0.287700873619581 75 2
"56" 128.446680770835 670.095074046886 130.577624427533 881.058496059931 0.287700873619581 1 3
"57" 164.740199221858 246.610298832787 167.505782442629 256.415548433701 0.662770000124737 22 1
"58" 447.063382697924 351.478372119797 528.302854154837 383.071499908597 0.287700873619581 72 2
"59" 328.480398443716 82.870099610929 336.651439777811 87.2698910985184 0.662770000124737 65 1
"60" 478.925052890633 319.616701927088 529.699722551204 381.674631512231 0.287700873619581 45 2
"61" 200.716838500641 799.867354002563 375.322848974999 1124.13565916923 0.401648692627175 35 3
"62" 140.801786950449 859.782405552755 243.702705671841 1088.81993431973 0.401648692627175 31 2
"63" 15.5826257181838 132.243631463654 140.30120462844 506.399368194422 0.114426676519835 25 3
"64" 909.711615177915 90.8725773252883 1283.86735190868 215.591156235544 0.401648692627175 75 3
"65" 130.785368891836 17.0408882900022 247.937200220184 64.8916362973558 0.114426676519835 71 1
"66" 420.405360851346 580.178831651858 463.306031478628 702.280740360278 0.401648692627175 26 1
"67" 370.476151226185 630.108041277018 440.183225198742 892.339414792825 0.401648692627175 21 2
"68" 129.327106320017 18.4991508618205 361.684019561872 118.08068510833 0.114426676519835 70 2
"69" 40.9433677001281 959.640824803076 113.969826147568 1218.552813844 0.401648692627175 22 2
"70" 470.334570476506 530.249622026698 619.996865168813 879.461642975415 0.401648692627175 30 3
"71" 769.909828227467 230.674364275737 1069.23441761208 430.224090532147 0.401648692627175 60 3
"72" 580.178831651858 420.405360851346 703.930766153635 461.656005685271 0.401648692627175 75 1
"73" 640.09388320205 360.490309301153 715.995069696473 449.591702142433 0.401648692627175 46 1
"74" 132.243631463654 15.5826257181838 491.433138725192 155.267434097671 0.114426676519835 72 3
"75" 9.74957543091027 138.076681750928 129.479411184756 517.221161638106 0.114426676519835 24 3
"76" 103.078380027287 44.7478771545514 362.493024160619 284.207548662243 0.114426676519835 52 3
