"V1" "V2" "V3" "V4" "V5" "V6"
"1" 281.718293888504 4.01462034044258 1.05267790821861 18.1944302895382 18.3404637990938 3
"2" 211.031405196591 27.154541095141 4.49413904985394 9.72927654415317 16.640844988884 6
"3" 57.8866533695362 38.5362380263177 27.0980817330866 500 194.550593093305 8
"4" 208.542120038611 27.4820476383804 7.00450773248161 44.5813843769253 1 9
"5" 105.159079626068 84.4104424257814 32.11120401995 255.303579378001 407.539215384322 13
"6" 195.370948232059 41.9075696627591 4.93042239922026 18.4773541027599 92.2648556280895 14
"7" 230.693673234306 16.2183576541738 2.01660222658516 19.3727673088 46.5987364915759 16
"8" 215.779023603455 6.16928612836845 5.30599957697553 13.1953198729894 30.7380982495521 17
"9" 241.682913017595 20.6337590223886 1.44230288864611 19.175715364931 33.0512005151958 23
"10" 238.21479043278 18.2637694163068 2.37401750503026 27.3283536386522 26.5018630959891 27
"11" 242.352012990366 16.6498042118591 2.50735686809251 14.4321434174691 30.804803767176 28
"12" 204.365672026178 17.9528925766822 5.6040044992747 14.1904049968587 2.40729100801302 29
"13" 246.670997969141 12.691306957181 1.87364024832197 13.4299846486118 22.9514206262132 30
"14" 77.3768820095522 100 22.7240175573796 122.358014293851 159.194401100424 32
"15" 204.987793996485 35.7620067141254 2.48289197792822 46.8623822519987 59.4778586297394 33
"16" 56.8834943935797 100 22.6705832013763 218.254666450574 500 34
"17" 183.239487582011 62.6016667284328 3.61839185338061 40.0253974397463 95.0438424550026 36
"18" 99.5446572161698 100 25.1054392869994 130.514749663599 287.566731174393 37
"19" 79.4321044831598 100 20.9081367571506 221.206533259097 393.536855623643 39
"20" 251.284766360666 10.7589245251542 2.49757716744173 11.6408548567626 22.9215366311424 40
"21" 241.456190976803 17.913483532627 2.83364207740788 5.87656829097014 29.5798663945232 43
"22" 196.32808397626 23.3344509491586 3.42372346267694 36.8562679178981 84.4321573031016 44
"23" 194.44823327312 14.0580289722853 10.2100784985691 53.6568549832831 54.8254642545802 47
"24" 178.333519780497 29.9569540591695 8.3927585618881 62.0509040944938 94.4874801704495 48
"25" 204.965581949307 6.56418714699479 13.340809454194 26.6929366071466 44.7679789537445 51
"26" 215.575248719346 7.29160705973222 8.35705431831153 6.49584528805762 17.7938512581939 54
"27" 193.502705341865 17.3878685374215 11.6028872973814 6.66816462031942 56.0300562772885 55
"28" 92.3171099701406 100 40.3017896126514 59.8719551350198 443.91757565402 56
"29" 179.197205832669 19.1466859062047 11.7413984975975 56.7309505415744 94.133521607694 58
"30" 237.081345793871 14.509067365719 4.66906724149016 19.1224497570744 7.70873543117351 60
"31" 282.259865882103 5.23308327253305 0.981803031428953 11.6767661340703 15.3397239251175 61
"32" 77.6089470585457 100 8.43273560052017 252.551878058079 280.709725631264 62
"33" 76.6006377049626 100 42.523024052245 420.160050301641 156.188332497044 63
"34" 205.800904081795 58.2600251116948 4.38457064504754 14.9343650823954 21.288309440598 64
"35" 225.748424878196 10.7448566118703 5.36776118199753 12.2235912631154 29.0854673238429 65
"36" 185.77775746887 24.3408280952236 12.8736969050006 23.3563096206625 32.5773509920369 66
"37" 128.77226001376 38.8885203778964 5.81875782588579 90.9776683005643 196.986878577671 67
"38" 178.882710937255 30.7045531485026 7.49914315328466 67.968660870808 103.8561650165 68
"39" 142.53654106554 22.4127600460122 18.1430546596053 209.957300024491 111.940472171277 70
"40" 208.366658623404 31.2699434916334 0.633932025808872 10.6663665734306 115.396194556477 71
"41" 268.760050683648 8.11341666693493 1.29222775763282 4.83646940226713 27.5236625914616 73
"42" 260.439320474761 6.23000456100648 3.24898745347811 10.0364036735108 11.9860056335613 76
"43" 255.079024786673 8.46142900543538 3.35856346773417 11.2849423477465 15.0530762659432 79
"44" 185.85692118526 42.3314946853573 10.4195841364913 17.7340108554588 14.2765631150034 80
"45" 180.622950973303 47.6146466080358 4.74643500263514 61.2242080963846 109.054913564106 83
"46" 46.8933921233671 88.6489345060878 73.3863653525014 423.831904748597 500 86
"47" 146.903954379318 59.1492184269519 12.3151676225341 36.5938584426013 261.055859182418 87
"48" 239.192438417549 7.47714336067455 4.51722692926436 9.74648703138058 10.677194241931 88
"49" 228.168359085402 7.35036986617887 1.61981373702475 44.8177531207839 26.1594286000154 90
"50" 257.837027426121 26.1112427914617 1.34795641440381 8.35919339926731 9.25736858524659 91
"51" 226.49497574073 13.5810055786288 1.38536569520383 6.35978365141904 20.6565271009228 93
"52" 188.882753527685 15.2458288210221 8.42420848976171 84.997254613061 73.0092697062085 95
"53" 157.478044192117 68.9837347984113 19.740197179042 20.3565204198179 28.108586877724 96
"54" 164.950623709846 53.4554186382589 10.4228776148531 18.6796239533188 184.025350165775 97
"55" 239.286546074016 8.19215173050905 6.49872802187118 9.59447762139627 16.5367428038426 98
"56" 208.879989985905 11.9382277245019 1.65242162916348 61.891980172641 156.970674813318 100
"57" 123.666958753432 100 30.0631198477778 19.2140117620666 51.5957032887229 104
"58" 211.257832571034 27.7312643786018 3.06711110762184 29.1001426926079 62.114782100324 107
"59" 72.8563745345703 100 24.00451106259 171.348496115039 454.870322842121 111
"60" 195.055647542148 72.1046266559376 2.04852032283063 2.32006536767928 61.0801412139547 114
"61" 92.8367869555002 29.0967079563944 7.5352255591113 81.4478387602257 46.765419530513 115
"62" 196.554486954286 27.7197637442767 6.97675740716687 36.1027578073185 69.3870910135255 117
"63" 136.918708060382 100 21.041890337254 24.374642749134 117.300999439026 118
"64" 282.342272542687 5.19759722992431 0.596200274208552 12.0112115042246 22.3328305286942 120
"65" 182.771624707223 20.2511164874879 16.2202688615678 36.270839933216 49.2370209302548 124
"66" 170.813510989274 100 4.05256522395976 9.07777801239313 24.6223091033367 128
