"V1" "V2" "V3" "V4" "V5" "V6"
"1" 74.1892617112061 100 36.4665657667055 155.195459212903 1 3
"2" 64.5529414401039 100 56.5157729143344 77.4117905159758 1 6
"3" 63.4824906507781 100 34.4249453593091 218.721959067076 1 8
"4" 131.787055821162 100 4.7733812966297 82.6408477791268 1.20661883284659 9
"5" 87.3401912459386 100 19.5893398545319 87.6718411099327 2.789651922798 13
"6" 112.424368786943 100 9.64164292688356 96.9486716181667 1 14
"7" 90.8128462222493 100 20.9404833775118 94.8416707338738 1.52808564190902 16
"8" 81.5894352088326 100 19.7890048721146 129.263281271939 1 17
"9" 73.9275680722487 100 64.9067116508212 90.3140040729292 1 23
"10" 108.434718731696 100 13.6388500931803 77.7112095311387 1 27
"11" 110.11338198405 100 10.3209669116315 101.149722605609 1.44092895298478 28
"12" 88.6553905745279 100 16.9539166908054 65.6033081476438 1.94944736068273 29
"13" 99.9827951768443 100 9.53984596450815 153.101387465798 1 30
"14" 72.5095668246922 100 64.6314439872443 87.8965925356941 2.04692438375211 32
"15" 74.3271869154517 100 32.2710467318275 167.019269971219 1 33
"16" 106.123781696963 100 7.1603827411343 101.663470066196 1 34
"17" 82.7279413123599 100 23.9244717168066 116.033027694152 1 36
"18" 63.5551894354511 100 82.6058857953111 155.847680003975 1 37
"19" 89.2770119578892 100 28.273407879958 95.6692328196014 1 39
"20" 105.232095735249 100 15.7525470924611 73.1011274705935 1.22808728153425 40
"21" 117.982335289312 100 10.5258405788158 75.089612249478 1 43
"22" 58.4739695338671 100 81.6112842128993 155.122038614445 1.43356281831083 44
"23" 104.926226847901 100 9.67335212221198 150.94446528809 1 47
"24" 126.075865144437 100 6.36760275531393 70.8208766205429 1 48
"25" 73.5798498570013 100 63.1979585046921 85.5083245599311 2.58357681023883 51
"26" 106.023736977101 100 9.23418800603038 65.3926664357732 1 54
"27" 93.6302380549787 100 15.5760903457724 110.737279751661 2.40304057065835 55
"28" 75.0101809660407 100 42.5893316577208 126.707696300794 1 56
"29" 112.177338970746 100 8.41418613720948 100.520995959144 1 58
"30" 102.891366107343 100 5.11702231168048 264.15120662205 1 60
"31" 93.4688415056908 100 17.6176177266763 94.4438320537857 1 61
"32" 70.9873611759334 100 35.9456131842537 186.173446120704 1 62
"33" 107.165252291904 100 14.2596105213604 63.6673084402008 1 63
"34" 104.111077102983 100 15.2140534701615 99.3782113728663 1 64
"35" 69.3572587251213 100 63.5051319309762 94.5839358113165 1 65
"36" 81.990424002626 100 27.2600663680612 131.855691157105 3.01772619258892 66
"37" 77.5524531194781 100 20.6065316458542 94.1120940458646 1 67
"38" 66.015718821512 100 76.6647072050298 139.317128608687 1.52071424439528 68
"39" 69.2075583534133 100 54.9306700188945 153.118264577207 1 70
"40" 72.0116263883193 100 20.9438932397078 246.386563154742 1 71
"41" 77.7625619292643 100 24.2087728461776 220.90176614987 1 73
"42" 69.4388515895423 100 69.2836748097647 107.080266248523 1 76
"43" 73.1927164545946 100 36.8710256324814 190.405678053945 1 79
"44" 63.1128714024655 100 69.5475813007738 190.239031324017 5.47259947706242 80
"45" 99.5407364529983 100 15.1930107522548 96.9997632195399 1 83
"46" 51.3726328003796 85.8451470629421 100 451.713854677183 3.25310992235103 86
"47" 91.8352166351239 100 20.6699665911585 91.4894452680418 1 87
"48" 64.3305169311642 100 75.934375864035 129.293109680784 1 88
"49" 100.186560057797 100 11.0857719626787 141.278974462397 1.06396456292724 90
