sID,trialNumber,prID,nTotal,true_ratio,fillerTrial,ITI,seen_ratio,nMushrooms,nBlue,nRed,estimate1,estimate1RT,estimate2,estimate2RT,estimate_peer,confidence_peer,traits1,traits2,traits3,s,strategy,sex,age
8,51,,45,0.125,0,1.8,0.133333333,"9,9,9,9,9","1,1,1,2,1","8,8,8,7,8",20,1.1887,20,0.8111,3,3,,,,0,stay,Male,26
8,52,,45,0.375,0,1.9,0.377777778,"9,9,9,9,9","3,4,2,4,4","6,5,7,5,5",30,1.337,30,0.8125,48,3,,,,0,stay,Male,26
8,53,,5,1,1,2,1,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",95,1.2828,95,1.617,93,3,,,,0,stay,Male,26
8,54,,45,0.5,0,1.8,0.511111111,"9,9,9,9,9","6,4,5,3,5","3,5,4,6,4",50,0.9662,50,0.7933,34,3,,,,0,stay,Male,26
9,1,,45,0.625,0,1.7,0.622222222,"9,9,9,9,9","3,6,6,7,6","6,3,3,2,3",65,6.707,55,5.0057,50,3,,,,0.6666666666666666,compromise,Male,22
9,2,,45,0.125,0,1.9,0.133333333,"9,9,9,9,9","1,1,1,0,3","8,8,8,9,6",70,8.3976,70,8.672,54,1,,,,0,stay,Male,22
9,3,,45,0,1,1.5,0,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",NA,NA,NA,NA,NA,NA,,,,NA,NA,Male,22
9,4,,5,0.5,0,1.7,0.6,"1,1,1,1,1","0,1,1,0,1","1,0,0,1,0",50,3.2446,60,7.169,66,1,,,,0.625,compromise,Male,22
9,5,,45,0.375,0,1.8,0.377777778,"9,9,9,9,9","2,2,6,4,3","7,7,3,5,6",40,5.0681,30,3.2318,23,2,,,,0.5882352941176471,compromise,Male,22
9,6,,5,0.75,0,1.5,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",80,6.4932,70,4.4317,65,3,,,,0.6666666666666666,compromise,Male,22
9,7,,5,0.875,0,1.5,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",70,7.3005,75,4.5489,86,1,,,,0.3125,compromise,Male,22
9,8,,45,0.875,0,1.8,0.866666667,"9,9,9,9,9","8,8,9,7,7","1,1,0,2,2",80,3.7341,85,4.4316,97,2,,,,0.29411764705882354,compromise,Male,22
9,9,,5,0.75,0,1.8,0.8,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",70,5.7799,75,3.8048,85,2,,,,0.3333333333333333,compromise,Male,22
9,10,,5,0.625,1,1.7,0.6,"1,1,1,1,1","0,1,1,0,1","1,0,0,1,0",70,7.182,60,9.0286,2,1,,,,0.14705882352941177,compromise,Male,22
9,11,,45,0.25,0,1.6,0.244444444,"9,9,9,9,9","2,3,3,0,3","7,6,6,9,6",25,5.4413,20,4.1272,10,3,,,,0.3333333333333333,compromise,Male,22
9,12,,45,0.75,0,1.5,0.755555556,"9,9,9,9,9","8,6,7,6,7","1,3,2,3,2",75,5.1511,75,4.3172,93,2,,,,0,stay,Male,22
9,13,,45,0.25,0,1.5,0.244444444,"9,9,9,9,9","4,2,1,2,2","5,7,8,7,7",35,6.4716,30,2.5583,20,2,,,,0.3333333333333333,compromise,Male,22
9,14,,5,0.5,0,1.7,0.6,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",70,6.2746,65,2.9224,52,2,,,,0.2777777777777778,compromise,Male,22
9,15,,5,0.5,1,1.6,0.6,"1,1,1,1,1","1,0,1,1,0","0,1,0,0,1",60,7.4486,60,2.4505,60,2,,,,NA,NA,Male,22
9,16,,45,0.25,1,2,0.244444444,"9,9,9,9,9","2,2,2,3,2","7,7,7,6,7",25,5.3441,25,2.8407,24,2,,,,0,stay,Male,22
9,17,,45,0.75,0,1.7,0.755555556,"9,9,9,9,9","8,6,6,7,7","1,3,3,2,2",85,3.5823,80,2.7926,69,3,,,,0.3125,compromise,Male,22
9,18,,45,0.625,0,1.6,0.622222222,"9,9,9,9,9","6,6,5,5,6","3,3,4,4,3",70,6.0822,66,5.8853,52,2,,,,0.2222222222222222,compromise,Male,22
9,19,,5,0.625,0,2,0.6,"1,1,1,1,1","0,1,1,0,1","1,0,0,1,0",65,5.813,60,2.7596,50,1,,,,0.3333333333333333,compromise,Male,22
9,20,,45,0.375,0,1.9,0.377777778,"9,9,9,9,9","2,3,3,4,5","7,6,6,5,4",40,6.0031,35,3.943,24,1,,,,0.3125,compromise,Male,22
9,21,,45,0.125,0,2,0.133333333,"9,9,9,9,9","0,1,2,0,3","9,8,7,9,6",15,5.9159,10,5.2766,0,2,,,,0.3333333333333333,compromise,Male,22
9,22,,45,0.875,0,1.5,0.866666667,"9,9,9,9,9","7,7,8,8,9","2,2,1,1,0",90,2.5537,85,4.0594,75,3,,,,0.3333333333333333,compromise,Male,22
9,23,,45,0.25,0,1.5,0.244444444,"9,9,9,9,9","0,5,0,3,3","9,4,9,6,6",50,4.4765,50,3.858,35,1,,,,0,stay,Male,22
9,24,,5,0.25,0,1.6,0.2,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",15,4.3938,19,4.1608,30,2,,,,0.26666666666666666,compromise,Male,22
9,25,,45,0.875,1,2,0.866666667,"9,9,9,9,9","7,7,7,9,9","2,2,2,0,0",90,3.7537,85,4.3119,41,1,,,,0.10204081632653061,compromise,Male,22
9,26,,5,0.625,0,1.6,0.6,"1,1,1,1,1","0,1,1,0,1","1,0,0,1,0",70,5.1032,65,2.8609,52,2,,,,0.2777777777777778,compromise,Male,22
9,27,,5,0.375,0,2,0.4,"1,1,1,1,1","0,0,1,1,0","1,1,0,0,1",30,2.8903,30,5.1386,48,3,,,,0,stay,Male,22
9,28,,45,1,1,2,1,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",99,6.1171,99,3.1829,99,3,,,,NA,NA,Male,22
9,29,,5,0.5,0,2,0.6,"1,1,1,1,1","1,1,0,0,1","0,0,1,1,0",70,5.4098,70,3.0445,54,3,,,,0,stay,Male,22
9,30,,5,1,1,1.6,1,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",90,5.1699,90,3.3499,90,3,,,,NA,NA,Male,22
9,31,,45,0.5,0,1.9,0.511111111,"9,9,9,9,9","5,3,4,5,6","4,6,5,4,3",55,2.2138,48,6.4914,40,3,,,,0.4666666666666667,compromise,Male,22
9,32,,5,0.125,0,1.7,0.2,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",20,5.4929,10,5.3946,5,3,,,,0.6666666666666666,compromise,Male,22
9,33,,5,0.875,0,2,0.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",70,6.5383,80,4.4647,85,2,,,,0.6666666666666666,compromise,Male,22
9,34,,45,0.625,0,2,0.622222222,"9,9,9,9,9","5,7,4,6,6","4,2,5,3,3",60,4.885,65,4.3647,77,1,,,,0.29411764705882354,compromise,Male,22
9,35,,45,0.5,0,1.6,0.511111111,"9,9,9,9,9","4,3,8,4,4","5,6,1,5,5",40,4.1054,45,2.7263,56,1,,,,0.3125,compromise,Male,22
9,36,,5,0.375,1,2,0.4,"1,1,1,1,1","0,1,0,0,1","1,0,1,1,0",30,4.6306,40,5.3943,85,1,,,,0.18181818181818182,compromise,Male,22
9,37,,5,0.25,0,1.8,0.2,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",15,6.1342,20,2.5385,30,1,,,,0.3333333333333333,compromise,Male,22
9,38,,5,0,1,1.8,0,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",10,3.3295,10,2.843,8,3,,,,0,stay,Male,22
9,39,,5,0.875,0,1.6,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",20,5.2233,NA,NA,NA,NA,,,,NA,NA,Male,22
9,40,,5,0.375,0,2,0.4,"1,1,1,1,1","0,0,0,1,1","1,1,1,0,0",40,3.5825,35,2.6579,25,1,,,,0.3333333333333333,compromise,Male,22
9,41,,5,0.125,0,1.7,0.2,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",15,4.5945,10,3.7527,0,1,,,,0.3333333333333333,compromise,Male,22
9,42,,45,0.125,0,1.7,0.133333333,"9,9,9,9,9","3,0,1,1,1","6,9,8,8,8",10,5.0707,15,2.3335,26,3,,,,0.3125,compromise,Male,22
9,43,,45,0.75,0,1.5,0.755555556,"9,9,9,9,9","6,8,6,7,7","3,1,3,2,2",75,4.5635,70,2.438,60,1,,,,0.3333333333333333,compromise,Male,22
9,44,,5,0,1,1.8,0,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",10,4.9705,10,5.8657,11,3,,,,0,stay,Male,22
9,45,,45,0.875,0,2,0.866666667,"9,9,9,9,9","6,9,8,8,8","3,0,1,1,1",90,5.0364,80,6.2245,73,1,,,,0.5882352941176471,compromise,Male,22
9,46,,5,0.25,0,1.7,0.2,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",15,4.6811,20,2.6085,31,3,,,,0.3125,compromise,Male,22
9,47,,45,0.5,0,2,0.511111111,"9,9,9,9,9","6,7,4,4,2","3,2,5,5,7",50,3.2947,50,4.8218,34,2,,,,0,stay,Male,22
9,48,,45,0.375,0,1.9,0.377777778,"9,9,9,9,9","5,1,2,5,4","4,8,7,4,5",40,5.9825,40,3.1656,23,3,,,,0,stay,Male,22
9,49,,5,0.125,0,1.9,0.2,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",20,5.9477,15,3.2689,3,2,,,,0.29411764705882354,compromise,Male,22
9,50,,5,0.625,0,1.6,0.6,"1,1,1,1,1","1,0,0,1,1","0,1,1,0,0",60,7.658,65,3.1622,75,3,,,,0.3333333333333333,compromise,Male,22
9,51,,5,0.75,0,1.6,0.8,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",75,5.7331,72,3.8694,60,1,,,,0.2,compromise,Male,22
9,52,,45,0.75,1,1.6,0.755555556,"9,9,9,9,9","7,6,6,6,9","2,3,3,3,0",80,5.4111,80,2.5364,82,1,,,,0,stay,Male,22
9,53,,45,0.125,1,1.5,0.133333333,"9,9,9,9,9","1,0,1,2,2","8,9,8,7,7",15,4.6487,15,4.6849,90,1,,,,0,stay,Male,22
9,54,,5,0.375,0,1.7,0.4,"1,1,1,1,1","1,0,0,0,1","0,1,1,1,0",30,3.8524,30,3.047,45,2,,,,0,stay,Male,22
10,1,,5,0,1,1.9,0,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",10,4.6492000000000004,10,3.4433,11,3,,,,0,stay,Male,36
10,2,,45,0.125,1,1.9,0.133333333,"9,9,9,9,9","2,1,0,2,1","7,8,9,7,8",10,4.7995,15,7.2125,80,1,,,,0.071428571,compromise,Male,36
10,3,,45,0.75,0,1.6,0.755555556,"9,9,9,9,9","6,7,8,5,8","3,2,1,4,1",70,5.9318,75,3.8127,86,3,,,,0.3125,compromise,Male,36
10,4,,5,0.5,1,1.7,0.6,"1,1,1,1,1","0,0,1,1,1","1,1,0,0,0",60,4.8153,60,2.946,60,3,,,,NA,NA,Male,36
10,5,,5,0.5,0,1.8,0.6,"1,1,1,1,1","0,1,1,0,1","1,0,0,1,0",60,3.3664,60,4.1798,45,2,,,,0,stay,Male,36
10,6,,45,0.75,1,1.5,0.755555556,"9,9,9,9,9","6,7,6,7,8","3,2,3,2,1",75,3.8167,70,4.1109,24,1,,,,0.098039216,compromise,Male,36
10,7,,45,0.25,0,2,0.244444444,"9,9,9,9,9","2,1,3,1,4","7,8,6,8,5",20,4.3654,25,3.6623,38,3,,,,0.2777777777777778,compromise,Male,36
10,8,,5,0.25,0,1.5,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",25,4.7329,30,3.529,43,1,,,,0.2777777777777778,compromise,Male,36
10,9,,45,0.625,0,1.8,0.622222222,"9,9,9,9,9","7,8,5,3,5","2,1,4,6,4",65,2.9165,55,4.5959,50,3,,,,0.6666666666666666,compromise,Male,36
10,10,,45,0.375,0,1.5,0.377777778,"9,9,9,9,9","2,3,5,4,3","7,6,4,5,6",30,5.7994,35,2.6113,46,3,,,,0.3125,compromise,Male,36
10,11,,5,0.75,0,2,0.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",80,3.5668,80,4.2794,65,2,,,,0,stay,Male,36
10,12,,45,0.375,0,1.5,0.377777778,"9,9,9,9,9","4,2,2,4,5","5,7,7,5,4",35,3.967,35,3.0467,52,2,,,,0,stay,Male,36
10,13,,5,0.5,0,1.5,0.6,"1,1,1,1,1","0,1,0,1,1","1,0,1,0,0",60,2.75,50,5.6618,44,3,,,,0.625,compromise,Male,36
10,14,,5,0.25,0,1.9,0.2,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",20,5.2492,25,4.1126,37,2,,,,0.29411764705882354,compromise,Male,36
10,15,,5,0.875,0,1.5,0.8,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",80,3.6157,75,4.9628,97,1,,,,-0.294117647,stay,Male,36
10,16,,45,0.875,0,1.7,0.866666667,"9,9,9,9,9","9,6,7,8,9","0,3,2,1,0",90,2.2161,85,4.9294,73,3,,,,0.29411764705882354,compromise,Male,36
10,17,,45,0.75,0,1.6,0.755555556,"9,9,9,9,9","6,9,7,7,5","3,0,2,2,4",75,2.3986,75,7.8124,90,2,,,,0,stay,Male,36
10,18,,45,0.25,1,1.9,0.244444444,"9,9,9,9,9","2,1,2,2,4","7,8,7,7,5",25,2.7657,25,3.947,84,1,,,,0,stay,Male,36
10,19,,5,0.75,0,2,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",80,3.1326,70,4.6291,62,3,,,,0.5555555555555556,compromise,Male,36
10,20,,5,1,1,1.8,1,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",90,3.8666,90,2.6293,89,3,,,,0,stay,Male,36
10,21,,5,0.625,0,1.9,0.6,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",60,3.2674,65,3.6789,76,2,,,,0.3125,compromise,Male,36
10,22,,5,0,1,1.7,0,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",10,2.9674,10,2.3621,11,3,,,,0,stay,Male,36
10,23,,5,0.375,0,1.5,0.4,"1,1,1,1,1","1,0,0,0,1","0,1,1,1,0",40,3.1655,30,4.414,25,3,,,,0.6666666666666666,compromise,Male,36
10,24,,45,0.875,1,1.8,0.866666667,"9,9,9,9,9","8,9,7,8,7","1,0,2,1,2",85,1.9652,85,2.7956,84,3,,,,0,stay,Male,36
10,25,,5,0.625,0,2,0.6,"1,1,1,1,1","1,1,0,0,1","0,0,1,1,0",60,2.649,72,3.6478,78,3,,,,0.6666666666666666,compromise,Male,36
10,26,,5,0.875,0,1.8,0.8,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",80,3.1488,90,3.2636,95,3,,,,0.6666666666666666,compromise,Male,36
10,27,,45,0.375,0,1.9,0.377777778,"9,9,9,9,9","2,2,6,4,3","7,7,3,5,6",50,2.7008,55,4.5303,35,1,,,,-0.333333333,stay,Male,36
10,28,,5,0.75,0,2,0.8,"1,1,1,1,1","1,1,0,1,1","0,0,1,0,0",80,3.0484,80,4.0964,65,1,,,,0,stay,Male,36
10,29,,45,0.25,0,1.7,0.244444444,"9,9,9,9,9","2,3,1,2,3","7,6,8,7,6",25,2.6,30,8.5622,40,2,,,,0.3333333333333333,compromise,Male,36
10,30,,45,0.25,0,1.8,0.244444444,"9,9,9,9,9","3,4,1,2,1","6,5,8,7,8",20,2.9002,20,2.9114,35,1,,,,0,stay,Male,36
10,31,,45,0.5,0,1.8,0.511111111,"9,9,9,9,9","4,5,5,3,6","5,4,4,6,3",50,2.3169,50,2.8947,68,1,,,,0,stay,Male,36
10,32,,5,0.375,1,2,0.4,"1,1,1,1,1","0,1,0,0,1","1,0,1,1,0",40,3.1836,42,3.6639,82,1,,,,0.047619047619047616,compromise,Male,36
10,33,,45,0.625,0,1.7,0.622222222,"9,9,9,9,9","6,5,5,6,6","3,4,4,3,3",60,2.4667,60,2.7123,75,1,,,,0,stay,Male,36
10,34,,5,0.125,0,1.8,0.2,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",20,1.5333,24,4.579,3,1,,,,-0.235294118,stay,Male,36
10,35,,5,0.875,0,1.5,0.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",80,2.1328,80,3.8283,95,2,,,,0,stay,Male,36
10,36,,5,0.375,0,1.8,0.4,"1,1,1,1,1","0,0,1,1,0","1,1,0,0,1",40,3.1163,45,2.9122,22,1,,,,-0.277777778,stay,Male,36
10,37,,45,0.625,0,1.9,0.622222222,"9,9,9,9,9","5,7,4,5,7","4,2,5,4,2",60,2.2825,62,5.2318,78,2,,,,0.1111111111111111,compromise,Male,36
10,38,,5,0.375,0,1.7,0.4,"1,1,1,1,1","0,0,1,0,1","1,1,0,1,0",40,1.899,35,2.4965,25,2,,,,0.3333333333333333,compromise,Male,36
10,39,,45,0.125,0,1.7,0.133333333,"9,9,9,9,9","2,2,0,0,2","7,7,9,9,7",15,2.1665,8,4.5943,0,2,,,,0.4666666666666667,compromise,Male,36
10,40,,45,0.125,0,2,0.133333333,"9,9,9,9,9","1,0,2,1,2","8,9,7,8,7",15,1.8338,5,3.1291,0,3,,,,0.6666666666666666,compromise,Male,36
10,41,,45,1,1,1.6,1,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",99,3.2822,99,3.5945,100,3,,,,0,stay,Male,36
10,42,,45,0.875,0,1.8,0.866666667,"9,9,9,9,9","8,9,9,7,6","1,0,0,2,3",85,2.2158,85,4.2631,100,1,,,,0,stay,Male,36
10,43,,45,0.5,0,1.5,0.511111111,"9,9,9,9,9","4,4,5,3,7","5,5,4,6,2",60,3.1337,55,2.7124,45,2,,,,0.3333333333333333,compromise,Male,36
10,44,,45,0.75,0,1.9,0.755555556,"9,9,9,9,9","8,5,6,7,8","1,4,3,2,1",80,2.2503,80,3.2457,65,1,,,,0,stay,Male,36
10,45,,5,0.625,1,1.6,0.6,"1,1,1,1,1","0,1,1,1,0","1,0,0,0,1",60,2.6991,65,4.1471,62,1,,,,2.5,copy,Male,36
10,46,,5,0.125,0,1.5,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",20,2.284,15,3.5625,3,2,,,,0.29411764705882354,compromise,Male,36
10,47,,45,0.125,0,1.6,0.133333333,"9,9,9,9,9","1,1,2,2,0","8,8,7,7,9",20,2.3317,20,2.3641,3,1,,,,0,stay,Male,36
10,48,,5,0.25,0,1.5,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",40,2.6666,30,3.096,22,3,,,,0.5555555555555556,compromise,Male,36
10,49,,45,0.875,0,1.8,0.866666667,"9,9,9,9,9","9,8,6,8,8","0,1,3,1,1",85,2.6996000000000002,85,2.4465,100,2,,,,0,stay,Male,36
10,50,,45,0,1,2,0,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",2,3.2331,2,2.1641,0,3,,,,0,stay,Male,36
10,51,,5,0.5,0,1.7,0.6,"1,1,1,1,1","0,1,0,1,1","1,0,1,0,0",60,2.3164,65,3.3619,44,1,,,,-0.3125,stay,Male,36
10,52,,5,0.125,0,1.9,0.2,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",20,1.6494,5,4.4777,3,3,,,,0.8823529411764706,compromise,Male,36
10,53,,5,0.625,0,1.8,0.6,"1,1,1,1,1","0,1,0,1,1","1,0,1,0,0",65,1.8658,67,4.613,50,1,,,,-0.133333333,stay,Male,36
10,54,,45,0.5,0,1.6,0.511111111,"9,9,9,9,9","5,6,4,4,4","4,3,5,5,5",45,1.7996,56,3.3301,60,3,,,,0.7333333333333333,compromise,Male,36
11,1,,45,0.75,0,1.7,0.755555556,"9,9,9,9,9","6,7,8,6,7","3,2,1,3,2",88,4.816535,82,5.59821,70,1,,,,0.3333333333333333,compromise,Male,22
11,2,,5,0.25,0,1.6,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",60,7.03313,55,4.28162,44,1,,,,0.3125,compromise,Male,22
11,3,,45,0.5,0,1.5,0.511111111,"9,9,9,9,9","5,5,6,4,3","4,4,3,5,6",50,5.09986,60,4.715045,67,2,,,,0.5882352941176471,compromise,Male,22
11,4,,45,0.75,0,1.9,0.755555556,"9,9,9,9,9","7,6,8,6,7","2,3,1,3,2",70,7.8665,88,3.76494,88,3,,,,1,copy,Male,22
11,5,,5,0.5,0,1.8,0.6,"1,1,1,1,1","1,1,1,0,0","0,0,0,1,1",44,5.24985,59,4.681635,60,3,,,,0.9375,compromise,Male,22
11,6,,45,0.375,0,1.9,0.377777778,"9,9,9,9,9","5,2,3,4,3","4,7,6,5,6",77,2.29991,70,3.74843,60,2,,,,0.4117647058823529,compromise,Male,22
11,7,,5,0.375,0,1.5,0.4,"1,1,1,1,1","0,0,1,0,1","1,1,0,1,0",40,8.16643,40,4.048305,24,1,,,,0,stay,Male,22
11,8,,5,0.5,0,1.5,0.6,"1,1,1,1,1","0,1,1,1,0","1,0,0,0,1",30,7.067245,35,3.980935,48,1,,,,0.2777777777777778,compromise,Male,22
11,9,,45,0.25,0,1.6,0.244444444,"9,9,9,9,9","3,1,1,4,2","6,8,8,5,7",30,6.19983,25,5.065055,14,2,,,,0.3125,compromise,Male,22
11,10,,5,0.125,0,1.7,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",25,5.999845,20,3.78174,10,1,,,,0.3333333333333333,compromise,Male,22
11,11,,5,0.875,0,1.5,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",40,2.533215,55,3.798395,58,3,,,,0.8333333333333334,compromise,Male,22
11,12,,5,0.875,0,1.9,0.8,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",40,3.516535,40,2.16511,55,1,,,,0,stay,Male,22
11,13,,5,0,1,1.8,0,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",45,6.08317,45,2.581795,44,3,,,,0,stay,Male,22
11,14,,45,0.875,0,1.6,0.866666667,"9,9,9,9,9","9,8,8,5,9","0,1,1,4,0",88,3.416555,85,3.91515,71,2,,,,0.17647058823529413,compromise,Male,22
11,15,,5,0.75,0,1.6,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",40,2.566575,55,2.71512,56,3,,,,0.9375,compromise,Male,22
11,16,,45,0.875,0,2,0.866666667,"9,9,9,9,9","8,9,9,5,8","1,0,0,4,1",90,2.583245,80,2.698335,74,3,,,,0.625,compromise,Male,22
11,17,,45,0.375,0,1.8,0.377777778,"9,9,9,9,9","3,2,3,4,5","6,7,6,5,4",45,4.499865,36,4.39838,28,1,,,,0.5294117647058824,compromise,Male,22
11,18,,45,0.125,0,1.7,0.133333333,"9,9,9,9,9","0,2,2,1,1","9,7,7,8,8",30,4.43323,20,2.498375,12,1,,,,0.5555555555555556,compromise,Male,22
11,19,,5,0.125,0,1.6,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",35,7.966465,30,7.56507,20,2,,,,0.3333333333333333,compromise,Male,22
11,20,,5,0.25,0,1.5,0.2,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",25,3.68322,15,5.081665,10,3,,,,0.6666666666666666,compromise,Male,22
11,21,,5,0.125,0,1.9,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",20,5.283215,5,9.19831,2,3,,,,0.8333333333333334,compromise,Male,22
11,22,,45,0.625,0,1.8,0.622222222,"9,9,9,9,9","7,8,6,3,4","2,1,3,6,5",77,3.13323,77,2.731775,60,1,,,,0,stay,Male,22
11,23,,5,0,1,1.6,0,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",10,8.183115,10,2.63167,8,3,,,,0,stay,Male,22
11,24,,45,0.125,0,1.7,0.133333333,"9,9,9,9,9","1,0,2,2,1","8,9,7,7,8",15,7.666485,15,7.081735,0,2,,,,0,stay,Male,22
11,25,,45,0.25,1,1.6,0.244444444,"9,9,9,9,9","2,3,2,1,3","7,6,7,8,6",44,5.08321,44,4.215035,45,2,,,,0,stay,Male,22
11,26,,45,0.5,0,1.7,0.511111111,"9,9,9,9,9","7,3,4,3,6","2,6,5,6,3",50,7.94987,47,5.86498,33,1,,,,0.17647058823529413,compromise,Male,22
11,27,,45,0.875,1,1.5,0.866666667,"9,9,9,9,9","7,8,9,7,8","2,1,0,2,1",79,7.08315,50,9.4816,18,1,,,,0.47540983606557374,compromise,Male,22
11,28,,5,0.625,1,1.6,0.6,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",40,5.03321,55,5.68169,84,1,,,,0.3409090909090909,compromise,Male,22
11,29,,5,0.625,0,1.9,0.6,"1,1,1,1,1","1,1,1,0,0","0,0,0,1,1",44,3.349875,44,2.765085,61,1,,,,0,stay,Male,22
11,30,,5,0.25,0,1.9,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",40,3.099895,36,4.93177,24,2,,,,0.25,compromise,Male,22
11,31,,45,0.75,1,1.7,0.755555556,"9,9,9,9,9","7,7,6,8,6","2,2,3,1,3",80,2.766585,80,3.84841,22,1,,,,0,stay,Male,22
11,32,,45,0,1,2,0,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",5,8.383155,5,2.698315,3,3,,,,0,stay,Male,22
11,33,,45,0.625,0,1.8,0.622222222,"9,9,9,9,9","6,7,5,5,5","3,2,4,4,4",55,3.53323,70,4.381715,70,3,,,,1,copy,Male,22
11,34,,45,0.25,0,1.6,0.244444444,"9,9,9,9,9","3,4,1,1,2","6,5,8,8,7",35,6.13319,30,4.0484,20,3,,,,0.3333333333333333,compromise,Male,22
11,35,,5,0.625,0,1.5,0.6,"1,1,1,1,1","0,1,1,0,1","1,0,0,1,0",30,3.783205,40,5.1651,46,2,,,,0.625,compromise,Male,22
11,36,,45,1,1,1.5,1,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",95,2.499885,95,3.948325,96,3,,,,0,stay,Male,22
11,37,,45,0.75,0,1.6,0.755555556,"9,9,9,9,9","6,9,7,6,6","3,0,2,3,3",85,3.816545,80,2.44822,70,2,,,,0.3333333333333333,compromise,Male,22
11,38,,45,0.25,0,1.9,0.244444444,"9,9,9,9,9","1,3,2,4,1","8,6,7,5,8",25,2.83324,25,2.44845,10,1,,,,0,stay,Male,22
11,39,,45,0.125,1,1.5,0.133333333,"9,9,9,9,9","2,1,1,2,0","7,8,8,7,9",20,3.4832,20,3.21523,20,1,,,,NA,NA,Male,22
11,40,,45,0.625,0,2,0.622222222,"9,9,9,9,9","5,6,5,7,5","4,3,4,2,4",65,4.58321,60,2.748055,50,2,,,,0.3333333333333333,compromise,Male,22
11,41,,45,0.375,0,1.9,0.377777778,"9,9,9,9,9","3,1,5,4,4","6,8,4,5,5",50,3.666545,35,4.131725,32,3,,,,0.8333333333333334,compromise,Male,22
11,42,,5,0.75,0,1.5,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",50,3.28323,55,1.96512,65,2,,,,0.3333333333333333,compromise,Male,22
11,43,,5,0.5,0,1.5,0.6,"1,1,1,1,1","1,0,1,1,0","0,1,0,0,1",44,2.599915,50,8.13167,60,2,,,,0.375,compromise,Male,22
11,44,,45,0.5,0,1.7,0.511111111,"9,9,9,9,9","4,4,5,6,4","5,5,4,3,5",45,2.56656,60,2.78177,61,3,,,,0.9375,compromise,Male,22
11,45,,5,0.375,0,1.6,0.4,"1,1,1,1,1","1,1,0,0,0","0,0,1,1,1",33,2.683215,39,4.31504,51,3,,,,0.3333333333333333,compromise,Male,22
11,46,,5,0.5,1,1.6,0.6,"1,1,1,1,1","1,1,0,0,1","0,0,1,1,0",45,2.69987,45,3.31521,3,1,,,,0,stay,Male,22
