sID,trialNumber,prID,nTotal,true_ratio,fillerTrial,ITI,seen_ratio,nMushrooms,nBlue,nRed,estimate1,estimate1RT,estimate2,estimate2RT,estimate_peer,confidence_peer,traits1,traits2,traits3,s,strategy,sex,age
54,13,,5,0.625,0,2,0.6,"1,1,1,1,1","1,0,1,1,0","0,1,0,0,1",60,2.8121,70,4.4777,78,3,,,,0.5555555555555556,compromise,Female,22
54,14,,45,0.375,0,1.8,0.377777778,"9,9,9,9,9","4,4,3,2,4","5,5,6,7,5",45,2.866,37,6.8242,30,3,,,,0.5333333333333333,compromise,Female,22
54,15,,5,1,1,2,1,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",100,2.6002,100,2.8273,100,3,,,,NA,NA,Female,22
54,16,,45,0.5,0,1.8,0.511111111,"9,9,9,9,9","4,4,3,6,6","5,5,6,3,3",50,1.615,45,5.7243,35,2,,,,0.3333333333333333,compromise,Female,22
54,17,,5,0.875,0,2,0.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",80,2.6665,85,6.6242,97,1,,,,0.29411764705882354,compromise,Female,22
54,18,,5,0.375,0,2,0.4,"1,1,1,1,1","0,0,1,1,0","1,1,0,0,1",40,5.1144,32,6.4886,22,2,,,,0.4444444444444444,compromise,Female,22
54,19,,45,0.875,0,1.5,0.866666667,"9,9,9,9,9","7,8,7,8,9","2,1,2,1,0",75,5.4309,85,5.2398,90,3,,,,0.6666666666666666,compromise,Female,22
54,20,,5,0.25,0,1.8,0.2,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",80,2.7499,65,7.2875,62,1,,,,0.8333333333333334,compromise,Female,22
54,21,,45,0.875,0,1.8,0.866666667,"9,9,9,9,9","8,8,7,7,9","1,1,2,2,0",80,3.8768,85,5.4749,97,1,,,,0.29411764705882354,compromise,Female,22
54,22,,5,0.5,1,1.9,0.6,"1,1,1,1,1","0,1,1,0,1","1,0,0,1,0",60,1.8343,55,3.1278,9,1,,,,0.098039216,compromise,Female,22
54,23,,5,0.75,0,1.6,0.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",80,3.5989,77,3.2251,65,1,,,,0.2,compromise,Female,22
54,24,,5,0.25,0,1.7,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",20,2.0672,27,4.3092,35,2,,,,0.4666666666666667,compromise,Female,22
54,25,,45,0.375,0,1.9,0.377777778,"9,9,9,9,9","3,3,5,2,4","6,6,4,7,5",33,2.7808,35,4.6249,50,1,,,,0.11764705882352941,compromise,Female,22
54,26,,45,0.625,0,2,0.622222222,"9,9,9,9,9","7,5,6,5,5","2,4,3,4,4",60,3.6801,63,5.9905,75,1,,,,0.2,compromise,Female,22
54,27,,5,0.125,0,1.5,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",20,2.7492,17,5.44,4,3,,,,0.1875,compromise,Female,22
54,28,,45,0.625,0,1.8,0.622222222,"9,9,9,9,9","5,8,4,6,5","4,1,5,3,4",57,2.3635,65,5.0566,74,2,,,,0.47058823529411764,compromise,Female,22
54,29,,5,0.5,0,2,0.6,"1,1,1,1,1","1,0,0,1,1","0,1,1,0,0",60,3.5137,57,3.7759,45,1,,,,0.2,compromise,Female,22
54,30,,45,0.125,0,2,0.133333333,"9,9,9,9,9","1,1,1,1,2","8,8,8,8,7",10,4.1131,15,3.5762,28,2,,,,0.2777777777777778,compromise,Female,22
54,31,,5,0.5,0,1.8,0.6,"1,1,1,1,1","1,0,1,0,1","0,1,0,1,0",60,2.3138,50,6.1411,42,3,,,,0.5555555555555556,compromise,Female,22
54,32,,45,0.875,0,1.8,0.866666667,"9,9,9,9,9","7,7,8,8,9","2,2,1,1,0",85,3.4306,90,5.291,100,2,,,,0.3333333333333333,compromise,Female,22
54,33,,5,0.5,0,1.6,0.6,"1,1,1,1,1","1,1,0,0,1","0,0,1,1,0",60,1.7669,55,4.6425,45,2,,,,0.3333333333333333,compromise,Female,22
54,34,,45,1,1,2,1,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,2.2145,100,2.2609,100,3,,,,NA,NA,Female,22
54,35,,5,0.625,0,1.6,0.6,"1,1,1,1,1","0,1,0,1,1","1,0,1,0,0",60,1.717,67,4.8575,76,2,,,,0.4375,compromise,Female,22
54,36,,5,0.25,0,1.8,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",20,1.584,30,7.2882,35,3,,,,0.6666666666666666,compromise,Female,22
54,37,,45,0.125,0,1.6,0.133333333,"9,9,9,9,9","3,0,1,0,2","6,9,8,9,7",23,7.0439,13,7.006,6,3,,,,0.5882352941176471,compromise,Female,22
54,38,,45,0.5,0,1.8,0.511111111,"9,9,9,9,9","3,7,4,6,3","6,2,5,3,6",45,2.9661,50,4.7905,60,1,,,,0.3333333333333333,compromise,Female,22
54,39,,45,0.875,1,1.8,0.866666667,"9,9,9,9,9","8,7,8,9,7","1,2,1,0,2",87,1.9309,85,4.6106,46,1,,,,0.048780488,compromise,Female,22
54,40,,45,0.75,0,1.9,0.755555556,"9,9,9,9,9","9,6,5,7,7","0,3,4,2,2",70,2.7826,73,4.6102,88,1,,,,0.16666666666666666,compromise,Female,22
54,41,,5,0.375,1,1.8,0.4,"1,1,1,1,1","0,1,0,1,0","1,0,1,0,1",60,2.9827,60,3.3609,60,1,,,,NA,NA,Female,22
54,42,,5,0.875,0,1.6,0.8,"1,1,1,1,1","1,1,0,1,1","0,0,1,0,0",80,3.1495,90,5.473,98,3,,,,0.5555555555555556,compromise,Female,22
54,43,,5,0.375,0,1.8,0.4,"1,1,1,1,1","0,0,1,0,1","1,1,0,1,0",40,2.4646,37,5.4247,22,1,,,,0.16666666666666666,compromise,Female,22
54,44,,5,0.875,0,1.6,0.8,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",80,1.765,85,4.8238,97,2,,,,0.29411764705882354,compromise,Female,22
54,45,,5,0.75,0,1.8,0.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",80,1.9148,70,5.3407,65,3,,,,0.6666666666666666,compromise,Female,22
54,46,,5,0,1,1.9,0,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",0,1.4817,0,3.4624,0,3,,,,NA,NA,Female,22
54,47,,5,0,1,1.9,0,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",0,2.1473,0,3.7938,0,3,,,,NA,NA,Female,22
54,48,,45,0.375,0,1.8,0.377777778,"9,9,9,9,9","4,4,1,3,5","5,5,8,6,4",45,3.1162,37,6.1389,28,2,,,,0.47058823529411764,compromise,Female,22
54,49,,45,0.625,0,1.8,0.622222222,"9,9,9,9,9","5,4,6,7,6","4,5,3,2,3",50,3.1973,60,5.4725,66,3,,,,0.625,compromise,Female,22
54,50,,5,0.125,0,1.9,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",20,2.7,17,6.0389,5,1,,,,0.2,compromise,Female,22
54,51,,45,0.5,0,1.8,0.511111111,"9,9,9,9,9","5,5,5,5,3","4,4,4,4,6",55,3.7995,47,6.4218,40,3,,,,0.5333333333333333,compromise,Female,22
54,52,,5,0.625,0,1.5,0.6,"1,1,1,1,1","0,1,1,1,0","1,0,0,0,1",60,2.4001,63,4.8401,75,1,,,,0.2,compromise,Female,22
54,53,,45,0.25,0,1.9,0.244444444,"9,9,9,9,9","1,5,1,4,0","8,4,8,5,9",77,2.1483,73,4.542,60,1,,,,0.23529411764705882,compromise,Female,22
54,54,,45,0.125,0,1.9,0.133333333,"9,9,9,9,9","1,2,1,0,2","8,7,8,9,7",25,5.4973,20,3.0277,10,1,,,,0.3333333333333333,compromise,Female,22
55,1,,5,0.375,1,2,0.4,"1,1,1,1,1","0,1,0,1,0","1,0,1,0,1",40,4.0403,60,2.8205,82,1,,,,0.47619047619047616,compromise,Female,30
55,2,,45,0.875,0,1.7,0.866666667,"9,9,9,9,9","8,7,8,8,8","1,2,1,1,1",70,3.4226,80,3.7957,88,2,,,,0.5555555555555556,compromise,Female,30
55,3,,45,0.125,0,1.6,0.133333333,"9,9,9,9,9","1,0,0,2,3","8,9,9,7,6",45,2.3466,35,2.6291,28,3,,,,0.5882352941176471,compromise,Female,30
55,4,,45,0.875,0,1.7,0.866666667,"9,9,9,9,9","8,7,9,8,7","1,2,0,1,2",27,1.6731,35,4.1087,81,3,,,,0.14814814814814814,compromise,Female,30
55,5,,45,0.625,0,1.9,0.622222222,"9,9,9,9,9","7,4,5,6,6","2,5,4,3,3",45,1.6452,65,1.9733,61,1,,,,1.25,copy,Female,30
55,6,,5,0.5,0,1.6,0.6,"1,1,1,1,1","1,0,1,1,0","0,1,0,0,1",50,1.3257,65,2.0565,65,3,,,,1,copy,Female,30
55,7,,45,0.75,0,1.7,0.755555556,"9,9,9,9,9","6,8,7,7,6","3,1,2,2,3",35,1.9749,45,1.9459,50,2,,,,0.6666666666666666,compromise,Female,30
55,8,,5,0.5,0,1.8,0.6,"1,1,1,1,1","1,1,0,0,1","0,0,1,1,0",40,1.5759,55,1.6573,56,2,,,,0.9375,compromise,Female,30
55,9,,45,0.75,0,2,0.755555556,"9,9,9,9,9","8,6,7,6,7","1,3,2,3,2",45,6.2974,55,3.5317,62,1,,,,0.5882352941176471,compromise,Female,30
55,10,,5,0.875,0,2,0.8,"1,1,1,1,1","1,1,0,1,1","0,0,1,0,0",25,1.8468,40,2.5318,41,2,,,,0.9375,compromise,Female,30
55,11,,45,0.375,0,2,0.377777778,"9,9,9,9,9","5,3,3,3,3","4,6,6,6,6",70,1.687,60,4.9973,54,2,,,,0.625,compromise,Female,30
55,12,,45,0.25,0,1.9,0.244444444,"9,9,9,9,9","4,2,1,1,3","5,7,8,8,6",35,3.888,25,5.9342,18,3,,,,0.5882352941176471,compromise,Female,30
55,13,,5,0.75,0,1.8,0.8,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",32,1.6572,45,1.8198,50,3,,,,0.7222222222222222,compromise,Female,30
55,14,,45,0.375,0,2,0.377777778,"9,9,9,9,9","4,4,5,3,1","5,5,4,6,8",60,1.312,45,2.0599,45,3,,,,1,copy,Female,30
55,15,,5,0.75,0,1.5,0.8,"1,1,1,1,1","1,1,0,1,1","0,0,1,0,0",30,3.7282,40,1.9033,45,2,,,,0.6666666666666666,compromise,Female,30
55,16,,5,0.25,0,1.6,0.2,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",80,1.472,70,2.041,63,2,,,,0.5882352941176471,compromise,Female,30
55,17,,5,0.625,0,1.6,0.6,"1,1,1,1,1","0,1,1,1,0","1,0,0,0,1",45,1.6452,60,1.7161,62,3,,,,0.8823529411764706,compromise,Female,30
55,18,,5,0.5,0,1.5,0.6,"1,1,1,1,1","0,1,1,1,0","1,0,0,0,1",40,1.701,45,1.481,58,1,,,,0.2777777777777778,compromise,Female,30
55,19,,45,0.25,0,1.7,0.244444444,"9,9,9,9,9","2,2,5,1,1","7,7,4,8,8",25,1.7838,35,1.8523,43,1,,,,0.5555555555555556,compromise,Female,30
55,20,,5,0,1,1.7,0,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",45,2.8464,40,4.3619,44,3,,,,5,copy,Female,30
55,21,,45,1,1,1.7,1,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,1.555,95,2.7749,100,3,,,,#NAME?,stay,Female,30
55,22,,45,0.375,0,1.8,0.377777778,"9,9,9,9,9","3,3,2,5,4","6,6,7,4,5",65,1.0964,50,2.0776,50,1,,,,1,copy,Female,30
55,23,,5,0.125,0,1.8,0.2,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",60,1.4371,45,1.6153,44,3,,,,0.9375,compromise,Female,30
55,24,,5,0.625,0,2,0.6,"1,1,1,1,1","1,1,1,0,0","0,0,0,1,1",45,2.3745,60,1.5774,60,1,,,,1,copy,Female,30
55,25,,5,0.125,0,1.6,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",60,1.2147,50,1.8027,44,2,,,,0.625,compromise,Female,30
55,26,,5,0,1,2,0,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",70,2.1485,65,2.7516,70,3,,,,#NAME?,stay,Female,30
55,27,,45,0.125,1,1.5,0.133333333,"9,9,9,9,9","2,0,2,1,1","7,9,7,8,8",65,0.5274,10,3.2231,2,1,,,,0.873015873,compromise,Female,30
55,28,,45,0,1,1.6,0,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",0,2.0304,0,1.3626,0,3,,,,NA,NA,Female,30
55,29,,5,0.375,0,1.8,0.4,"1,1,1,1,1","1,1,0,0,0","0,0,1,1,1",50,1.4854,35,1.8452,34,3,,,,0.9375,compromise,Female,30
55,30,,45,0.875,1,2,0.866666667,"9,9,9,9,9","8,7,9,6,9","1,2,0,3,0",15,1.0553,15,2.5111,15,3,,,,NA,NA,Female,30
55,31,,45,0.25,0,1.6,0.244444444,"9,9,9,9,9","2,1,3,3,2","7,8,6,6,7",70,1.5483,65,1.5531,55,2,,,,0.3333333333333333,compromise,Female,30
55,32,,5,0.375,0,1.6,0.4,"1,1,1,1,1","0,1,1,0,0","1,0,0,1,1",65,2.0132,60,2.3726,49,2,,,,0.3125,compromise,Female,30
55,33,,45,0.875,0,1.8,0.866666667,"9,9,9,9,9","9,9,8,5,8","0,0,1,4,1",50,1.1595,55,3.5059,65,1,,,,0.3333333333333333,compromise,Female,30
55,34,,45,0.5,0,1.8,0.511111111,"9,9,9,9,9","4,4,6,4,5","5,5,3,5,4",60,2.9153,45,5.3584,44,2,,,,0.9375,compromise,Female,30
55,35,,5,0.25,0,1.9,0.2,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",30,3.582,20,4.3658,15,3,,,,0.6666666666666666,compromise,Female,30
55,36,,45,0.125,0,1.5,0.133333333,"9,9,9,9,9","0,0,3,2,1","9,9,6,7,8",70,1.1942,50,2.0664,55,1,,,,1.3333333333333333,copy,Female,30
55,37,,45,0.5,0,1.6,0.511111111,"9,9,9,9,9","4,6,5,4,4","5,3,4,5,5",60,1.3816,45,3.2094,44,1,,,,0.9375,compromise,Female,30
55,38,,5,1,1,1.8,1,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",100,1.7908,100,2.0318,100,3,,,,NA,NA,Female,30
55,39,,5,0.25,0,2,0.2,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",40,1.277,35,2.1365,25,1,,,,0.3333333333333333,compromise,Female,30
55,40,,5,0.375,0,1.9,0.4,"1,1,1,1,1","1,1,0,0,0","0,0,1,1,1",50,2.6105,45,1.7201,35,1,,,,0.3333333333333333,compromise,Female,30
55,41,,45,0.125,0,1.5,0.133333333,"9,9,9,9,9","2,0,1,0,3","7,9,8,9,6",65,1.0273,50,1.9534,50,2,,,,1,copy,Female,30
55,42,,5,0.625,1,1.8,0.6,"1,1,1,1,1","1,1,0,0,1","0,0,1,1,0",70,3.2147,50,2.4347,10,1,,,,0.3333333333333333,compromise,Female,30
55,43,,5,0.875,0,1.6,0.8,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",20,1.215,80,1.8588,73,1,,,,1.1320754716981132,copy,Female,30
55,44,,45,0.75,1,1.8,0.755555556,"9,9,9,9,9","8,5,7,6,8","1,4,2,3,1",60,1.0135,20,2.8484,5,1,,,,0.7272727272727273,compromise,Female,30
55,45,,45,0.5,0,1.7,0.511111111,"9,9,9,9,9","5,4,4,4,6","4,5,5,5,3",60,2.8951,55,1.5877,44,3,,,,0.3125,compromise,Female,30
55,46,,5,0.75,0,1.6,0.8,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",80,2.2149,75,1.6015,65,1,,,,0.3333333333333333,compromise,Female,30
55,47,,5,0.875,0,2,0.8,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",25,2.3051,35,3.8234,40,3,,,,0.6666666666666666,compromise,Female,30
55,48,,5,0.625,0,1.6,0.6,"1,1,1,1,1","0,1,1,1,0","1,0,0,0,1",40,2.2284,55,1.8794,58,2,,,,0.8333333333333334,compromise,Female,30
55,49,,45,0.75,0,2,0.755555556,"9,9,9,9,9","5,7,6,8,8","4,2,3,1,1",40,2.2632,45,1.2798,56,3,,,,0.3125,compromise,Female,30
55,50,,45,0.625,0,1.7,0.622222222,"9,9,9,9,9","5,6,5,5,7","4,3,4,4,2",40,1.2007,55,2.3761,58,2,,,,0.8333333333333334,compromise,Female,30
55,51,,45,0.25,1,1.8,0.244444444,"9,9,9,9,9","1,3,1,4,2","8,6,8,5,7",75,1.0411,75,1.6368,75,2,,,,NA,NA,Female,30
55,52,,45,0.625,0,1.6,0.622222222,"9,9,9,9,9","5,6,6,7,4","4,3,3,2,5",55,1.777,60,1.685,72,3,,,,0.29411764705882354,compromise,Female,30
55,53,,5,0.125,0,1.9,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",76,2.9508,65,1.9927,60,1,,,,0.6875,compromise,Female,30
55,54,,5,0.5,1,1.7,0.6,"1,1,1,1,1","1,1,1,0,0","0,0,0,1,1",60,3.8739,60,2.1708,60,1,,,,NA,NA,Female,30
56,1,,5,0.5,0,1.5,0.6,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",60,5.4168,60,5.641,44,3,,,,0,stay,Female,25
56,2,,5,0.25,0,2,0.2,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",10,5.197,15,4.5163,27,1,,,,0.29411764705882354,compromise,Female,25
56,3,,45,0.25,0,1.8,0.244444444,"9,9,9,9,9","2,0,2,4,3","7,9,7,5,6",60,3.6837,50,4.0606,45,3,,,,0.6666666666666666,compromise,Female,25
56,4,,5,0.375,0,2,0.4,"1,1,1,1,1","0,1,0,1,0","1,0,1,0,1",20,5.8702,30,3.6301,36,1,,,,0.625,compromise,Female,25
56,5,,5,0.5,0,1.7,0.6,"1,1,1,1,1","1,1,1,0,0","0,0,0,1,1",75,2.9514,75,4.6244,57,2,,,,0,stay,Female,25
56,6,,5,0.75,0,1.5,0.8,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",80,4.0006,80,4.6438,65,1,,,,0,stay,Female,25
56,7,,45,0.75,1,1.8,0.755555556,"9,9,9,9,9","6,7,8,6,7","3,2,1,3,2",90,2.6371000000000002,90,2.8739,91,1,,,,0,stay,Female,25
56,8,,45,0.25,0,1.8,0.244444444,"9,9,9,9,9","0,3,3,2,3","9,6,6,7,6",25,2.3363,15,3.5299,9,2,,,,0.625,compromise,Female,25
56,9,,5,0.5,0,1.7,0.6,"1,1,1,1,1","0,0,1,1,1","1,1,0,0,0",70,6.2664,70,4.9414,55,1,,,,0,stay,Female,25
56,10,,45,0.5,0,2,0.511111111,"9,9,9,9,9","6,4,3,6,4","3,5,6,3,5",50,1.9202,55,2.6966,65,1,,,,0.3333333333333333,compromise,Female,25
56,11,,5,0.125,0,1.6,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",10,2.7197,15,2.9582,25,3,,,,0.3333333333333333,compromise,Female,25
56,12,,5,0.75,0,1.7,0.8,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",85,3.1544,85,3.2068,69,2,,,,0,stay,Female,25
56,13,,5,0.25,0,1.7,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",15,3.1513,25,2.9952,30,3,,,,0.6666666666666666,compromise,Female,25
56,14,,5,0.5,1,1.6,0.6,"1,1,1,1,1","0,1,1,1,0","1,0,0,0,1",66,1.8872,66,2.5243,65,3,,,,0,stay,Female,25
56,15,,5,0.625,0,1.6,0.6,"1,1,1,1,1","0,0,1,1,1","1,1,0,0,0",70,2.8183,60,3.2406,55,2,,,,0.6666666666666666,compromise,Female,25
56,16,,5,0.875,0,1.6,0.8,"1,1,1,1,1","1,1,0,1,1","0,0,1,0,0",90,3.4297,85,5.1108,72,3,,,,0.2777777777777778,compromise,Female,25
56,17,,5,0,1,1.9,0,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",5,4.4659,5,2.395,3,3,,,,0,stay,Female,25
56,18,,45,1,1,1.7,1,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",97,2.196,97,2.7106,98,3,,,,0,stay,Female,25
56,19,,45,0.25,0,1.8,0.244444444,"9,9,9,9,9","1,2,3,4,1","8,7,6,5,8",25,5.5956,40,3.1947,40,1,,,,1,copy,Female,25
56,20,,5,0.625,0,1.7,0.6,"1,1,1,1,1","1,1,0,0,1","0,0,1,1,0",60,1.8176,60,2.8904,75,1,,,,0,stay,Female,25
56,21,,45,0.375,0,1.5,0.377777778,"9,9,9,9,9","3,3,2,4,5","6,6,7,5,4",55,1.9667,45,3.2485,40,3,,,,0.6666666666666666,compromise,Female,25
56,22,,45,0.125,0,1.6,0.133333333,"9,9,9,9,9","1,3,1,0,1","8,6,8,9,8",22,1.9684,21,3.3072,5,1,,,,0.058823529411764705,compromise,Female,25
56,23,,45,0.125,1,1.9,0.133333333,"9,9,9,9,9","1,0,3,1,1","8,9,6,8,8",20,2.113,20,3.2472,75,1,,,,0,stay,Female,25
56,24,,45,0.625,0,1.5,0.622222222,"9,9,9,9,9","7,7,4,4,6","2,2,5,5,3",65,2.3201,65,2.3782,50,2,,,,0,stay,Female,25
56,25,,45,0.75,0,1.6,0.755555556,"9,9,9,9,9","5,6,6,8,9","4,3,3,1,0",82,4.5042,82,4.7619,65,2,,,,0,stay,Female,25
56,26,,5,0,1,1.7,0,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",10,2.6459,10,3.2107,11,3,,,,0,stay,Female,25
56,27,,45,0.375,0,1.5,0.377777778,"9,9,9,9,9","3,3,4,5,2","6,6,5,4,7",55,2.2538,55,3.2919,40,2,,,,0,stay,Female,25
56,28,,45,0.25,1,1.8,0.244444444,"9,9,9,9,9","3,3,1,3,1","6,6,8,6,8",36,3.3996,36,2.7964,80,1,,,,0,stay,Female,25
56,29,,45,0.5,0,1.6,0.511111111,"9,9,9,9,9","3,4,5,7,4","6,5,4,2,5",48,2.8501,48,5.1466,65,2,,,,0,stay,Female,25
56,30,,45,0.875,1,1.7,0.866666667,"9,9,9,9,9","9,8,6,7,9","0,1,3,2,0",78,2.7536,78,3.5092,4,1,,,,0,stay,Female,25
56,31,,45,0.125,0,2,0.133333333,"9,9,9,9,9","1,1,3,0,1","8,8,6,9,8",33,2.4542,21,3.508,15,2,,,,0.6666666666666666,compromise,Female,25
56,32,,5,0.375,0,1.8,0.4,"1,1,1,1,1","0,1,0,1,0","1,0,1,0,1",60,3.4631,55,3.5793,45,3,,,,0.3333333333333333,compromise,Female,25
56,33,,45,0.375,0,1.9,0.377777778,"9,9,9,9,9","4,4,3,6,0","5,5,6,3,9",65,3.1205,60,4.9412,47,1,,,,0.2777777777777778,compromise,Female,25
56,34,,5,0.25,0,1.5,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",20,3.2172,20,3.4083,35,2,,,,0,stay,Female,25
56,35,,5,0.625,0,1.7,0.6,"1,1,1,1,1","0,0,1,1,1","1,1,0,0,0",66,5.2368,66,4.5584,51,3,,,,0,stay,Female,25
56,36,,5,0.875,0,1.8,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",90,2.9871,90,3.1243,74,1,,,,0,stay,Female,25
56,37,,45,0.125,0,1.8,0.133333333,"9,9,9,9,9","2,2,0,1,1","7,7,9,8,8",40,4.7168,30,3.7786,24,3,,,,0.625,compromise,Female,25
56,38,,45,0.625,0,1.8,0.622222222,"9,9,9,9,9","3,9,6,4,6","6,0,3,5,3",64,6.2187,50,3.3643,49,3,,,,0.9333333333333333,compromise,Female,25
56,39,,5,0.125,0,1.6,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",33,7.5525,20,5.3469,15,1,,,,0.7222222222222222,compromise,Female,25
56,40,,45,0.5,0,1.5,0.511111111,"9,9,9,9,9","7,3,6,3,4","2,6,3,6,5",48,3.2313,55,5.2324,65,3,,,,0.4117647058823529,compromise,Female,25
56,41,,45,0.625,0,1.6,0.622222222,"9,9,9,9,9","3,7,5,5,8","6,2,4,4,1",76,6.9701,65,8.625,58,1,,,,0.6111111111111112,compromise,Female,25
56,42,,5,0.375,0,1.7,0.4,"1,1,1,1,1","0,1,1,0,0","1,0,0,1,1",40,6.5368,40,5.3287,25,2,,,,0,stay,Female,25
56,43,,45,0,1,1.5,0,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",11,9.4368,11,4.9587,10,3,,,,0,stay,Female,25
56,44,,5,0.75,0,1.9,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",80,9.1671,80,5.1632,65,3,,,,0,stay,Female,25
56,45,,45,0.75,0,2,0.755555556,"9,9,9,9,9","6,6,8,7,7","3,3,1,2,2",76,3.2689,72,4.2144,60,3,,,,0.25,compromise,Female,25
56,46,,5,1,1,1.9,1,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",95,5.4138,95,3.9487,95,3,,,,NA,NA,Female,25
56,47,,5,0.125,0,2,0.2,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",20,4.1508,20,3.9411,5,2,,,,0,stay,Female,25
56,48,,5,0.875,0,1.8,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",80,3.1871,85,3.2759,96,2,,,,0.3125,compromise,Female,25
56,49,,45,0.75,0,1.9,0.755555556,"9,9,9,9,9","6,9,7,6,6","3,0,2,3,3",67,2.37,67,3.0412,82,1,,,,0,stay,Female,25
56,50,,5,0.625,1,1.6,0.6,"1,1,1,1,1","1,1,1,0,0","0,0,0,1,1",65,3.7044,65,2.8413,16,1,,,,0,stay,Female,25
56,51,,5,0.375,1,1.8,0.4,"1,1,1,1,1","0,1,0,0,1","1,0,1,1,0",44,2.8003,44,3.6145,45,1,,,,0,stay,Female,25
56,52,,45,0.875,0,2,0.866666667,"9,9,9,9,9","8,8,8,8,7","1,1,1,1,2",88,5.387,88,7.6605,73,3,,,,0,stay,Female,25
56,53,,45,0.875,0,1.7,0.866666667,"9,9,9,9,9","8,8,8,7,8","1,1,1,2,1",83,8.9335,83,5.6108,99,2,,,,0,stay,Female,25
56,54,,45,0.875,0,2,0.866666667,"9,9,9,9,9","9,7,8,8,7","0,2,1,1,2",97,6.2164,95,3.512,80,1,,,,0.11764705882352941,compromise,Female,25
57,1,,45,0.875,0,1.9,0.866666667,"9,9,9,9,9","8,8,6,9,8","1,1,3,0,1",85,4.0122,85,2.8578,100,3,,,,0,stay,Female,24
57,2,,5,0.875,0,2,0.8,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",70,7.2436,75,2.7295,85,3,,,,0.3333333333333333,compromise,Female,24
57,3,,5,0.75,0,2,0.8,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",70,4.2461,75,3.3962,85,3,,,,0.3333333333333333,compromise,Female,24
57,4,,45,0.375,0,1.6,0.377777778,"9,9,9,9,9","3,4,5,2,3","6,5,4,7,6",35,5.2286,40,2.2249,50,1,,,,0.3333333333333333,compromise,Female,24
57,5,,5,0.25,0,1.9,0.2,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",25,6.1944,20,2.8614,7,3,,,,0.2777777777777778,compromise,Female,24
57,6,,5,0.375,0,2,0.4,"1,1,1,1,1","0,0,0,1,1","1,1,1,0,0",40,5.878,35,2.9127,24,3,,,,0.3125,compromise,Female,24
57,7,,45,0.25,1,2,0.244444444,"9,9,9,9,9","1,5,2,2,1","8,4,7,7,8",25,1.9482,30,4.057,82,1,,,,0.087719298,compromise,Female,24
57,8,,5,0.375,1,1.8,0.4,"1,1,1,1,1","1,0,0,0,1","0,1,1,1,0",20,4.0796,20,2.292,18,1,,,,0,stay,Female,24
