sID,trialNumber,nTotal,true_ratio,given_ratio,seen_ratio,ITI,nMushrooms,nBlue,nRed,estimate,estimateRT,confidence,confidenceRT,traits
12,37,25,0.875,1,1,1.9,"7,1,2,9,6","7,1,2,9,6","0,0,0,0,0",72,2.367575,2,3.103315,Warm Imaginative
12,38,5,0.625,0.475,0.4,1.9,"1,1,1,1,1","0,0,1,0,1","1,1,0,1,0",66,0.796655,2,1.463745,Warm Imaginative
12,39,25,1,1,1,1.9,"4,1,2,9,9","4,1,2,9,9","0,0,0,0,0",86,2.575545,2,3.274765,Warm Imaginative
12,40,45,0.5,0.65,0.644444444,1.7,"9,9,9,9,9","6,7,6,4,6","3,2,3,5,3",74,2.205945,2,3.08209,Warm Imaginative
12,41,5,1,0.85,0.8,1.5,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",75,0.94526,2,1.548805,Warm Imaginative
12,42,25,0,0.15,0.16,1.9,"3,2,4,9,7","1,0,0,2,1","2,2,4,7,6",20,1.121645,2,1.704365,Warm Imaginative
12,43,5,0.25,0.4,0.4,1.6,"1,1,1,1,1","0,0,1,0,1","1,1,0,1,0",50,1.13668,2,2.24501,Warm Imaginative
12,44,5,0.875,0.875,0.8,1.6,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",63,0.820895,2,1.59959,Warm Imaginative
12,45,25,1,1,1,1.6,"3,7,3,8,4","3,7,3,8,4","0,0,0,0,0",85,1.53178,2,2.46609,Warm Imaginative
12,46,5,0.125,0.125,0.2,1.6,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",71,4.703225,1,5.972515,Warm Imaginative
12,47,45,0.875,0.875,0.866666667,1.6,"9,9,9,9,9","5,9,9,8,8","4,0,0,1,1",88,1.6563,2,2.52367,Warm Imaginative
12,48,45,0.875,0.725,0.733333333,1.8,"9,9,9,9,9","7,5,8,7,6","2,4,1,2,3",77,25.279475,2,26.401625,Warm Imaginative
12,49,5,0.375,0.375,0.4,1.5,"1,1,1,1,1","0,0,1,0,1","1,1,0,1,0",70,2.243635,2,3.419865,Warm Imaginative
12,50,5,0.125,0,0,1.6,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",78,1.015765,2,1.868895,Warm Imaginative
12,51,45,0.75,0.75,0.755555556,1.6,"9,9,9,9,9","6,5,9,6,8","3,4,0,3,1",82,1.30167,2,1.98953,Warm Imaginative
12,52,45,0.5,0.5,0.511111111,2,"9,9,9,9,9","6,4,4,6,3","3,5,5,3,6",65,1.70176,1,3.48787,Warm Imaginative
12,53,25,1,0.85,0.84,2,"8,8,2,3,4","6,7,2,2,4","2,1,0,1,0",78,1.10227,2,1.9487,Warm Imaginative
12,54,25,0.75,0.6,0.6,1.5,"6,1,8,2,8","4,1,4,2,4","2,0,4,0,4",67,0.749265,2,1.593245,Warm Imaginative
12,55,45,0.125,0.125,0.133333333,1.9,"9,9,9,9,9","2,1,0,2,1","7,8,9,7,8",71,9.07213,2,9.781795,Warm Imaginative
12,56,25,0.75,0.9,0.92,1.7,"6,5,5,1,8","5,4,5,1,8","1,1,0,0,0",75,1.17567,2,2.247665,Warm Imaginative
12,57,25,0,0,0,1.8,"2,2,6,6,9","0,0,0,0,0","2,2,6,6,9",33,1.019575,2,2.17237,Warm Imaginative
12,58,5,0.625,0.775,0.8,1.7,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",26,1.577745,2,3.4358,Warm Imaginative
12,59,25,0.125,0,0,1.9,"9,1,4,4,7","0,0,0,0,0","9,1,4,4,7",76,1.78861,2,2.309015,Warm Imaginative
12,60,25,0.375,0.225,0.24,1.6,"1,1,9,7,7","1,1,3,1,0","0,0,6,6,7",34,1.65348,2,2.192305,Warm Imaginative
12,61,45,0,0,0,1.9,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",29,12.38195,2,15.044125,Warm Imaginative
12,62,5,0.5,0.65,0.6,1.8,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",78,1.209805,2,2.693815,Warm Imaginative
12,63,5,0.375,0.525,0.6,2,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",28,1.74256,2,2.30254,Warm Imaginative
12,64,5,0,0,0,1.5,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",27,1.33007,2,2.152635,Warm Imaginative
12,65,5,0.5,0.35,0.4,1.9,"1,1,1,1,1","0,1,0,1,0","1,0,1,0,1",15,2.084735,2,2.821605,Warm Imaginative
12,66,25,0,0,0,1.9,"2,9,8,3,3","0,0,0,0,0","2,9,8,3,3",10,0.913415,2,1.72544,Warm Imaginative
12,67,25,0.875,0.725,0.72,1.5,"3,7,5,9,1","2,5,4,6,1","1,2,1,3,0",74,1.106815,2,1.80347,Warm Imaginative
12,68,45,0.125,0,0,1.7,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",12,1.00225,2,1.639975,Warm Imaginative
12,69,5,0.625,0.625,0.6,1.6,"1,1,1,1,1","1,1,0,0,1","0,0,1,1,0",26,0.988575,2,1.65177,Warm Imaginative
12,70,25,0.625,0.475,0.48,1.9,"1,5,7,3,9","0,3,3,1,5","1,2,4,2,4",73,0.79568,2,1.636435,Warm Imaginative
12,71,45,0.25,0.1,0.111111111,1.7,"9,9,9,9,9","2,2,1,0,0","7,7,8,9,9",23,1.59401,2,2.40763,Warm Imaginative
12,72,45,0.625,0.475,0.466666667,2,"9,9,9,9,9","1,5,6,5,4","8,4,3,4,5",66,1.29244,2,1.83864,Warm Imaginative
12,73,5,0.75,0.6,0.6,1.6,"1,1,1,1,1","1,0,1,0,1","0,1,0,1,0",34,1.472365,2,2.05613,Warm Imaginative
12,74,25,0.875,0.875,0.88,1.8,"1,5,1,9,9","1,5,1,7,8","0,0,0,2,1",75,1.017175,2,1.634865,Warm Imaginative
12,75,45,0,0,0,1.7,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",23,1.214145,2,1.997185,Warm Imaginative
12,76,45,0.625,0.625,0.622222222,1.7,"9,9,9,9,9","6,5,4,7,6","3,4,5,2,3",70,1.07276,2,1.70724,Warm Imaginative
12,77,5,0.875,0.725,0.8,2,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",66,3.99187,2,4.649975,Warm Imaginative
12,78,5,0.375,0.225,0.2,1.8,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",40,1.430625,2,2.05193,Warm Imaginative
12,79,45,0.75,0.9,0.911111111,1.6,"9,9,9,9,9","9,9,7,9,7","0,0,2,0,2",68,2.979375,2,3.64212,Warm Imaginative
12,80,5,0.75,0.75,0.8,2,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",36,1.480695,2,2.243925,Warm Imaginative
12,81,45,0.375,0.375,0.377777778,1.6,"9,9,9,9,9","4,3,3,2,5","5,6,6,7,4",20,1.035555,2,1.83766,Warm Imaginative
13,1,5,0.75,0.9,1,2,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",25,4.394315,3,5.57793,Responsible Kind
13,2,25,0.625,0.625,0.64,1.5,"6,9,6,1,3","5,4,6,0,1","1,5,0,1,2",54,5.916575,3,6.84715,Responsible Kind
13,3,5,0,0,0,1.8,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",0,6.583405,3,7.614245,Responsible Kind
13,4,45,0.25,0.4,0.4,1.7,"9,9,9,9,9","1,5,4,5,3","8,4,5,4,6",38,2.075315,3,3.29582,Responsible Kind
13,5,45,0.125,0.275,0.266666667,1.8,"9,9,9,9,9","4,1,2,3,2","5,8,7,6,7",26,3.563715,3,4.647665,Responsible Kind
13,6,45,0,0,0,2,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",0,1.929135,3,2.832345,Responsible Kind
13,7,5,0.125,0,0,1.5,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",0,1.79634,3,2.67906,Responsible Kind
13,8,45,0.5,0.5,0.511111111,1.6,"9,9,9,9,9","5,5,6,3,4","4,4,3,6,5",59,2.562395,3,3.911115,Responsible Kind
13,9,45,0.625,0.475,0.466666667,1.8,"9,9,9,9,9","5,3,3,5,5","4,6,6,4,4",43,2.14482,3,3.72885,Responsible Kind
13,10,5,0.125,0.275,0.2,2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",10,2.91156,3,3.878045,Responsible Kind
13,11,25,0,0,0,1.5,"1,7,8,6,3","0,0,0,0,0","1,7,8,6,3",0,1.36348,3,2.96399,Responsible Kind
13,12,5,0.25,0.1,0.2,1.6,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",20,3.37878,3,4.646125,Responsible Kind
13,13,5,0.5,0.65,0.6,1.7,"1,1,1,1,1","1,0,0,1,1","0,1,1,0,0",60,2.74629,3,3.646645,Responsible Kind
13,14,25,0.25,0.1,0.12,1.8,"5,5,7,7,1","2,0,0,1,0","3,5,7,6,1",15,2.9751,3,3.97554,Responsible Kind
13,15,45,0.25,0.1,0.111111111,2,"9,9,9,9,9","3,0,0,0,2","6,9,9,9,7",16,4.646285,3,5.64649,Responsible Kind
13,16,25,0.125,0.275,0.28,1.9,"5,6,7,2,5","1,2,4,0,0","4,4,3,2,5",15,2.379825,2,3.8293,Responsible Kind
13,17,5,0,0.15,0.2,1.9,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",20,4.678495,3,5.727965,Responsible Kind
13,18,25,0.875,0.875,0.88,1.7,"3,4,4,9,5","3,4,2,9,4","0,0,2,0,1",90,4.047635,3,4.91356,Responsible Kind
13,19,25,0.75,0.9,0.92,1.8,"1,8,5,9,2","1,7,4,9,2","0,1,1,0,0",92,4.29699,3,5.08007,Responsible Kind
13,20,25,0.25,0.25,0.24,1.8,"7,9,1,5,3","3,0,1,1,1","4,9,0,4,2",34,3.062495,3,4.459135,Responsible Kind
13,21,45,0.75,0.9,0.911111111,1.7,"9,9,9,9,9","8,8,9,8,8","1,1,0,1,1",88,5.24714,3,6.29746,Responsible Kind
13,22,45,0.375,0.525,0.533333333,1.7,"9,9,9,9,9","4,4,6,6,4","5,5,3,3,5",78,1.19756,3,2.512235,Responsible Kind
13,23,25,0.875,0.725,0.72,1.5,"2,4,6,4,9","1,3,5,3,6","1,1,1,1,3",80,3.91441,3,5.03115,Responsible Kind
13,24,25,1,1,1,1.7,"8,9,2,1,5","8,9,2,1,5","0,0,0,0,0",100,3.21272,3,4.11192,Responsible Kind
13,25,25,0.5,0.65,0.64,1.5,"2,3,5,7,8","1,1,2,5,7","1,2,3,2,1",56,2.36193,3,3.67869,Responsible Kind
13,26,45,0.875,1,1,2,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,1.69514,3,2.528175,Responsible Kind
13,27,25,0.5,0.35,0.36,1.9,"4,3,9,5,4","2,0,3,3,1","2,3,6,2,3",32,3.56307,3,5.133295,Responsible Kind
13,28,45,1,0.85,0.844444444,2,"9,9,9,9,9","5,8,7,9,9","4,1,2,0,0",87,1.144685,3,3.695445,Responsible Kind
13,29,45,0.75,0.75,0.755555556,1.9,"9,9,9,9,9","7,9,6,6,6","2,0,3,3,3",81,1.846865,3,3.112705,Responsible Kind
13,30,25,0.125,0.125,0.12,1.5,"6,7,2,3,7","0,1,1,1,0","6,6,1,2,7",15,1.99485,3,3.17742,Responsible Kind
13,31,25,0.625,0.775,0.76,1.5,"6,9,5,3,2","5,6,4,2,2","1,3,1,1,0",68,2.993755,3,4.23074,Responsible Kind
13,32,25,0,0,0,2,"4,6,4,4,7","0,0,0,0,0","4,6,4,4,7",8,2.597275,3,3.896685,Responsible Kind
13,33,45,0.625,0.625,0.622222222,1.9,"9,9,9,9,9","5,5,6,5,7","4,4,3,4,2",70,0.85647,3,2.07885,Responsible Kind
13,34,45,0,0,0,1.9,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",0,1.092465,3,2.391935,Responsible Kind
13,35,25,0.5,0.5,0.52,1.8,"2,8,2,4,9","0,5,1,3,4","2,3,1,1,5",55,3.814505,3,5.15207,Responsible Kind
13,36,25,0.625,0.475,0.48,1.8,"9,8,3,3,2","5,2,2,2,1","4,6,1,1,1",46,2.280015,3,3.96346,Responsible Kind
13,37,5,0.75,0.75,0.8,1.9,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",80,2.562975,3,3.91231,Responsible Kind
13,38,25,0.75,0.6,0.6,1.7,"7,4,1,4,9","5,2,1,2,5","2,2,0,2,4",76,1.87968,3,2.945425,Responsible Kind
13,39,5,0,0,0,1.9,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",0,1.629205,3,2.964455,Responsible Kind
13,40,45,1,1,1,1.7,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,2.329385,3,3.12825,Responsible Kind
13,41,45,0.125,0,0,1.9,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",0,3.998155,3,4.92972,Responsible Kind
13,42,25,1,0.85,0.84,1.5,"8,2,4,7,4","6,2,3,6,4","2,0,1,1,0",92,3.26296,3,4.166215,Responsible Kind
13,43,5,0.25,0.4,0.4,1.9,"1,1,1,1,1","1,0,0,0,1","0,1,1,1,0",40,3.964595,3,4.83271,Responsible Kind
13,44,25,0.375,0.525,0.52,2,"2,8,7,3,5","0,5,5,2,1","2,3,2,1,4",48,1.97872,3,3.376425,Responsible Kind
13,45,25,0.875,1,1,1.6,"4,8,9,3,1","4,8,9,3,1","0,0,0,0,0",100,1.61138,3,2.54468,Responsible Kind
13,46,5,1,1,1,1.5,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",100,1.378105,3,2.310995,Responsible Kind
13,47,45,0.5,0.35,0.355555556,1.9,"9,9,9,9,9","4,3,3,4,2","5,6,6,5,7",33,1.24586,3,2.645225,Responsible Kind
13,48,45,0.5,0.65,0.644444444,1.7,"9,9,9,9,9","4,6,5,7,7","5,3,4,2,2",74,1.428045,3,2.29504,Responsible Kind
13,49,45,0.625,0.775,0.777777778,1.9,"9,9,9,9,9","5,7,8,8,7","4,2,1,1,2",79,6.73064,3,5.9326,Responsible Kind
13,50,25,0.125,0,0,1.9,"8,6,8,1,2","0,0,0,0,0","8,6,8,1,2",0,1.547375,3,2.899715,Responsible Kind
13,51,5,0.75,0.6,0.6,2,"1,1,1,1,1","1,0,1,1,0","0,1,0,0,1",16,1.36215,3,2.82847,Responsible Kind
13,52,5,0.375,0.225,0.2,1.7,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",20,2.27994,3,3.295665,Responsible Kind
13,53,45,0,0.15,0.155555556,1.5,"9,9,9,9,9","1,1,2,1,2","8,8,7,8,7",34,6.629775,3,7.64615,Responsible Kind
13,54,25,0.375,0.225,0.24,1.8,"7,4,2,5,7","1,2,2,1,0","6,2,0,4,7",45,2.562235,3,3.3617,Responsible Kind
13,55,5,0.25,0.25,0.2,1.8,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",20,2.661195,3,3.4276,Responsible Kind
13,56,45,0.75,0.6,0.6,1.7,"9,9,9,9,9","5,6,5,5,6","4,3,4,4,3",66,1.061605,3,2.47824,Responsible Kind
13,57,5,0.625,0.625,0.6,1.9,"1,1,1,1,1","0,0,1,1,1","1,1,0,0,0",60,2.84603,3,4.35834,Responsible Kind
13,58,5,0.625,0.475,0.4,1.6,"1,1,1,1,1","0,0,1,0,1","1,1,0,1,0",20,6.864005,3,11.734525,Responsible Kind
13,59,5,0.375,0.375,0.4,1.5,"1,1,1,1,1","0,0,1,1,0","1,1,0,0,1",40,3.077725,3,4.07722,Responsible Kind
13,60,45,0.125,0.125,0.133333333,1.8,"9,9,9,9,9","1,4,0,0,1","8,5,9,9,8",18,3.482295,3,4.765885,Responsible Kind
13,61,5,1,0.85,0.8,1.9,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",80,3.01508,3,3.66308,Responsible Kind
13,62,25,0.25,0.4,0.4,1.7,"5,8,4,2,6","1,3,3,1,2","4,5,1,1,4",45,1.31084,3,2.561735,Responsible Kind
13,63,5,0.375,0.525,0.6,1.5,"1,1,1,1,1","1,0,1,0,1","0,1,0,1,0",60,3.945415,3,4.995275,Responsible Kind
13,64,5,0.5,0.35,0.4,1.5,"1,1,1,1,1","1,0,0,0,1","0,1,1,1,0",40,4.812765,3,5.96253,Responsible Kind
13,65,5,0.875,0.875,0.8,2,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",80,4.07948,3,4.84599,Responsible Kind
13,66,25,0.375,0.375,0.36,1.8,"8,9,2,5,1","4,2,1,2,0","4,7,1,3,1",48,5.229245,3,6.42983,Responsible Kind
13,67,5,0.625,0.775,0.8,2,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",80,3.362085,3,4.19584,Responsible Kind
13,68,5,0.125,0.125,0.2,1.5,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",20,2.661555,3,3.779015,Responsible Kind
13,69,25,0,0.15,0.16,1.6,"6,4,7,2,6","2,0,0,1,1","4,4,7,1,5",25,5.434705,3,6.363625,Responsible Kind
13,70,45,0.375,0.225,0.222222222,1.5,"9,9,9,9,9","6,1,0,1,2","3,8,9,8,7",24,5.52634,3,6.342125,Responsible Kind
13,71,5,0.5,0.5,0.6,2,"1,1,1,1,1","1,1,1,0,0","0,0,0,1,1",60,1.346465,3,2.629245,Responsible Kind
13,72,45,0.875,0.725,0.733333333,1.8,"9,9,9,9,9","5,6,5,8,9","4,3,4,1,0",85,2.644915,3,3.34562,Responsible Kind
13,73,45,1,1,1,1.6,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",100,0.9412,3,2.04304,Responsible Kind
13,74,45,0.25,0.25,0.244444444,1.8,"9,9,9,9,9","2,4,0,2,3","7,5,9,7,6",32,2.61238,3,4.27886,Responsible Kind
13,75,45,0.875,0.875,0.866666667,1.7,"9,9,9,9,9","9,8,8,8,6","0,1,1,1,3",83,1.0593,3,2.65885,Responsible Kind
13,76,5,1,1,1,1.7,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",100,0.94571,3,1.99429,Responsible Kind
13,77,5,0.875,0.725,0.8,2,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",80,5.56293,3,6.29757,Responsible Kind
13,78,25,0.75,0.75,0.76,1.5,"1,7,4,6,7","0,6,3,6,4","1,1,1,0,3",90,3.280055,3,3.99904,Responsible Kind
13,79,5,0.875,1,1,1.8,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",100,1.913915,3,2.847815,Responsible Kind
13,80,25,1,1,1,1.6,"9,5,2,2,7","9,5,2,2,7","0,0,0,0,0",100,1.04718,3,2.3091,Responsible Kind
13,81,45,0.375,0.375,0.377777778,1.6,"9,9,9,9,9","5,5,0,3,4","4,4,9,6,5",76,2.37951,3,3.696525,Responsible Kind
14,1,25,1,1,1,1.8,"7,3,8,6,1","7,3,8,6,1","0,0,0,0,0",95,8.19687,3,9.439255,Efficient Kind
14,2,25,0,0,0,2,"7,4,6,3,5","0,0,0,0,0","7,4,6,3,5",5,8.25436,3,9.62506,Efficient Kind
14,3,45,1,1,1,1.5,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",95,4.27283,3,5.87758,Efficient Kind
14,4,5,1,1,1,1.5,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",70,6.704635,1,9.375655,Efficient Kind
14,5,45,1,1,1,1.6,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",95,19.70237,3,21.50143,Efficient Kind
14,6,5,0.125,0,0,1.9,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",20,7.013555,1,10.922295,Efficient Kind
14,7,45,0.875,1,1,1.6,"9,9,9,9,9","9,9,9,9,9","0,0,0,0,0",85,4.004395,3,7.689975,Efficient Kind
14,8,45,0.75,0.75,0.755555556,1.7,"9,9,9,9,9","7,6,6,7,8","2,3,3,2,1",70,10.99672,2,12.366165,Efficient Kind
14,9,5,0.5,0.65,0.6,2,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",60,26.49019,2,28.311885,Efficient Kind
14,10,5,0.25,0.1,0.2,2,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",20,9.47097,1,10.86508,Efficient Kind
14,11,25,0.875,0.725,0.72,1.6,"6,3,4,7,5","5,2,2,5,4","1,1,2,2,1",72,8.931465,2,10.237035,Efficient Kind
14,12,45,0.5,0.35,0.355555556,1.6,"9,9,9,9,9","2,4,4,3,3","7,5,5,6,6",20,5.0699,2,8.31297,Efficient Kind
14,13,25,0.125,0.125,0.12,1.9,"9,2,2,5,7","0,0,1,1,1","9,2,1,4,6",12,6.43219,2,11.19618,Efficient Kind
14,14,45,0.5,0.5,0.511111111,1.7,"9,9,9,9,9","5,2,3,7,6","4,7,6,2,3",55,5.186935,1,7.420655,Efficient Kind
14,15,25,0.625,0.625,0.64,1.6,"9,7,2,4,3","9,2,2,2,1","0,5,0,2,2",58,5.488005,1,6.920595,Efficient Kind
14,16,5,0.375,0.375,0.4,1.9,"1,1,1,1,1","1,0,0,1,0","0,1,1,0,1",40,11.67469,1,13.22128,Efficient Kind
14,17,5,0,0,0,1.5,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",5,6.57064,1,7.88798,Efficient Kind
14,18,5,0.75,0.75,0.8,1.9,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",80,8.320185,1,9.55595,Efficient Kind
14,19,25,0.75,0.75,0.76,2,"9,3,7,3,3","5,2,6,3,3","4,1,1,0,0",68,5.753375,2,7.887265,Efficient Kind
14,20,25,0.875,1,1,1.9,"1,5,4,6,9","1,5,4,6,9","0,0,0,0,0",85,5.482765,2,9.749345,Efficient Kind
14,21,5,0.125,0.275,0.2,1.7,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",20,13.837665,1,15.29171,Efficient Kind
14,22,45,0.875,0.875,0.866666667,1.7,"9,9,9,9,9","8,8,9,8,6","1,1,0,1,3",72,6.399475,2,7.871895,Efficient Kind
14,23,5,0,0,0,1.6,"1,1,1,1,1","0,0,0,0,0","1,1,1,1,1",6,6.963205,1,11.24259,Efficient Kind
14,24,25,0,0,0,2,"3,1,4,8,9","0,0,0,0,0","3,1,4,8,9",15,26.20576,1,35.50695,Efficient Kind
14,25,5,1,1,1,2,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",95,6.458865,1,7.903985,Efficient Kind
14,26,45,0.375,0.375,0.377777778,1.7,"9,9,9,9,9","3,6,2,4,2","6,3,7,5,7",30,6.545995,2,7.953705,Efficient Kind
14,27,5,0.875,0.725,0.8,1.9,"1,1,1,1,1","1,1,0,1,1","0,0,1,0,0",80,6.81718,1,8.250495,Efficient Kind
14,28,45,0.125,0.275,0.266666667,1.5,"9,9,9,9,9","2,2,3,3,2","7,7,6,6,7",24,7.286445,2,9.516705,Efficient Kind
14,29,45,0.25,0.25,0.244444444,1.9,"9,9,9,9,9","2,3,4,0,2","7,6,5,9,7",30,6.541325,2,8.05361,Efficient Kind
14,30,25,0.375,0.375,0.36,1.5,"9,6,7,1,2","4,2,2,0,1","5,4,5,1,1",35,9.290845,2,10.697725,Efficient Kind
14,31,25,1,1,1,1.9,"6,2,3,7,7","6,2,3,7,7","0,0,0,0,0",86,5.23023,2,7.61155,Efficient Kind
14,32,45,0.625,0.775,0.777777778,1.8,"9,9,9,9,9","8,7,7,7,6","1,2,2,2,3",73,8.06253,3,9.955335,Efficient Kind
14,33,25,0.625,0.775,0.76,1.7,"2,5,4,8,6","2,5,3,3,6","0,0,1,5,0",76,5.402945,2,6.82708,Efficient Kind
14,34,5,0.25,0.25,0.2,1.6,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",20,3.86296,1,5.07308,Efficient Kind
14,35,5,1,0.85,0.8,1.5,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",80,3.982855,1,5.1436,Efficient Kind
14,36,45,1,0.85,0.844444444,1.7,"9,9,9,9,9","9,7,7,9,6","0,2,2,0,3",83,5.777045,3,7.67085,Efficient Kind
14,37,25,1,0.85,0.84,1.6,"2,4,4,9,6","1,4,4,7,5","1,0,0,2,1",77,4.123335,2,5.362225,Efficient Kind
14,38,25,0.75,0.6,0.6,1.6,"8,4,8,3,2","4,2,6,1,2","4,2,2,2,0",58,3.54566,2,7.20788,Efficient Kind
14,39,25,0.25,0.4,0.4,1.6,"6,2,4,8,5","2,1,1,4,2","4,1,3,4,3",43,3.64302,2,5.639275,Efficient Kind
14,40,5,0.875,1,1,1.5,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",95,7.72843,1,10.046195,Efficient Kind
14,41,45,0.125,0,0,1.6,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",7,5.305385,3,6.62759,Efficient Kind
14,42,5,0.625,0.775,0.8,1.6,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",87,5.453845,1,7.705325,Efficient Kind
14,43,45,0.375,0.225,0.222222222,2,"9,9,9,9,9","1,4,1,2,2","8,5,8,7,7",14,4.48995,3,7.938405,Efficient Kind
14,44,25,0.5,0.5,0.52,1.9,"3,9,6,2,5","2,6,1,0,4","1,3,5,2,1",51,3.516785,2,4.833345,Efficient Kind
14,45,5,0.75,0.9,1,1.7,"1,1,1,1,1","1,1,1,1,1","0,0,0,0,0",92,4.58657,1,6.78011,Efficient Kind
14,46,25,0.25,0.25,0.24,1.9,"8,8,1,1,7","2,3,0,0,1","6,5,1,1,6",11,3.78899,2,6.033535,Efficient Kind
14,47,45,0.75,0.6,0.6,1.5,"9,9,9,9,9","7,5,4,7,4","2,4,5,2,5",55,5.589025,3,6.99319,Efficient Kind
14,48,45,0.5,0.65,0.644444444,1.7,"9,9,9,9,9","5,4,6,7,7","4,5,3,2,2",57,2.624265,2,3.839585,Efficient Kind
14,49,5,0.125,0.125,0.2,1.8,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",20,5.363765,1,7.060075,Efficient Kind
14,50,25,0.875,0.875,0.88,1.8,"3,3,5,9,5","3,3,5,7,4","0,0,0,2,1",86,4.71045,2,5.882135,Efficient Kind
14,51,25,0.5,0.65,0.64,2,"4,1,9,2,9","2,1,8,1,4","2,0,1,1,5",51,2.761045,1,5.622145,Efficient Kind
14,52,5,0,0.15,0.2,1.7,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",20,3.21526,1,4.57632,Efficient Kind
14,53,45,0,0,0,1.6,"9,9,9,9,9","0,0,0,0,0","9,9,9,9,9",5,5.493245,3,6.629145,Efficient Kind
14,54,45,0.375,0.525,0.533333333,1.5,"9,9,9,9,9","8,6,6,2,2","1,3,3,7,7",52,4.7364,2,6.026785,Efficient Kind
14,55,45,0.75,0.9,0.911111111,1.5,"9,9,9,9,9","8,9,7,9,8","1,0,2,0,1",84,5.445875,2,6.6734,Efficient Kind
14,56,25,0.75,0.9,0.92,1.9,"2,5,2,7,9","2,5,2,6,8","0,0,0,1,1",83,4.37703,2,6.270095,Efficient Kind
14,57,5,0.375,0.225,0.2,1.9,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",20,5.80942,1,7.41043,Efficient Kind
14,58,45,0.875,0.725,0.733333333,1.6,"9,9,9,9,9","8,5,7,8,5","1,4,2,1,4",65,4.273825,2,6.071785,Efficient Kind
14,59,25,0.125,0.275,0.28,1.7,"9,3,4,8,1","2,0,2,3,0","7,3,2,5,1",35,4.72348,2,6.93366,Efficient Kind
14,60,25,0,0.15,0.16,1.8,"8,2,2,4,9","0,0,0,1,3","8,2,2,3,6",35,2.555935,2,3.87993,Efficient Kind
14,61,45,0.125,0.125,0.133333333,1.9,"9,9,9,9,9","0,2,2,0,2","9,7,7,9,7",18,1.909795,2,3.69857,Efficient Kind
14,62,5,0.625,0.475,0.4,1.6,"1,1,1,1,1","0,1,1,0,0","1,0,0,1,1",40,6.949895,1,8.244375,Efficient Kind
