sID,nTotal,true_ratio,estimate
37,25,0.5,70
37,25,0,0
37,5,0.375,60
37,5,0,10
37,5,0.625,60
37,45,0.75,75
37,45,1,80
37,5,0.875,90
37,5,0.125,20
37,45,0.375,55
37,25,1,96
37,45,0.375,45
37,45,0.875,73
37,25,0.875,84
37,45,0.5,62
37,25,0.75,55
37,45,0.875,98
37,45,0,8
37,45,0.625,80
37,45,0.375,17
37,45,0,4
37,45,0.25,8
37,5,0.5,40
37,25,0.625,70
37,5,0.125,8
37,45,0.125,2
37,25,1,90
37,5,0.5,60
37,45,0.625,58
37,25,0.125,40
37,25,0.375,40
37,5,0.25,40
37,25,0.625,49
37,5,0.875,20
37,25,1,96
37,5,0.375,20
37,45,1,97
37,25,0.875,85
37,45,0.75,90
37,5,0.25,20
37,5,0,20
37,25,0.5,50
37,5,0.75,90
37,25,0.25,13
37,25,0.125,10
37,5,0.75,60
37,45,0.5,56
37,5,0.5,60
37,5,1,80
37,25,0,15
37,5,0.625,40
37,5,0.875,80
37,25,0,4
37,5,0.125,20
37,45,0.25,35
37,25,0.375,30
37,45,0.25,30
37,25,0.125,7
37,25,0.75,85
37,25,0.75,87
37,25,0.375,55
37,25,0.25,39
37,5,0.75,80
37,5,0.375,40
37,5,0,90
37,25,0.25,10
37,5,0.625,80
37,25,0.625,72
37,45,0,3
37,45,0.75,65
37,45,0.625,45
37,45,1,97
38,25,0.625,66
38,5,0.375,60
38,25,0.25,22
38,45,0.125,0
38,45,0.25,8
38,25,0,0
38,45,0.25,19
38,5,0.625,26
38,5,0.875,100
38,45,0.75,62
38,5,0.75,55
38,45,0.75,85
38,45,1,100
38,25,0.25,47
38,25,0.25,11
38,5,0.125,0
38,5,0.125,12
38,45,0.375,22
38,45,0.375,59
38,5,0.625,60
38,25,0.75,67
38,5,0.375,64
38,25,1,87
38,25,0.75,59
38,25,0.125,0
38,45,0.625,47
38,5,1,91
38,5,0.75,60
38,5,0.25,20
38,25,1,100
38,45,0.5,36
38,25,0.375,45
38,5,0.875,78
38,5,0,54
38,45,0.875,76
38,45,0.375,44
38,45,0.125,22
38,5,0.25,13
38,5,0.625,79
38,5,0.5,55
38,5,0.125,21
38,5,0.5,40
38,25,0.625,81
38,45,0.25,45
38,45,0.625,45
38,25,0.625,76
38,45,0.5,57
38,5,0,0
38,25,0.875,86
38,5,0.25,49
38,25,0.375,13
38,25,0.125,21
38,25,0,0
38,5,0.375,19
38,45,0.875,100
38,25,1,99
38,45,0,0
38,25,0.5,44
38,25,0.875,94
38,5,1,100
38,45,0.75,92
38,25,0.75,90
38,45,0.875,86
38,5,0,2
38,25,0.125,9
38,25,0.875,100
38,45,0.625,72
38,45,0.5,50
38,45,0,14
38,5,1,88
38,45,1,88
38,25,0.375,55
38,45,0.125,9
38,25,0,16
38,45,1,100
38,25,0.5,63
38,25,0.5,38
38,5,0.75,44
38,5,0.875,79
38,5,0.5,84
38,45,0,0
39,45,0.875,50
39,25,0.5,30
39,45,0.75,90
39,25,0.375,15
39,5,0.875,85
39,45,0.375,26
39,45,0.375,40
39,5,0.75,55
39,5,0.125,8
39,45,0.125,25
39,5,0.75,90
39,45,0.75,80
39,45,0.875,82
39,5,0.875,70
39,25,0,5
39,25,1,95
39,25,1,97
39,5,0,10
39,25,0.125,25
39,45,0.75,57
39,25,0,10
39,45,0.125,2
39,5,0.375,50
39,25,0.5,50
39,45,0,40
39,45,0.625,60
39,45,0.25,35
39,45,0.375,60
39,25,0.75,81
39,5,0.375,10
39,45,0.5,55
39,5,0.875,80
39,25,0.5,55
39,5,0.625,50
39,25,0.25,15
39,45,0.5,55
39,5,0.25,50
39,25,0.25,12
39,5,0.25,20
39,25,0.875,70
39,25,0.75,93
39,25,0.375,50
39,25,0.875,98
39,5,0.375,50
39,45,1,99
39,45,0.125,10
39,25,0,5
39,5,0.125,40
39,5,0.125,20
39,5,1,90
39,25,0.625,51
39,45,0,1
39,5,1,85
39,5,0.5,37
39,5,1,94
39,45,0.625,85
39,5,0.625,80
39,5,0.625,50
39,45,0.25,19
39,5,0.5,60
39,25,1,81
39,5,0,15
39,25,0.125,10
39,25,0.25,50
39,45,0.625,50
39,25,0.625,71
39,5,0.75,50
39,45,0.5,42
39,25,0.625,80
39,25,0.375,21
39,5,0,25
39,45,0.25,7
39,25,0.125,4
39,25,0.75,50
39,45,0,5
39,45,1,91
39,5,0.25,22
39,25,0.875,96
39,5,0.5,50
39,45,1,95
39,45,0.875,94
40,5,0.125,10
40,45,0.75,80
40,45,0,30
40,25,0.25,65
40,25,0.625,55
40,45,0.5,35
40,5,0,0
40,45,1,100
40,25,0.625,90
40,5,0.75,100
40,5,0.5,60
40,25,0.375,70
40,5,0.75,61
40,25,0.125,0
40,45,0.25,25
40,5,0.75,90
40,5,1,100
40,45,0.25,40
40,5,1,80
40,45,0.375,30
40,45,1,100
40,25,1,75
40,45,0.75,90
40,45,0.625,70
40,45,0.5,50
40,25,0.5,39
40,25,0.875,80
40,5,0.875,100
40,25,0,10
40,45,0.375,50
40,5,0,30
40,25,0.75,65
40,45,0.625,66
40,25,1,100
40,5,0.875,90
40,5,0.25,10
40,5,1,100
40,5,0.375,10
40,5,0.125,0
40,25,0.875,100
40,25,1,100
40,25,0,0
40,5,0.625,40
40,25,0.75,100
40,5,0.625,70
40,45,0,0
40,25,0.5,50
40,45,0.875,100
40,45,0.5,60
40,5,0.875,80
40,25,0.125,10
40,45,0.125,20
40,25,0.125,25
40,25,0.375,20
40,45,0,0
40,25,0.25,10
40,5,0.25,10
40,25,0.375,30
40,5,0.375,80
40,5,0,0
40,45,0.625,40
40,45,0.25,25
40,45,0.125,37
40,45,0.375,32
40,5,0.375,10
40,5,0.125,0
40,45,0.875,85
40,45,0.75,64
40,25,0.875,88
40,25,0.75,95
40,25,0,0
40,25,0.5,25
40,25,0.625,79
40,5,0.25,20
40,25,0.25,31
40,45,0.875,71
40,5,0.5,60
40,5,0.625,80
40,5,0.5,24
40,45,0.125,24
40,45,1,85
41,45,0.75,79
41,45,0,85
41,25,0.5,58
41,5,0.375,50
41,5,1,96
41,45,0,7
41,5,0.25,18
41,45,1,90
41,5,1,93
41,45,0.5,45
41,45,0.625,78
41,5,0.125,11
41,45,0.25,44
41,45,0.75,95
41,5,0.125,12
41,45,0.75,66
41,5,0.5,90
41,25,0.625,70
41,45,0.5,57
41,25,0,3
41,25,0.875,98
41,45,0.25,12
41,45,0.875,98
41,5,0.75,96
41,25,0.625,48
41,45,0.375,14
41,25,0,2
41,25,0.875,83
41,25,0.125,17
41,45,0.25,20
41,5,0.375,8
41,45,0.875,88
41,25,0.25,12
41,25,0.875,91
41,25,0,20
41,5,0,13
41,45,0.125,37
41,45,0.875,51
41,45,0.5,46
41,25,0.75,66
41,25,0.25,25
41,45,1,97
41,45,0.625,53
41,45,1,91
41,5,0.625,55
41,45,0.375,45
41,25,0.375,46
41,5,0.5,52
41,25,1,99
41,45,0.125,12
41,25,0.125,5
41,25,0.375,25
41,5,0.375,54
41,5,0.5,47
41,25,0.75,95
41,5,0.75,54
41,45,0,3
41,5,0.625,52
41,25,1,85
41,5,0.875,87
41,5,0.75,96
41,25,0.25,36
41,5,0.875,95
41,5,0.625,7
41,5,0.875,90
41,25,1,85
41,5,0.125,10
41,5,0,4
41,25,0.125,24
41,25,0.5,58
41,5,0.25,47
41,5,0.25,7
41,45,0.125,6
41,5,0,5
41,45,0.375,51
41,45,0.625,59
41,5,1,74
41,25,0.75,48
41,25,0.375,23
41,25,0.625,60
41,25,0.5,43
42,5,0.5,60
42,25,0.25,20
42,45,0.5,60
42,45,0.125,0
42,25,0.75,85
42,25,0.375,25
42,25,0.75,90
42,5,0,90
42,45,1,91
42,25,0.5,60
42,5,0.875,100
42,5,0.75,100
42,45,0.375,10
42,5,0.125,9
42,5,0.625,60
42,5,0.125,10
42,45,0.875,100
42,5,1,99
42,25,0.25,45
42,45,0.75,75
42,45,0.375,50
42,25,1,100
42,25,1,90
42,5,0.375,40
42,25,0.625,76
42,5,0.25,18
42,45,0.25,37
42,45,0.5,80
42,5,0,0
42,5,0.625,85
42,5,0.25,10
42,25,0.625,47
42,45,0.625,58
42,5,1,100
42,5,0,0
42,5,0.875,90
42,45,0.5,24
42,45,1,100
42,5,0.875,88
42,25,1,100
42,45,0.75,92
42,45,0,0
42,45,0.25,28
42,45,1,100
42,25,0.5,40
42,5,0.75,80
42,25,0.875,100
42,5,0.5,40
42,25,0,14
42,45,0.125,13
42,45,0,9
42,45,0,0
42,25,0.75,47
42,25,0.875,90
42,5,0.75,83
42,25,0.625,82
42,5,1,91
42,45,0.875,75
42,25,0.375,50
42,25,0.875,65
42,25,0.25,13
42,45,0.625,88
42,5,0.5,58
42,45,0.125,24
42,25,0.5,60
42,25,0.125,12
42,25,0,0
42,45,0.25,11
42,5,0.125,0
42,25,0.125,0
42,45,0.375,47
42,45,0.75,57
42,45,0.875,89
42,5,0.375,18
42,25,0,0
42,5,0.625,17
42,25,0.125,48
42,25,0.375,14
42,45,0.625,46
42,5,0.375,74
42,5,0.25,90
43,5,0.125,10
43,45,0.5,65
43,45,0.125,20
43,5,0.25,15
43,45,0.25,10
43,45,1,90
43,5,0.25,48
43,45,0.75,80
43,5,0.75,81
43,45,0.625,61
43,25,0.625,51
43,25,0.75,51
43,45,0.375,52
43,25,0.875,80
43,25,0.5,50
43,5,0.875,65
43,25,0,91
43,5,0.125,11
43,5,0.625,50
43,5,0,10
43,45,0.875,94
43,25,0.75,85
43,25,0.5,50
43,5,0.875,90
43,5,0.5,66
43,45,0.5,50
43,45,0.375,25
43,5,1,90
43,5,0.375,13
43,25,1,93
43,25,0.125,15
43,5,1,93
43,5,0,5
43,45,0.125,40
43,45,0.25,36
43,25,0.875,94
43,5,0.5,40
43,5,0.5,75
43,45,0.25,44
43,45,0.75,86
43,45,0.875,75
43,45,0,5
43,45,0.125,5
43,45,0,5
43,25,0.375,45
43,25,0.625,50
43,25,0.625,67
43,45,0,15
43,5,0.625,60
43,25,0.25,40
43,45,0.625,50
43,25,0.375,43
43,25,0.25,25
43,25,0.125,5
43,25,0.75,80
43,25,0.375,21
43,25,0.25,31
43,25,1,79
43,5,0,7
43,25,0,5
43,25,0.125,15
43,5,0.125,9
43,5,0.625,40
43,45,0.625,75
43,45,0.375,40
43,5,0.75,76
43,45,0.875,82
43,5,0.375,60
43,5,1,90
43,25,0.875,80
43,45,0.5,40
43,5,0.375,35
43,5,0.25,20
43,45,0.75,62
43,5,0.75,95
43,45,1,90
43,25,1,95
43,5,0.875,85
43,25,0.5,40
43,45,1,96
43,25,0,35
44,5,0.625,80
44,25,1,80
44,5,0.375,80
44,25,0.125,10
44,45,1,100
44,45,0.5,30
44,5,0.125,10
44,25,0.375,50
44,5,0.25,20
44,45,0.25,30
44,5,0.875,90
44,45,0.125,0
44,25,1,100
44,45,0.375,40
44,25,0.5,55
44,25,0.875,95
44,5,1,90
44,5,0.25,15
44,25,0.625,80
44,45,0.75,60
44,25,0.375,35
44,5,0.125,10
44,45,0.875,63
44,45,0.75,70
44,5,0.75,85
44,25,0.25,20
44,25,0.25,35
44,5,0.75,80
44,25,0.375,40
44,25,0.125,10
44,5,0.875,80
44,25,1,90
44,45,0.375,30
44,45,1,80
44,5,0.875,90
44,5,0.375,20
44,25,0,25
44,5,0.75,65
44,25,0.75,60
44,5,0.5,60
44,45,0.875,100
44,25,0.125,27
44,45,0,0
44,25,0.75,92
44,25,0,0
44,45,0.875,70
44,25,0.875,80
44,5,0.25,42
44,5,1,80
44,5,0.5,40
44,5,0,20
44,45,0.625,67
44,45,0.125,32
44,45,0.375,56
44,5,0.625,60
44,25,0,0
44,45,0.125,20
44,45,0.75,75
44,5,0,10
44,5,0.625,40
44,5,0,0
44,45,0.5,70
44,5,1,90
44,45,0.25,20
44,25,0.625,50
44,5,0.5,60
44,25,0.875,80
44,45,0,0
44,5,0.125,20
44,25,0.625,60
44,25,0.5,61
44,45,0.25,51
44,25,0.5,45
44,45,0.5,43
44,45,0.625,47
44,45,0.625,85
44,25,0.75,73
44,45,0,18
44,25,0.25,23
44,45,1,100
44,5,0.375,38
45,45,0,30
45,25,0.375,54
45,5,0.125,24
45,25,0.125,36
45,45,0.375,30
45,25,0.125,10
45,5,0.75,70
45,45,1,90
45,5,0.125,20
45,45,0.125,30
45,25,0,10
45,25,0.75,80
45,25,0.625,50
45,5,0.125,40
45,25,0.875,92
45,25,0.875,90
45,45,0.875,91
45,25,0.5,56
45,45,0.25,30
45,45,0.875,85
45,25,0.375,15
45,45,0.375,76
45,45,0.625,40
45,5,0.5,10
45,25,1,74
45,5,0.875,90
45,5,0.625,90
45,25,0,20
45,5,0.25,16
45,5,0.25,9
45,5,0.75,91
45,5,1,80
45,25,0.875,91
45,5,1,87
45,45,0.5,51
45,45,0.875,80
45,45,0,10
45,5,0.625,85
45,5,0.375,20
45,45,0.25,10
45,45,0.5,27
45,45,0.125,22
45,5,0.5,70
45,5,0.875,73
45,25,0,25
45,5,0.625,27
45,5,0.25,27
45,45,1,70
45,45,0.75,91
45,5,0,40
45,5,0.375,33
45,25,0.5,29
45,45,0.5,77
45,25,0.25,53
45,5,0.375,74
45,45,1,82
45,45,0.375,27
45,5,1,82
45,25,0.25,19
45,5,0,14
45,25,1,92
45,45,0.25,42
45,45,0.75,56
45,25,0.75,89
45,25,0.75,51
45,5,0.75,71
45,45,0,12
45,25,0.625,77
45,5,0.875,86
45,45,0.125,27
45,5,0.5,72
45,5,0,27
45,45,0.625,48
45,45,0.75,77
45,25,0.625,68
45,25,0.25,39
45,25,0.375,58
45,45,0.625,70
45,25,1,85
45,25,0.5,80
45,25,0.125,18
46,25,0.375,40
46,25,0.875,70
46,5,0.25,60
46,25,0,2
46,45,0,3
46,5,0.5,40
46,5,0.25,40
46,5,0.5,60
46,45,0,25
46,5,0.375,61
46,45,0.875,93
46,5,1,100
46,5,0,4
46,5,0.625,60
46,5,0.625,40
46,45,0,3
46,25,0.5,60
46,45,1,100
46,25,1,96
46,45,0.125,30
46,45,0.625,78
46,25,0.5,72
46,45,0.25,40
46,5,0.125,3
46,25,0.125,1
46,25,1,100
46,45,0.875,79
46,45,0.75,94
46,45,0.625,59
46,25,0.75,79
46,25,0.75,82
46,45,0.25,50
46,5,0.375,40
46,45,0.5,88
46,5,0.875,98
46,45,1,99
46,5,1,100
46,5,0.75,60
46,45,0.5,51
46,5,0,20
46,25,0,12
46,25,1,100
46,25,0.375,50
46,45,0.125,6
46,25,0.125,22
46,25,0.625,88
46,5,0.875,80
46,45,0.375,87
46,45,0.625,51
46,25,0.625,61
46,45,0.375,79
46,5,0.75,80
46,45,0.125,20
46,25,0,5
46,25,0.25,6
46,25,0.125,21
46,5,0.375,20
46,5,0.5,60
46,5,0.25,20
46,25,0.875,100
46,45,1,94
46,25,0.625,79
46,25,0.5,40
46,25,0.25,50
46,45,0.75,84
46,5,1,80
46,45,0.375,11
46,25,0.75,65
46,5,0.875,54
46,5,0.75,100
46,45,0.75,61
46,25,0.875,89
46,5,0.125,40
46,45,0.25,32
46,5,0,35
46,45,0.5,70
46,5,0.625,84
46,25,0.375,77
46,25,0.25,34
46,45,0.875,100
46,5,0.125,20
47,25,0.375,25
47,25,0.25,10
47,45,0.125,20
47,45,0.25,10
47,25,0.625,60
47,5,0.625,80
47,25,1,100
47,5,1,100
47,25,0.75,60
47,45,0.75,75
47,5,1,80
47,5,0.375,40
47,5,0.375,20
47,5,0.125,20
47,5,0.75,80
47,25,0.875,100
47,45,0,20
47,45,0.5,60
47,5,0.75,100
47,25,0.25,40
47,5,0.25,20
47,45,1,80
47,5,0.375,60
47,25,0.625,60
47,25,0.125,0
47,45,0.875,60
47,5,0.25,40
47,45,0.625,70
47,25,0,0
47,45,0.375,20
47,5,0.625,40
47,45,0.875,100
47,5,0.875,79
47,5,0,0
47,45,0.375,40
47,45,0.625,60
47,25,0.125,30
47,5,1,100
47,45,0.125,20
47,25,0.875,80
47,25,1,80
47,25,0.5,60
47,45,0.875,80
47,5,0,20
47,25,0.75,90
47,25,0.5,80
47,25,0,20
47,25,0.375,40
47,5,0.875,100
47,45,0.75,90
47,25,0.5,40
47,25,0.125,10
47,5,0.5,60
47,5,0.5,40
47,25,0.625,60
47,45,0,0
47,25,0,0
47,25,0.25,10
47,45,0.625,40
47,45,0,0
47,45,1,100
47,5,0,0
47,5,0.875,80
47,45,1,100
47,5,0.5,60
47,25,1,100
47,45,0.5,60
47,45,0.25,30
47,25,0.375,40
47,45,0.375,60
47,5,0.625,60
47,45,0.5,40
47,45,0.75,60
47,45,0.125,0
47,5,0.75,60
47,25,0.75,80
47,5,0.125,0
47,45,0.25,40
47,5,0.125,20
47,5,0.25,20
47,25,0.875,80
48,25,1,90
48,45,0,25
48,5,0.375,15
48,5,0.5,40
48,25,1,84
48,25,0.25,49
48,45,0.25,10
48,25,0.25,25
48,45,0.375,40
48,45,0.375,51
48,5,1,90
48,25,0.875,90
48,5,0.375,40
48,45,0.875,63
48,5,0.375,40
48,45,0.5,61
48,5,0.875,91
48,45,0.75,51
48,5,0.75,75
48,25,0.125,33
48,25,0.5,69
48,45,0,16
48,25,0.625,62
48,25,0.5,51
48,5,0.25,46
48,25,0.75,89
48,45,0,10
48,5,0.625,35
48,5,0.125,16
48,5,0,14
48,25,0.625,84
48,5,0.75,40
48,45,1,83
48,5,0,9
48,5,1,91
48,45,0.125,5
48,45,0.75,88
48,25,0.5,41
48,45,0.125,19
48,45,0.5,40
48,5,0.625,84
48,45,0.25,23
48,45,0.75,91
48,45,0.625,47
48,25,1,89
48,25,0.875,68
48,5,0.125,11
48,45,0.875,92
48,45,0.5,50
48,5,0.125,32
48,5,0.25,32
48,25,0.25,45
48,45,0.375,29
48,5,0.25,26
48,25,0.875,76
48,25,0,13
48,5,0,8
48,45,0.625,87
48,25,0.375,79
48,5,0.875,83
48,5,0.5,54
48,25,0.375,11
48,5,0.625,59
48,5,0.75,90
48,45,1,87
48,5,1,87
48,25,0,12
48,25,0.75,39
48,25,0.375,43
48,25,0.125,67
48,5,0.875,79
48,5,0.5,80
48,45,1,94
48,45,0.25,86
48,25,0.125,7
48,45,0.875,88
48,25,0,79
48,45,0.625,81
48,25,0.75,68
48,45,0.125,68
48,25,0.625,64
49,45,0.25,60
49,25,1,80
49,25,0.875,81
49,45,0.125,10
49,45,1,100
49,45,0.375,51
49,5,0.125,20
49,45,0.875,70
49,25,0.25,7
49,25,0.875,100
49,25,0.75,75
49,5,1,80
49,5,0.625,60
49,25,1,100
49,5,0.125,20
49,25,0.75,63
49,45,0.5,52
49,45,1,93
49,25,0.625,44
49,45,0.25,25
49,45,0.75,61
49,45,0.5,60
49,25,0.5,50
49,25,0,5
49,45,0.75,6
49,45,0.125,19
49,5,0.375,60
49,45,0.625,80
49,25,0,0
49,5,0.75,80
49,25,0.375,62
49,5,0.25,20
49,45,0,10
49,45,0.875,90
49,5,0.875,80
49,45,0,0
49,5,1,100
49,5,0.875,80
49,25,0.125,20
49,5,0.375,40
49,25,0.5,50
49,5,0.25,40
49,45,0,0
49,25,0.25,36
49,25,0.625,61
49,45,0.125,0
49,5,0.625,40
49,25,1,100
49,45,1,100
49,5,0.5,40
49,5,0.25,20
49,25,0.75,5
49,5,0.75,100
49,5,0,20
49,5,0,0
49,5,0.375,20
49,25,0.875,85
49,5,0.5,60
49,5,0.625,80
49,25,0.375,32
49,5,0.5,60
49,5,0.875,100
49,25,0.375,38
49,45,0.625,87
49,45,0.625,55
49,45,0.375,8
49,45,0.75,56
49,25,0.25,30
49,5,0.75,30
49,45,0.375,39
49,45,0.25,10
49,5,0.125,0
49,25,0.125,0
49,45,0.875,100
49,5,0,0
49,5,1,100
49,25,0.625,38
49,45,0.5,33
49,25,0.125,38
49,25,0.5,69
49,25,0,0
50,45,0,10
50,5,0.75,40
50,25,0.5,40
50,25,0.625,44
50,5,0.75,85
50,25,0.25,14
50,25,0.375,66
50,45,0.75,64
50,5,0.875,87
50,5,1,90
50,25,0.875,80
50,5,0.875,74
50,25,0.125,25
50,45,1,71
50,45,0.25,58
50,25,0.75,46
50,45,0.75,80
50,25,0.875,69
50,45,0.375,33
50,5,0.875,76
50,25,0.25,22
50,25,0.75,97
50,25,1,95
50,25,0.75,81
50,25,0.125,17
50,45,0.875,92
50,45,0.5,33
50,45,0.875,92
50,45,0,10
50,5,0.625,52
50,5,0.375,55
50,45,0.25,19
50,45,0.25,11
50,5,0.25,51
50,25,0.375,30
50,45,0.125,9
50,5,0.125,15
50,25,0.125,28
50,25,0,34
50,25,0.875,14
50,45,0,4
50,45,0.625,62
50,25,0.375,14
50,45,0.375,50
50,25,0.25,35
50,45,0.125,5
50,45,0.5,65
50,45,0.75,86
50,45,0.125,43
50,5,0.625,61
50,5,0.625,61
50,5,0.125,34
50,45,1,96
50,5,0.5,83
50,5,0.375,89
50,45,0.375,19
50,5,0.25,31
50,25,0.5,58
50,45,1,96
50,45,0.625,75
50,5,0.125,75
50,25,0.5,57
50,45,0.5,73
50,25,0,11
50,5,0.375,24
50,5,0,25
50,5,0.25,25
50,45,0.625,66
50,5,0.5,41
50,25,1,95
50,25,1,89
50,5,0,89
50,25,0.625,64
50,5,0.75,64
50,5,1,33
50,45,0.875,72
50,25,0.625,55
50,25,0,19
50,5,0,24
50,5,1,68
50,5,0.5,61
51,5,0.75,66
51,25,0.625,75
51,25,0.875,67
51,25,0.375,17
51,45,0.75,95
51,45,1,98
51,45,0.125,10
51,25,0.5,35
51,5,0.5,61
51,5,0.25,25
51,45,0,1
51,25,0,1
51,25,1,85
51,25,0.625,81
51,25,0.25,15
51,45,0.25,13
51,45,1,100
51,5,1,60
51,25,0.5,58
51,25,0.375,40
51,5,0.625,45
51,45,0.25,81
51,5,0.375,50
51,45,0.125,23
51,25,0.5,61
51,25,0.125,32
51,25,0,31
51,5,1,73
51,45,0.5,31
51,5,0.5,53
51,45,0.5,49
51,5,0.25,48
51,25,0.75,55
51,45,0.125,0
51,45,0,0
51,5,0.375,45
51,45,0,12
51,25,0.125,26
51,45,0.375,35
51,5,0.125,33
51,45,0.25,15
51,45,0.375,59
51,45,0.875,76
51,5,1,60
51,25,0.75,78
51,5,0.125,26
51,5,0.75,79
51,45,0.625,80
51,5,0,18
51,5,0.25,18
51,5,0.625,69
51,5,0.5,35
51,45,0.625,63
51,5,0.125,24
51,45,0.75,80
51,5,0.875,68
51,45,0.75,79
51,45,0.5,79
51,25,0,0
51,5,0.625,80
51,5,0.75,68
51,5,0.875,68
51,45,0.375,54
51,5,0,45
51,5,0.875,61
51,25,0.875,95
51,25,1,94
51,45,0.875,94
51,25,1,95
51,25,0.25,50
51,5,0.375,20
51,45,0.625,23
51,25,0.625,23
51,25,0.375,38
51,45,1,52
51,45,0.875,87
51,25,0.25,56
51,25,0.875,92
51,25,0.125,5
51,25,0.75,23
51,5,0,18
52,45,0,15
52,25,0.5,28
52,5,0,20
52,5,0.375,65
52,25,0.75,90
52,5,0.625,70
52,5,0.75,91
52,25,0.625,65
52,25,0.625,61
52,45,0.75,60
52,45,0.875,80
52,5,0.375,15
52,5,0.625,35
52,25,0.25,25
52,5,0.25,32
52,5,0.5,40
52,45,0.375,42
52,5,0.25,13
52,5,0.625,80
52,5,0.5,63
52,5,0.125,14
52,45,0.375,55
52,45,0.5,28
52,45,0,25
52,25,0.5,39
52,45,0.25,20
52,45,0.75,75
52,25,1,95
52,45,0.625,80
52,5,0.125,13
52,25,0.25,42
52,25,0,30
52,5,0.25,12
52,45,1,92
52,45,0.875,78
52,5,0.875,81
52,5,0.75,69
52,25,0.75,63
52,25,0.375,57
52,45,0,9
52,45,0.25,23
52,5,0,18
52,25,0.375,33
52,5,0.125,23
52,45,0.75,76
52,45,0.625,42
52,25,1,82
52,25,1,79
52,5,0.875,90
52,45,0.125,7
52,5,0.5,74
52,45,0.25,58
52,5,0.375,37
52,45,0.125,22
52,25,0.375,22
52,25,0.875,91
52,5,1,85
52,25,0.5,54
52,5,1,74
52,5,0.875,86
52,45,1,97
52,25,0.25,26
52,5,0,16
52,5,0.75,82
52,25,0.875,77
52,25,0.125,17
52,25,0.125,28
52,25,0.625,44
52,25,0.75,69
52,45,0.125,37
52,45,1,88
52,45,0.5,45
52,45,0.875,95
52,45,0.375,41
52,25,0,21
52,25,0,8
52,45,0.5,35
52,25,0.875,82
52,25,0.125,19
52,5,1,86
52,45,0.625,79
53,45,0.625,40
53,5,0.5,60
53,5,0.625,40
53,5,0.5,40
53,25,0.75,77
53,45,1,100
53,25,0.625,55
53,45,0.875,100
53,25,0,0
53,45,0.625,65
53,5,0.75,60
53,5,0.375,60
53,5,0.75,80
53,45,0.5,70
53,45,0,0
53,25,0.5,65
53,25,0.625,80
53,25,0.25,20
53,25,0.375,10
53,25,0.125,10
53,5,0.125,0
53,25,1,100
53,45,0.875,75
53,25,0.125,0
53,45,0.25,15
53,25,0.25,40
53,25,0.125,25
53,45,0,0
53,25,0.5,25
53,5,1,100
53,25,0.625,45
53,25,0.75,61
53,5,0.5,60
53,45,0.125,89
53,25,0.375,50
53,25,1,100
53,25,0.875,70
53,25,0.875,90
53,5,0.875,88
53,25,1,81
53,45,0,15
53,45,0.875,85
53,45,0.25,15
53,25,0,1
53,45,0.125,75
53,45,0.375,15
53,45,0.5,56
53,45,0.75,80
53,5,0,0
53,5,0.875,81
53,25,0.375,31
53,5,0.75,98
53,45,0.375,54
53,5,0.625,60
53,45,0.125,0
53,5,0.125,20
53,5,0.375,40
53,25,0.5,53
53,5,0.625,77
53,45,0.25,44
53,45,1,100
53,5,0.25,20
53,5,1,100
53,5,0.875,100
53,5,0.25,20
53,5,0.25,40
53,25,0.875,100
53,5,1,100
53,45,0.75,60
53,45,0.5,24
53,45,0.625,75
53,5,0.375,20
53,25,0.75,84
53,45,0.375,37
53,5,0.125,20
53,25,0.25,18
53,25,0,15
53,5,0,0
53,45,0.75,89
53,45,1,91
53,5,0,16
54,5,0,7
54,45,0.75,50
54,5,0.25,35
54,5,0.25,34
54,5,0.75,87
54,45,0.25,29
54,5,0.5,43
54,25,0.375,51
54,5,0.375,45
54,45,0,3
54,25,1,98
54,45,0.125,15
54,5,0.375,20
54,25,0.625,86
54,25,0.625,52
54,45,1,98
54,25,0,14
54,5,0.375,60
54,45,0.75,77
54,45,0.75,89
54,45,0.5,81
54,5,0.875,80
54,25,0.25,22
54,45,0,22
54,25,0.875,82
54,45,0,3
54,5,0.625,45
54,45,0.375,62
54,5,0.625,65
54,45,0.25,40
54,5,0.75,59
54,45,0.875,83
54,45,0.625,60
54,25,0.375,30
54,25,0.25,37
54,45,0.375,33
54,45,0.25,16
54,5,0.5,59
54,5,0.125,79
54,45,1,77
54,25,0,14
54,45,0.375,36
54,5,1,80
54,25,0,6
54,25,0.125,4
54,5,0.25,17
54,45,0.125,6
54,25,0.75,78
54,25,0.5,60
54,45,0.875,71
54,45,0.5,40
54,45,0.625,80
54,25,0.75,91
54,5,0.125,16
54,5,0.5,59
54,25,1,91
54,45,0.125,17
54,25,0.125,23
54,45,0.875,96
54,25,0.375,46
54,25,0.25,35
54,45,1,98
54,25,1,59
54,5,0,22
54,25,0.625,65
54,45,0.625,42
54,25,0.875,94
54,25,0.875,70
54,25,0.125,47
54,5,0.625,84
54,45,0.5,53
54,5,0.125,11
54,5,0.875,93
54,5,0,7
54,25,0.75,59
54,5,1,83
54,5,0.75,92
54,25,0.5,58
54,5,1,93
54,5,0.875,86
54,25,0.5,40
55,25,0.125,24
55,45,0.625,71
55,25,0.375,55
55,45,0.25,43
55,25,1,79
55,5,0.5,57
55,5,1,83
55,45,0.875,85
55,45,1,100
55,5,0.25,20
55,25,0.75,49
55,5,0.375,47
55,5,0.5,53
55,45,0.125,0
