sID,trialNumber,nTotal,true_ratio,fillerTrial,ITI,seen_ratio,nMushrooms,nBlue,nRed,estimate1,estimate1RT,estimate2,estimate2RT,estimate_peer,confidence_peer,s,strategy,sex,age,trial_filter
20,31,5,0.5,0,2,0.6,"1,1,1,1,1","1,0,1,0,1","0,1,0,1,0",50,1.6836,50,2.88,65,1,0,stay,Female,23,1
20,32,45,0.625,0,1.6,0.622222222,"9,9,9,9,9","7,7,6,4,4","2,2,3,5,5",65,1.5501,60,2.3631,50,2,0.3333333333333333,compromise,Female,23,1
20,33,5,0.75,0,1.6,0.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",75,1.6169,70,3.4801,60,1,0.3333333333333333,compromise,Female,23,1
20,34,45,0.375,0,1.5,0.377777778,"9,9,9,9,9","4,1,5,3,4","5,8,4,6,5",35,1.8168,40,2.1964,50,1,0.3333333333333333,compromise,Female,23,1
20,35,5,0.375,0,1.8,0.4,"1,1,1,1,1","0,0,1,1,0","1,1,0,0,1",40,1.6666,30,8.3804,25,3,0.6666666666666666,compromise,Female,23,1
20,36,5,0.5,0,1.8,0.6,"1,1,1,1,1","1,0,0,1,1","0,1,1,0,0",55,1.3334,50,5.2635,40,3,0.3333333333333333,compromise,Female,23,1
20,38,45,0.5,0,1.6,0.511111111,"9,9,9,9,9","6,1,4,8,4","3,8,5,1,5",60,1.7335,50,2.2458,43,2,0.5882352941176471,compromise,Female,23,1
20,39,45,0.5,0,1.9,0.511111111,"9,9,9,9,9","5,4,6,2,6","4,5,3,7,3",55,1.4381,55,5.2266,40,1,-0,stay,Female,23,1
20,41,5,0.125,0,2,0.2,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",15,1.7667,15,2.9457,0,3,-0,stay,Female,23,1
20,42,45,0.875,0,1.9,0.866666667,"9,9,9,9,9","8,9,7,7,8","1,0,2,2,1",85,1.6171,90,2.9607,100,2,0.3333333333333333,compromise,Female,23,1
20,43,45,0.25,0,1.8,0.244444444,"9,9,9,9,9","0,4,3,3,1","9,5,6,6,8",20,1.2835,25,3.5134,37,3,0.29411764705882354,compromise,Female,23,1
20,45,5,0.875,0,1.8,0.8,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",80,1.2326,90,2.3857,95,1,0.6666666666666666,compromise,Female,23,1
20,47,5,0.875,0,1.8,0.8,"1,1,1,1,1","1,1,0,1,1","0,0,1,0,0",85,1.9672,85,5.9138,100,3,0,stay,Female,23,1
20,49,45,0.375,0,1.9,0.377777778,"9,9,9,9,9","7,3,3,1,3","2,6,6,8,6",45,1.2368,40,2.1267,29,2,0.3125,compromise,Female,23,1
20,50,45,0.75,0,1.6,0.755555556,"9,9,9,9,9","7,7,6,8,6","2,2,3,1,3",80,1.637,70,2.2824,63,2,0.5882352941176471,compromise,Female,23,1
20,51,45,0.75,0,1.6,0.755555556,"9,9,9,9,9","9,6,7,5,7","0,3,2,4,2",85,1.6207,85,1.61,69,1,-0,stay,Female,23,1
20,52,5,0.875,0,1.6,0.8,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",80,2.4334,85,4.2806,97,2,0.29411764705882354,compromise,Female,23,1
20,53,5,0.375,0,1.7,0.4,"1,1,1,1,1","1,0,1,0,0","0,1,0,1,1",50,3.2504,40,2.7468,35,2,0.6666666666666666,compromise,Female,23,1
20,54,45,0.125,0,2,0.133333333,"9,9,9,9,9","1,1,2,1,1","8,8,7,8,8",10,0.8832,15,1.4299,26,1,0.3125,compromise,Female,23,1
23,1,45,0.25,0,1.7,0.244444444,"9,9,9,9,9","2,5,1,3,0","7,4,8,6,9",30,2.6509,30,2.0277,14,1,-0,stay,Female,24,1
23,5,5,0.75,0,1.5,0.8,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",80,2.9021,75,4.7127,65,1,0.3333333333333333,compromise,Female,24,1
23,6,45,0.125,0,1.8,0.133333333,"9,9,9,9,9","2,1,1,1,1","7,8,8,8,8",15,3.5513,15,3.846,0,2,-0,stay,Female,24,1
23,7,45,0.25,0,1.6,0.244444444,"9,9,9,9,9","1,3,1,2,4","8,6,8,7,5",15,3.0849,20,1.7617,30,3,0.3333333333333333,compromise,Female,24,1
23,8,5,0.625,0,1.8,0.6,"1,1,1,1,1","1,1,0,0,1","0,0,1,1,0",50,3.9352,60,2.109,66,2,0.625,compromise,Female,24,1
23,9,45,0.625,0,1.9,0.622222222,"9,9,9,9,9","6,9,4,5,4","3,0,5,4,5",45,1.7671,55,1.6279,62,2,0.5882352941176471,compromise,Female,24,1
23,10,45,0.875,0,2,0.866666667,"9,9,9,9,9","8,9,7,8,7","1,0,2,1,2",90,2.2176,90,2.5955,72,1,-0,stay,Female,24,1
23,11,45,0.625,0,1.5,0.622222222,"9,9,9,9,9","4,6,7,4,7","5,3,2,5,2",75,1.6177,75,1.9381,60,1,-0,stay,Female,24,1
23,13,5,0.25,0,2,0.2,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",5,1.9508,10,1.7609,23,1,0.2777777777777778,compromise,Female,24,1
23,14,45,0.625,0,1.6,0.622222222,"9,9,9,9,9","4,6,6,7,5","5,3,3,2,4",40,3.7009,50,1.7438,58,3,0.5555555555555556,compromise,Female,24,1
23,15,45,0.125,0,2,0.133333333,"9,9,9,9,9","0,1,0,4,1","9,8,9,5,8",10,2.1689,15,2.0608,26,3,0.3125,compromise,Female,24,1
23,16,5,0.75,0,1.7,0.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",60,3.6014,60,1.811,76,2,0,stay,Female,24,1
23,19,5,0.5,0,1.7,0.6,"1,1,1,1,1","1,0,1,0,1","0,1,0,1,0",60,2.4183,50,2.0776,44,2,0.625,compromise,Female,24,1
23,20,45,0.875,0,2,0.866666667,"9,9,9,9,9","8,8,7,8,8","1,1,2,1,1",90,1.4994,80,2.4286,75,2,0.6666666666666666,compromise,Female,24,1
23,21,45,0.25,0,1.8,0.244444444,"9,9,9,9,9","2,3,3,1,2","7,6,6,8,7",20,1.6017,25,2.1276,35,2,0.3333333333333333,compromise,Female,24,1
23,22,45,0.75,0,1.5,0.755555556,"9,9,9,9,9","9,7,7,6,5","0,2,2,3,4",40,2.134,55,2.2289,55,3,1,copy,Female,24,1
23,23,5,0.75,0,1.9,0.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",60,2.5681,75,1.7954,75,3,1,copy,Female,24,1
23,24,45,0.375,0,1.8,0.377777778,"9,9,9,9,9","4,2,4,3,4","5,7,5,6,5",30,1.9508,30,0.9774,47,1,0,stay,Female,24,1
23,25,45,0.375,0,1.6,0.377777778,"9,9,9,9,9","2,4,4,3,4","7,5,5,6,5",30,2.151,30,1.1284,45,2,0,stay,Female,24,1
23,28,45,0.375,0,2,0.377777778,"9,9,9,9,9","3,4,3,3,4","6,5,6,6,5",35,2.4176,45,1.828,53,3,0.5555555555555556,compromise,Female,24,1
23,29,5,0.375,0,2,0.4,"1,1,1,1,1","1,0,1,0,0","0,1,0,1,1",35,3.5829,45,2.0459,50,1,0.6666666666666666,compromise,Female,24,1
23,30,45,0.75,0,2,0.755555556,"9,9,9,9,9","7,9,7,7,4","2,0,2,2,5",80,1.4169,75,2.1276,65,1,0.3333333333333333,compromise,Female,24,1
23,31,45,0.875,0,1.5,0.866666667,"9,9,9,9,9","9,9,8,6,7","0,0,1,3,2",80,2.0837,85,2.6286,96,3,0.3125,compromise,Female,24,1
23,32,45,0.5,0,2,0.511111111,"9,9,9,9,9","6,4,4,6,3","3,5,5,3,6",50,1.3987,45,1.7127,32,3,0.2777777777777778,compromise,Female,24,1
23,33,45,0.75,0,1.9,0.755555556,"9,9,9,9,9","8,6,4,7,9","1,3,5,2,0",75,1.5336,65,1.6936,57,2,0.5555555555555556,compromise,Female,24,1
23,35,5,0.625,0,1.8,0.6,"1,1,1,1,1","0,1,1,1,0","1,0,0,0,1",60,1.9172,60,1.0779,75,3,0,stay,Female,24,1
23,36,45,0.125,0,1.5,0.133333333,"9,9,9,9,9","0,1,0,0,5","9,8,9,9,4",10,1.2843,15,2.7099,27,1,0.29411764705882354,compromise,Female,24,1
23,37,5,0.125,0,1.8,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",20,1.1504,20,0.9444,3,2,-0,stay,Female,24,1
23,38,5,0.375,0,1.6,0.4,"1,1,1,1,1","0,1,1,0,0","1,0,0,1,1",40,1.4996,40,0.8602,25,3,-0,stay,Female,24,1
23,39,45,0.5,0,1.7,0.511111111,"9,9,9,9,9","5,3,4,6,5","4,6,5,3,4",55,1.2839,55,1.2101,40,1,-0,stay,Female,24,1
23,40,5,0.5,0,1.6,0.6,"1,1,1,1,1","1,0,1,0,1","0,1,0,1,0",60,1.3004,60,1.16,45,3,-0,stay,Female,24,1
23,42,5,0.875,0,1.8,0.8,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",80,1.0016,80,1.0101,98,3,0,stay,Female,24,1
23,43,5,0.875,0,1.6,0.8,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",80,1.4012,80,1.2102,95,1,0,stay,Female,24,1
23,44,5,0.375,0,1.5,0.4,"1,1,1,1,1","1,0,1,0,0","0,1,0,1,1",40,1.8673,40,1.0948,25,2,-0,stay,Female,24,1
23,46,5,0.5,0,2,0.6,"1,1,1,1,1","1,1,0,0,1","0,0,1,1,0",60,0.8501,60,1.1783,43,1,-0,stay,Female,24,1
23,47,5,0.125,0,1.8,0.2,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",20,1.0163,20,0.8614,4,3,-0,stay,Female,24,1
23,49,5,0.25,0,1.5,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",20,0.8496,20,1.4146,38,2,0,stay,Female,24,1
23,51,5,0.25,0,2,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",20,0.9837,20,1.2281,37,3,0,stay,Female,24,1
23,52,45,0.5,0,1.5,0.511111111,"9,9,9,9,9","2,6,4,5,6","7,3,5,4,3",50,2.9665,50,0.8605,65,2,0,stay,Female,24,1
23,54,5,0.625,0,2,0.6,"1,1,1,1,1","0,1,1,0,1","1,0,0,1,0",60,1.5664,60,1.0945,75,1,0,stay,Female,24,1
24,1,45,0.875,0,1.5,0.866666667,"9,9,9,9,9","8,8,8,8,7","1,1,1,1,2",80,2.4031,90,4.3091,98,3,0.5555555555555556,compromise,Male,38,1
24,2,45,0.625,0,1.9,0.622222222,"9,9,9,9,9","4,5,7,7,5","5,4,2,2,4",60,1.8499,65,3.2289,75,1,0.3333333333333333,compromise,Male,38,1
24,3,5,0.25,0,1.8,0.2,"1,1,1,1,1","0,0,1,0,0","1,1,0,1,1",30,3.5165,25,3.4177,14,2,0.3125,compromise,Male,38,1
24,4,45,0.75,0,1.5,0.755555556,"9,9,9,9,9","4,7,6,8,9","5,2,3,1,0",75,1.988,75,2.8135,60,2,-0,stay,Male,38,1
24,5,5,0.625,0,1.8,0.6,"1,1,1,1,1","0,1,0,1,1","1,0,1,0,0",70,5.7997,60,4.6678,53,3,0.5882352941176471,compromise,Male,38,1
24,6,45,0.625,0,1.5,0.622222222,"9,9,9,9,9","6,6,7,4,5","3,3,2,5,4",75,2.3709,70,3.1791,60,2,0.3333333333333333,compromise,Male,38,1
24,8,45,0.75,0,1.8,0.755555556,"9,9,9,9,9","9,7,6,5,7","0,2,3,4,2",80,3.5874,75,2.9755,63,1,0.29411764705882354,compromise,Male,38,1
24,11,5,0.625,0,1.8,0.6,"1,1,1,1,1","1,1,1,0,0","0,0,0,1,1",95,6.2712,85,4.0469,80,2,0.6666666666666666,compromise,Male,38,1
24,12,5,0.5,0,1.5,0.6,"1,1,1,1,1","1,0,1,0,1","0,1,0,1,0",75,3.4708,70,3.1971,60,2,0.3333333333333333,compromise,Male,38,1
24,14,45,0.875,0,1.5,0.866666667,"9,9,9,9,9","8,9,6,9,7","1,0,3,0,2",90,1.0831,80,3.3298,75,1,0.6666666666666666,compromise,Male,38,1
24,16,45,0.375,0,1.7,0.377777778,"9,9,9,9,9","5,3,3,5,1","4,6,6,4,8",30,2.8828,37,4.3688,45,3,0.4666666666666667,compromise,Male,38,1
24,17,5,0.5,0,1.7,0.6,"1,1,1,1,1","1,1,1,0,0","0,0,0,1,1",60,4.5293,55,2.5962,44,3,0.3125,compromise,Male,38,1
24,19,45,0.875,0,1.6,0.866666667,"9,9,9,9,9","8,8,9,7,7","1,1,0,2,2",85,1.5385,85,4.0127,100,2,0,stay,Male,38,1
24,21,5,0.75,0,2,0.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",90,1.7707,85,2.4263,75,3,0.3333333333333333,compromise,Male,38,1
24,22,45,0.75,0,2,0.755555556,"9,9,9,9,9","9,8,4,7,6","0,1,5,2,3",87,1.65,80,3.6514,70,3,0.4117647058823529,compromise,Male,38,1
24,23,45,0.5,0,2,0.511111111,"9,9,9,9,9","5,7,7,3,1","4,2,2,6,8",50,1.2873000000000001,55,2.2415,65,2,0.3333333333333333,compromise,Male,38,1
24,26,5,0.375,0,1.6,0.4,"1,1,1,1,1","0,0,1,0,1","1,1,0,1,0",40,5.3669,35,2.5118,25,2,0.3333333333333333,compromise,Male,38,1
24,27,5,0.125,0,1.7,0.2,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",20,3.7547,17,2.4757,5,1,0.2,compromise,Male,38,1
24,31,5,0.125,0,1.5,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",20,5.066,15,3.8515,3,3,0.29411764705882354,compromise,Male,38,1
24,32,5,0.875,0,1.9,0.8,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",80,1.6874,85,3.3592,95,3,0.3333333333333333,compromise,Male,38,1
24,33,5,0.25,0,2,0.2,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",20,1.7377,25,4.3755,35,1,0.3333333333333333,compromise,Male,38,1
24,35,5,0.375,0,1.5,0.4,"1,1,1,1,1","1,0,1,0,0","0,1,0,1,1",38,7.3543,35,5.1254,22,1,0.1875,compromise,Male,38,1
24,37,5,0.375,0,1.6,0.4,"1,1,1,1,1","1,0,0,0,1","0,1,1,1,0",40,3.2999,35,2.513,24,3,0.3125,compromise,Male,38,1
24,38,45,0.375,0,1.7,0.377777778,"9,9,9,9,9","2,5,5,3,2","7,4,4,6,7",30,2.6875,40,2.6092,48,2,0.5555555555555556,compromise,Male,38,1
24,39,5,0.125,0,1.5,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",20,1.5165,15,2.5958,5,2,0.3333333333333333,compromise,Male,38,1
24,40,5,0.25,0,1.8,0.2,"1,1,1,1,1","0,1,0,0,0","1,0,1,1,1",20,1.7998,25,2.3794,35,3,0.3333333333333333,compromise,Male,38,1
24,43,45,0.5,0,1.8,0.511111111,"9,9,9,9,9","4,5,2,7,5","5,4,7,2,4",50,1.5884,45,2.4466,33,1,0.29411764705882354,compromise,Male,38,1
24,44,45,0.25,0,2,0.244444444,"9,9,9,9,9","1,4,3,1,2","8,5,6,8,7",30,1.3498000000000001,27,2.9128,15,3,0.2,compromise,Male,38,1
24,45,5,0.75,0,1.8,0.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",80,1.5664,75,2.5294,62,1,0.2777777777777778,compromise,Male,38,1
24,47,45,0.375,0,1.7,0.377777778,"9,9,9,9,9","2,5,4,2,4","7,4,5,7,5",45,2.1496,35,2.6294,27,1,0.5555555555555556,compromise,Male,38,1
24,49,45,0.5,0,1.7,0.511111111,"9,9,9,9,9","5,6,4,5,3","4,3,5,4,6",65,2.4547,60,2.4084,50,3,0.3333333333333333,compromise,Male,38,1
24,50,45,0.625,0,1.8,0.622222222,"9,9,9,9,9","6,6,7,5,4","3,3,2,4,5",75,1.5879,70,2.4808,58,3,0.29411764705882354,compromise,Male,38,1
24,51,45,0.125,0,1.5,0.133333333,"9,9,9,9,9","1,1,0,2,2","8,8,9,7,7",20,1.621,15,2.2475,5,3,0.3333333333333333,compromise,Male,38,1
24,52,45,0.25,0,1.7,0.244444444,"9,9,9,9,9","2,1,1,4,3","7,8,8,5,6",35,1.7047,30,2.6471,20,2,0.3333333333333333,compromise,Male,38,1
24,53,5,0.5,0,1.6,0.6,"1,1,1,1,1","1,1,0,1,0","0,0,1,0,1",60,2.2162,55,2.2279,43,1,0.29411764705882354,compromise,Male,38,1
24,54,5,0.75,0,1.9,0.8,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",80,2.2211,80,2.8922,63,2,-0,stay,Male,38,1
25,1,45,0.125,0,1.6,0.133333333,"9,9,9,9,9","1,2,1,2,0","8,7,8,7,9",20,1.5325,20,1.2935,2,1,-0,stay,Male,20,1
25,2,45,0.625,0,1.8,0.622222222,"9,9,9,9,9","9,5,5,6,3","0,4,4,3,6",75,1.2704,70,5.2419,57,2,0.2777777777777778,compromise,Male,20,1
25,3,5,0.125,0,1.7,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",15,1.3496,8,1.9275,0,2,0.4666666666666667,compromise,Male,20,1
25,4,45,0.75,0,1.9,0.755555556,"9,9,9,9,9","9,7,7,5,6","0,2,2,4,3",80,2.9854,75,4.1258,65,2,0.3333333333333333,compromise,Male,20,1
25,5,5,0.375,0,1.5,0.4,"1,1,1,1,1","0,1,1,0,0","1,0,0,1,1",30,2.0851,40,2.2435,45,2,0.6666666666666666,compromise,Male,20,1
25,6,45,0.875,0,1.8,0.866666667,"9,9,9,9,9","9,6,7,9,8","0,3,2,0,1",85,1.1163,85,2.1617,100,2,0,stay,Male,20,1
25,8,45,0.25,0,1.5,0.244444444,"9,9,9,9,9","4,1,2,1,3","5,8,7,8,6",32,1.5369,21,1.6929,16,1,0.6875,compromise,Male,20,1
25,9,45,0.875,0,1.6,0.866666667,"9,9,9,9,9","7,8,8,9,7","2,1,1,0,2",78,3.6818,78,1.4515,93,1,0,stay,Male,20,1
25,10,5,0.75,0,2,0.8,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",70,1.6663,85,1.4942,85,3,1,copy,Male,20,1
25,12,5,0.25,0,2,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",20,0.9668,28,2.3597,35,2,0.5333333333333333,compromise,Male,20,1
25,13,45,0.875,0,2,0.866666667,"9,9,9,9,9","7,7,7,9,9","2,2,2,0,0",80,0.6143,88,1.7454,97,3,0.47058823529411764,compromise,Male,20,1
25,15,5,0.875,0,1.8,0.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",75,1.9982,75,3.6983,90,1,0,stay,Male,20,1
25,16,45,0.75,0,1.6,0.755555556,"9,9,9,9,9","6,6,6,9,7","3,3,3,0,2",75,1.9662,65,2.8445,60,3,0.6666666666666666,compromise,Male,20,1
25,17,45,0.125,0,1.8,0.133333333,"9,9,9,9,9","1,3,0,1,1","8,6,9,8,8",12,3.1158,20,5.0663,29,2,0.47058823529411764,compromise,Male,20,1
25,18,5,0.625,0,1.6,0.6,"1,1,1,1,1","0,0,1,1,1","1,1,0,0,0",50,1.3855,50,1.3753,67,1,0,stay,Male,20,1
25,19,45,0.5,0,1.8,0.511111111,"9,9,9,9,9","6,5,4,3,5","3,4,5,6,4",60,1.1162,45,2.7325,42,3,0.8333333333333334,compromise,Male,20,1
25,20,45,0.75,0,1.6,0.755555556,"9,9,9,9,9","8,8,7,6,5","1,1,2,3,4",65,1.2356,65,1.7918,80,1,0,stay,Male,20,1
25,21,45,0.375,0,1.5,0.377777778,"9,9,9,9,9","3,4,5,3,2","6,5,4,6,7",45,1.0687,45,1.6246,28,2,-0,stay,Male,20,1
25,22,45,0.125,0,1.8,0.133333333,"9,9,9,9,9","0,1,2,1,2","9,8,7,8,7",15,1.8494,10,2.3466,0,3,0.3333333333333333,compromise,Male,20,1
25,23,45,0.5,0,2,0.511111111,"9,9,9,9,9","7,5,4,3,4","2,4,5,6,5",40,2.0333,40,2.1081,55,1,0,stay,Male,20,1
25,24,5,0.375,0,1.9,0.4,"1,1,1,1,1","0,0,1,0,1","1,1,0,1,0",40,0.9973,35,2.5005,24,1,0.3125,compromise,Male,20,1
25,25,5,0.75,0,1.9,0.8,"1,1,1,1,1","1,1,0,1,1","0,0,1,0,0",75,2.1142,70,2.9771,60,2,0.3333333333333333,compromise,Male,20,1
25,30,5,0.125,0,1.6,0.2,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",20,1.1643,5,3.1984,5,3,1,copy,Male,20,1
25,31,5,0.5,0,1.9,0.6,"1,1,1,1,1","1,1,1,0,0","0,0,0,1,1",40,1.4662,45,2.4812,55,1,0.3333333333333333,compromise,Male,20,1
25,33,5,0.125,0,1.5,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",6,1.4485,8,2.6664,24,1,0.1111111111111111,compromise,Male,20,1
25,34,45,0.625,0,1.9,0.622222222,"9,9,9,9,9","6,5,6,5,6","3,4,3,4,3",65,1.0634,55,3.3923,50,3,0.6666666666666666,compromise,Male,20,1
25,36,5,0.375,0,1.8,0.4,"1,1,1,1,1","0,1,0,0,1","1,0,1,1,0",60,1.0651,50,2.1296,43,3,0.5882352941176471,compromise,Male,20,1
25,37,45,0.375,0,1.5,0.377777778,"9,9,9,9,9","3,3,4,2,5","6,6,5,7,4",35,1.8494,35,1.7438,50,1,0,stay,Male,20,1
25,38,5,0.25,0,1.5,0.2,"1,1,1,1,1","0,0,0,0,1","1,1,1,1,0",10,2.4663,15,2.2757,27,1,0.29411764705882354,compromise,Male,20,1
25,39,5,0.875,0,1.9,0.8,"1,1,1,1,1","1,1,1,1,0","0,0,0,0,1",90,1.7661,80,1.7791,73,2,0.5882352941176471,compromise,Male,20,1
25,41,45,0.25,0,1.9,0.244444444,"9,9,9,9,9","2,1,2,3,3","7,8,7,6,6",20,1.5494,25,1.2331,37,2,0.29411764705882354,compromise,Male,20,1
25,42,5,0.5,0,1.7,0.6,"1,1,1,1,1","1,0,1,0,1","0,1,0,1,0",38,1.1539,45,3.8911,54,2,0.4375,compromise,Male,20,1
25,43,5,0.5,0,1.9,0.6,"1,1,1,1,1","0,1,1,0,1","1,0,0,1,0",40,2.9458,55,1.6621,55,3,1,copy,Male,20,1
25,44,5,0.75,0,1.7,0.8,"1,1,1,1,1","1,1,1,0,1","0,0,0,1,0",77,2.0961,70,2.2155,60,1,0.4117647058823529,compromise,Male,20,1
25,45,45,0.25,0,1.8,0.244444444,"9,9,9,9,9","1,5,3,2,0","8,4,6,7,9",35,1.7293,25,2.4276,20,3,0.6666666666666666,compromise,Male,20,1
25,47,5,0.625,0,1.8,0.6,"1,1,1,1,1","0,1,1,1,0","1,0,0,0,1",35,2.4665,48,2.6979,51,3,0.8125,compromise,Male,20,1
25,48,45,0.5,0,1.7,0.511111111,"9,9,9,9,9","3,5,2,5,8","6,4,7,4,1",59,2.3668,58,1.8416,44,2,0.06666666666666667,compromise,Male,20,1
25,49,5,0.875,0,1.5,0.8,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",66,3.499,80,1.7948,83,3,0.8235294117647058,compromise,Male,20,1
25,50,5,0.25,0,1.6,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",16,3.8791,28,3.5493,31,3,0.8,compromise,Male,20,1
25,51,45,0.375,0,1.7,0.377777778,"9,9,9,9,9","5,4,3,3,2","4,5,6,6,7",42,1.167,35,2.8978,24,3,0.3888888888888889,compromise,Male,20,1
25,53,45,0.625,0,1.9,0.622222222,"9,9,9,9,9","8,7,5,3,5","1,2,4,6,4",68,2.5029,68,0.6427,51,1,-0,stay,Male,20,1
25,54,5,0.625,0,1.8,0.6,"1,1,1,1,1","0,1,1,0,1","1,0,0,1,0",55,1.0502,60,2.393,70,2,0.3333333333333333,compromise,Male,20,1
26,1,5,0.875,0,1.6,0.8,"1,1,1,1,1","0,1,1,1,1","1,0,0,0,0",80,4.915,80,3.5647,97,1,0,stay,Female,29,1
26,2,45,0.125,0,1.6,0.133333333,"9,9,9,9,9","1,0,2,3,0","8,9,7,6,9",15,3.0832,10,4.7317,0,3,0.3333333333333333,compromise,Female,29,1
26,3,5,0.875,0,1.6,0.8,"1,1,1,1,1","1,1,0,1,1","0,0,1,0,0",85,4.5498,90,3.6649,100,3,0.3333333333333333,compromise,Female,29,1
26,4,45,0.75,0,2,0.755555556,"9,9,9,9,9","8,7,7,6,6","1,2,2,3,3",70,4.0497,70,4.3645,88,1,0,stay,Female,29,1
26,6,45,0.375,0,1.5,0.377777778,"9,9,9,9,9","4,4,3,3,3","5,5,6,6,6",35,2.3164,40,2.6979,51,3,0.3125,compromise,Female,29,1
26,8,45,0.25,0,1.7,0.244444444,"9,9,9,9,9","2,2,1,3,3","7,7,8,6,6",20,5.1998,25,2.0879,37,1,0.29411764705882354,compromise,Female,29,1
26,9,5,0.5,0,1.9,0.6,"1,1,1,1,1","1,1,1,0,0","0,0,0,1,1",75,5.1711,70,2.6593,60,2,0.3333333333333333,compromise,Female,29,1
26,10,5,0.625,0,2,0.6,"1,1,1,1,1","1,1,0,0,1","0,0,1,1,0",65,3.9831,65,4.8481,50,3,-0,stay,Female,29,1
26,11,5,0.5,0,1.9,0.6,"1,1,1,1,1","0,0,1,1,1","1,1,0,0,0",80,4.0998,75,4.3481,65,1,0.3333333333333333,compromise,Female,29,1
26,12,45,0.625,0,1.9,0.622222222,"9,9,9,9,9","6,6,4,7,5","3,3,5,2,4",65,3.0998,60,2.6483,49,1,0.3125,compromise,Female,29,1
26,14,45,0.5,0,1.9,0.511111111,"9,9,9,9,9","6,4,2,6,5","3,5,7,3,4",60,2.001,60,3.331,44,1,-0,stay,Female,29,1
26,15,45,0.125,0,1.6,0.133333333,"9,9,9,9,9","3,1,1,0,1","6,8,8,9,8",15,1.5833,10,3.3314,0,2,0.3333333333333333,compromise,Female,29,1
26,16,45,0.625,0,1.6,0.622222222,"9,9,9,9,9","7,5,6,7,3","2,4,3,2,6",60,2.6997,65,3.7983,75,2,0.3333333333333333,compromise,Female,29,1
26,21,45,0.75,0,1.8,0.755555556,"9,9,9,9,9","6,6,7,6,9","3,3,2,3,0",75,2.2165,70,3.2816,57,2,0.2777777777777778,compromise,Female,29,1
26,23,45,0.25,0,1.8,0.244444444,"9,9,9,9,9","1,4,0,3,3","8,5,9,6,6",25,0.8998,25,2.5984,10,2,-0,stay,Female,29,1
26,24,45,0.375,0,1.9,0.377777778,"9,9,9,9,9","2,4,5,2,4","7,5,4,7,5",35,1.6998,35,2.0649,53,1,0,stay,Female,29,1
26,25,5,0.25,0,1.5,0.2,"1,1,1,1,1","0,0,0,1,0","1,1,1,0,1",15,3.3998,20,4.8149,30,2,0.3333333333333333,compromise,Female,29,1
26,26,45,0.25,0,2,0.244444444,"9,9,9,9,9","2,2,2,2,3","7,7,7,7,6",15,6.5666,20,2.2483,30,3,0.3333333333333333,compromise,Female,29,1
26,27,5,0.625,0,1.7,0.6,"1,1,1,1,1","0,0,1,1,1","1,1,0,0,0",75,3.2497,70,3.3982,57,1,0.2777777777777778,compromise,Female,29,1
26,28,5,0.375,0,1.9,0.4,"1,1,1,1,1","0,0,0,1,1","1,1,1,0,0",30,3.9821,30,3.2649,45,1,0,stay,Female,29,1
26,29,5,0.25,0,2,0.2,"1,1,1,1,1","1,0,0,0,0","0,1,1,1,1",10,2.7333,15,2.9146,25,3,0.3333333333333333,compromise,Female,29,1
26,30,5,0.875,0,1.8,0.8,"1,1,1,1,1","1,0,1,1,1","0,1,0,0,0",60,5.1832,65,2.1816,75,2,0.3333333333333333,compromise,Female,29,1
26,32,5,0.375,0,1.9,0.4,"1,1,1,1,1","0,1,0,0,1","1,0,1,1,0",30,4.7832,35,1.9213,45,3,0.3333333333333333,compromise,Female,29,1
